codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01290,01285,01289,01280,01284,01288,01283,01281,01291,01286,01282,01287
01,001,COMUNA 01,00003,000064,0,0,6,192,33,3,11,4,1,0,0,0,0,0,0
01,002,COMUNA 02,00019,000551,0,0,7,192,25,1,5,12,1,10,0,0,0,0,0
01,002,COMUNA 02,00020,000570,0,0,9,192,14,2,6,6,1,11,0,1,0,1,0
01,002,COMUNA 02,00025,000782,0,0,6,192,23,2,11,9,0,8,3,0,0,0,0
01,013,COMUNA 13,00141,006077,0,0,6,192,33,6,12,14,4,3,1,0,0,0,0
01,013,COMUNA 13,00141,006085,0,0,6,192,28,5,19,8,1,2,1,1,0,0,0
01,013,COMUNA 13,00141,006120,0,0,5,192,29,1,16,11,1,9,1,1,0,0,0
01,013,COMUNA 13,00141,006133,0,0,6,192,20,4,8,12,2,2,2,0,0,0,0
01,014,COMUNA 14,00148,006489,0,0,5,192,36,5,15,9,0,1,1,0,0,0,0
01,014,COMUNA 14,00149,006513,0,0,2,192,21,2,7,5,3,5,0,0,0,0,0
01,014,COMUNA 14,00149,006514,0,0,8,192,21,1,5,6,3,4,1,0,0,0,0
01,001,COMUNA 01,00005,000144,0,0,0,191,20,1,6,8,1,9,0,0,0,0,0
01,013,COMUNA 13,00141,006083,0,0,9,191,36,8,14,8,1,7,1,0,0,0,0
01,013,COMUNA 13,00141,006086,0,0,5,191,30,2,15,11,0,0,2,1,0,1,0
01,013,COMUNA 13,00141,006090,0,0,11,191,22,3,11,9,3,3,0,0,0,0,0
01,013,COMUNA 13,00141,006142,0,0,5,191,30,3,10,10,0,0,0,0,0,0,0
01,014,COMUNA 14,00149,006535,0,0,5,191,21,5,5,4,3,3,1,0,0,0,0
01,014,COMUNA 14,00150,006603,0,0,7,191,30,3,15,11,0,1,2,0,0,1,0
01,001,COMUNA 01,00003,000067,0,0,5,190,29,9,14,11,1,5,1,0,0,0,0
01,001,COMUNA 01,00005,000135,0,0,6,190,18,4,12,5,3,13,1,0,0,1,0
01,013,COMUNA 13,00141,006117,0,0,7,190,26,11,9,7,3,3,0,0,1,0,0
01,013,COMUNA 13,00141,006129,0,0,11,190,32,6,1,6,2,5,1,0,1,0,0
01,013,COMUNA 13,00141,006137,0,0,4,190,21,2,14,8,1,3,0,0,1,1,0
01,001,COMUNA 01,00005,000118,0,0,8,189,22,5,8,10,1,7,3,0,0,1,0
01,001,COMUNA 01,00005,000124,0,0,13,189,16,2,6,12,1,5,0,0,1,1,1
01,001,COMUNA 01,00005,000130,0,0,7,189,23,7,7,15,2,15,0,0,0,0,0
01,002,COMUNA 02,00020,000562,0,0,4,189,22,3,4,5,1,13,0,0,0,2,0
01,002,COMUNA 02,00020,000566,0,0,6,189,16,4,5,7,4,13,3,0,0,1,0
01,002,COMUNA 02,00022,000666,0,0,0,189,34,5,8,12,0,6,4,0,0,0,0
01,002,COMUNA 02,00025,000801,0,0,2,189,20,4,9,5,0,9,1,0,0,0,0
01,013,COMUNA 13,00141,006082,0,0,2,189,30,9,15,7,1,2,4,1,1,0,0
01,013,COMUNA 13,00141,006109,0,0,10,189,23,11,19,1,0,3,2,1,0,0,0
01,013,COMUNA 13,00141,006125,0,0,8,189,35,7,10,10,0,3,0,0,0,0,0
01,014,COMUNA 14,00148,006463,0,0,15,189,35,1,10,7,0,0,3,0,0,0,0
01,014,COMUNA 14,00149,006507,0,0,4,189,20,3,6,4,0,2,3,0,0,0,1
01,014,COMUNA 14,00150,006572,0,0,6,189,34,7,12,5,1,4,1,0,0,0,0
01,002,COMUNA 02,00020,000560,0,0,8,188,16,3,12,5,1,13,0,1,0,2,0
01,002,COMUNA 02,00025,000793,0,0,9,188,26,7,5,6,1,15,0,0,0,0,0
01,013,COMUNA 13,00138,005958,0,0,8,188,47,9,17,15,1,5,2,0,1,0,0
01,013,COMUNA 13,00141,006075,0,0,6,188,21,2,17,10,0,2,2,0,0,0,0
01,014,COMUNA 14,00148,006487,0,0,2,188,42,3,11,12,0,4,0,0,0,0,0
01,014,COMUNA 14,00149,006504,0,0,10,188,19,1,16,8,2,2,0,0,0,0,0
01,014,COMUNA 14,00150,006555,0,0,6,188,42,6,10,7,1,1,0,0,0,0,0
01,001,COMUNA 01,00005,000110,0,0,8,187,21,4,7,5,1,6,0,0,0,0,0
01,001,COMUNA 01,00005,000143,0,0,3,187,27,4,9,11,3,4,0,1,0,0,0
01,002,COMUNA 02,00020,000571,0,0,6,187,33,1,5,6,0,11,1,0,0,0,0
01,013,COMUNA 13,00141,006087,0,0,6,187,41,3,14,5,0,2,0,0,0,0,0
01,013,COMUNA 13,00141,006119,0,0,5,187,33,2,8,5,2,3,3,0,0,0,0
01,013,COMUNA 13,00141,006138,0,0,11,187,25,5,11,13,0,2,1,0,0,0,0
01,014,COMUNA 14,00148,006486,0,0,8,187,38,3,13,4,5,3,2,0,0,0,0
01,014,COMUNA 14,00149,006534,0,0,5,187,20,2,7,11,2,7,2,0,0,1,0
01,014,COMUNA 14,00150,006540,0,0,5,187,42,4,8,5,1,9,0,0,0,0,1
01,014,COMUNA 14,00150,006583,0,0,11,187,47,4,7,7,1,1,0,0,0,3,0
01,014,COMUNA 14,00150,006606,0,0,7,187,32,4,14,12,1,2,1,0,0,0,0
01,001,COMUNA 01,00005,000131,0,0,7,186,23,4,4,10,0,10,1,0,0,2,1
01,001,COMUNA 01,00005,000148,0,0,13,186,22,1,5,6,0,10,0,0,0,3,0
01,002,COMUNA 02,00020,000556,0,0,7,186,17,4,5,5,1,16,1,0,0,0,0
01,002,COMUNA 02,00020,000577,0,0,16,186,27,3,9,8,2,10,2,0,0,1,0
01,002,COMUNA 02,00025,000770,0,0,12,186,32,5,8,2,2,14,0,0,0,1,0
01,013,COMUNA 13,00141,006118,0,0,8,186,42,8,7,6,0,4,1,0,0,0,0
01,013,COMUNA 13,00141,006131,0,0,8,186,34,6,14,12,0,7,2,0,0,1,0
01,013,COMUNA 13,00141,006141,0,0,6,186,30,7,13,6,0,6,2,0,0,1,0
01,001,COMUNA 01,00005,000104,0,0,6,185,38,5,11,6,0,7,2,0,0,0,0
01,001,COMUNA 01,00005,000109,0,0,5,185,12,3,11,11,1,12,1,0,0,1,0
01,002,COMUNA 02,00020,000553,0,0,9,185,15,4,11,12,0,8,0,0,1,0,0
01,002,COMUNA 02,00020,000578,0,0,9,185,35,4,10,4,0,7,1,0,0,1,0
01,002,COMUNA 02,00024,000738,0,0,12,185,31,7,19,6,3,4,2,0,2,1,0
01,002,COMUNA 02,00024,000755,0,0,6,185,36,7,10,14,1,9,3,0,0,1,1
01,002,COMUNA 02,00025,000778,0,0,11,185,25,2,11,7,4,16,3,0,0,1,0
01,013,COMUNA 13,00141,006074,0,0,9,185,29,10,9,6,2,7,1,0,0,0,1
01,013,COMUNA 13,00141,006135,0,0,4,185,31,4,17,10,2,1,2,0,0,0,0
01,013,COMUNA 13,00142,006176,0,0,17,185,46,8,0,1,3,6,0,0,1,0,0
01,014,COMUNA 14,00147,006364,0,0,5,185,25,7,20,14,2,7,1,0,1,0,0
01,014,COMUNA 14,00147,006402,0,0,3,185,43,8,15,11,1,1,3,0,0,0,0
01,014,COMUNA 14,00148,006481,0,0,9,185,32,8,16,9,2,3,1,0,0,1,0
01,014,COMUNA 14,00149,006515,0,0,10,185,31,7,7,3,3,8,1,1,0,0,0
01,014,COMUNA 14,00150,006545,0,0,6,185,36,2,14,7,1,5,3,0,0,0,0
01,014,COMUNA 14,00150,006552,0,0,4,185,29,7,15,10,0,0,1,0,0,0,1
01,002,COMUNA 02,00022,000650,0,0,14,184,44,5,10,5,0,6,1,0,0,0,0
01,002,COMUNA 02,00024,000737,0,0,8,184,26,6,9,6,2,13,1,0,1,1,0
01,002,COMUNA 02,00025,000811,0,0,7,184,26,5,12,8,0,10,1,0,0,0,0
01,011,COMUNA 11,00121,005095,0,0,14,184,55,3,13,7,3,1,0,0,0,0,0
01,013,COMUNA 13,00137,005898,0,0,10,184,30,12,12,3,3,4,2,0,0,2,0
01,013,COMUNA 13,00141,006092,0,0,5,184,26,5,11,9,2,4,1,0,0,0,0
01,013,COMUNA 13,00141,006107,0,0,8,184,35,4,10,8,0,0,2,0,0,0,0
01,013,COMUNA 13,00143,006205,0,0,9,184,35,7,16,13,5,4,0,0,1,0,0
01,014,COMUNA 14,00147,006368,0,0,12,184,29,12,17,8,3,3,1,0,1,0,0
01,014,COMUNA 14,00148,006462,0,0,8,184,48,10,7,0,1,3,0,0,0,0,0
01,014,COMUNA 14,00149,006523,0,0,11,184,16,2,16,8,1,9,1,0,0,0,0
01,014,COMUNA 14,00150,006576,0,0,5,184,34,5,11,11,0,2,2,0,1,0,0
01,014,COMUNA 14,00150,006577,0,0,3,184,33,5,6,4,0,2,0,0,0,2,0
01,014,COMUNA 14,00150,006580,0,0,5,184,35,6,12,3,1,7,3,0,0,0,0
01,014,COMUNA 14,00150,006585,0,0,7,184,50,3,10,9,2,1,0,0,0,0,0
01,014,COMUNA 14,00150,006599,0,0,10,184,32,5,12,7,3,0,1,0,2,2,0
01,001,COMUNA 01,00005,000112,0,0,10,183,32,4,9,7,1,15,4,0,0,1,0
01,001,COMUNA 01,00005,000117,0,0,7,183,21,6,5,11,3,13,1,0,0,0,0
01,001,COMUNA 01,00005,000140,0,0,5,183,34,6,12,5,2,10,0,1,0,0,1
01,002,COMUNA 02,00023,000728,0,0,9,183,37,5,12,8,0,5,1,0,0,1,0
01,002,COMUNA 02,00025,000771,0,0,7,183,31,4,16,6,0,8,1,0,0,1,0
01,013,COMUNA 13,00141,006111,0,0,8,183,35,5,18,7,1,5,2,0,2,1,0
01,014,COMUNA 14,00147,006383,0,0,5,183,35,5,17,8,1,1,2,0,1,2,0
01,014,COMUNA 14,00147,006390,0,0,11,183,27,6,22,10,2,1,2,1,0,1,0
01,014,COMUNA 14,00148,006433,0,0,7,183,49,4,7,5,0,2,3,0,1,1,0
01,014,COMUNA 14,00149,006519,0,0,5,183,21,7,11,9,2,3,3,0,0,1,0
01,014,COMUNA 14,00149,006531,0,0,11,183,26,3,10,10,0,5,0,0,0,0,0
01,014,COMUNA 14,00149,006539,0,0,7,183,26,10,10,8,4,9,0,0,0,1,0
01,014,COMUNA 14,00150,006594,0,0,8,183,36,6,10,9,0,5,4,0,1,0,0
01,014,COMUNA 14,00151,006624,0,0,8,183,30,5,9,6,1,5,1,0,0,0,0
01,014,COMUNA 14,00154,006849,0,0,6,183,78,12,13,5,1,1,3,0,0,0,0
01,001,COMUNA 01,00003,000065,0,0,8,182,36,1,9,7,1,1,1,1,1,0,0
01,001,COMUNA 01,00005,000128,0,0,7,182,28,4,6,4,1,14,0,1,1,0,0
01,001,COMUNA 01,00006,000165,0,0,5,182,33,8,11,6,0,9,0,0,0,1,0
01,002,COMUNA 02,00022,000640,0,0,8,182,38,6,16,7,0,6,3,0,0,0,0
01,002,COMUNA 02,00025,000769,0,0,9,182,27,7,11,12,1,11,3,0,1,0,0
01,002,COMUNA 02,00025,000804,0,0,5,182,33,3,8,7,3,13,3,0,0,1,0
01,004,COMUNA 04,00046,001517,0,0,46,28,182,3,3,1,8,2,0,0,1,1,1
01,004,COMUNA 04,00046,001532,0,0,34,38,182,7,10,3,0,1,1,1,1,0,0
01,013,COMUNA 13,00138,005987,0,0,9,182,47,9,12,7,0,2,1,0,1,1,0
01,013,COMUNA 13,00141,006130,0,0,5,182,29,2,12,4,5,4,0,0,0,0,0
01,013,COMUNA 13,00142,006146,0,0,1,182,47,9,16,8,1,2,3,1,0,0,0
01,014,COMUNA 14,00147,006361,0,0,9,182,45,4,18,6,3,4,0,0,0,0,0
01,014,COMUNA 14,00147,006405,0,0,5,182,46,3,15,4,1,3,1,0,1,0,0
01,014,COMUNA 14,00147,006410,0,0,14,182,30,4,18,10,3,5,1,0,1,1,1
01,014,COMUNA 14,00148,006443,0,0,11,182,28,10,15,4,2,1,2,0,1,0,0
01,014,COMUNA 14,00149,006510,0,0,6,182,24,2,5,5,0,6,0,0,0,0,0
01,014,COMUNA 14,00150,006598,0,0,8,182,42,5,7,11,1,1,2,0,0,0,0
01,001,COMUNA 01,00005,000129,0,0,5,181,26,2,9,7,0,7,0,0,0,0,0
01,002,COMUNA 02,00019,000548,0,0,4,181,20,3,3,5,1,8,0,0,1,1,0
01,002,COMUNA 02,00020,000565,0,0,12,181,27,3,7,11,0,12,0,0,0,1,0
01,002,COMUNA 02,00022,000689,0,0,6,181,48,4,12,6,0,3,2,0,1,0,0
01,002,COMUNA 02,00025,000766,0,0,7,181,36,7,12,9,1,11,0,0,0,0,0
01,002,COMUNA 02,00025,000775,0,0,11,181,24,6,7,4,0,15,0,1,2,1,0
01,013,COMUNA 13,00138,005961,0,0,9,181,45,9,13,10,2,0,4,0,0,1,0
01,013,COMUNA 13,00138,005970,0,0,11,181,40,6,17,8,2,1,0,0,0,0,0
01,013,COMUNA 13,00138,005978,0,0,12,181,42,5,14,6,1,2,3,0,0,0,0
01,013,COMUNA 13,00141,006106,0,0,5,181,26,7,9,11,1,1,1,0,0,0,0
01,013,COMUNA 13,00141,006115,0,0,7,181,24,4,8,7,3,7,3,0,0,0,0
01,013,COMUNA 13,00141,006140,0,0,6,181,39,5,7,9,0,3,1,1,0,0,0
01,013,COMUNA 13,00141,006143,0,0,2,181,33,5,17,8,4,5,1,0,0,1,0
01,014,COMUNA 14,00147,006384,0,0,5,181,38,6,15,9,5,3,3,0,1,0,0
01,014,COMUNA 14,00147,006385,0,0,6,181,37,9,24,7,1,4,0,0,0,0,0
01,014,COMUNA 14,00147,006414,0,0,8,181,39,6,6,5,3,2,5,1,0,1,1
01,014,COMUNA 14,00148,006457,0,0,9,181,24,4,13,8,1,3,4,0,0,0,1
01,014,COMUNA 14,00148,006483,0,0,5,181,44,4,14,7,3,3,2,0,0,1,0
01,014,COMUNA 14,00151,006654,0,0,6,181,29,5,9,7,1,6,2,1,0,0,0
01,014,COMUNA 14,00151,006673,0,0,7,181,40,4,7,10,3,5,4,0,0,0,1
01,001,COMUNA 01,00003,000073,0,0,2,180,32,5,9,6,0,1,1,0,0,0,0
01,002,COMUNA 02,00020,000574,0,0,7,180,17,1,10,7,1,14,1,0,0,0,0
01,002,COMUNA 02,00024,000730,0,0,10,180,30,0,13,4,0,8,0,0,0,2,0
01,002,COMUNA 02,00024,000746,0,0,8,180,30,6,11,14,1,13,0,0,0,0,0
01,002,COMUNA 02,00024,000747,0,0,7,180,28,4,14,9,1,7,2,0,0,2,0
01,011,COMUNA 11,00121,005101,0,0,8,180,57,3,17,9,2,1,2,0,1,1,0
01,013,COMUNA 13,00137,005896,0,0,11,180,41,11,21,9,2,1,3,0,0,0,0
01,013,COMUNA 13,00141,006112,0,0,9,180,33,5,15,10,1,1,0,0,0,0,0
01,013,COMUNA 13,00142,006187,0,0,13,180,44,6,12,9,1,1,1,0,0,0,0
01,013,COMUNA 13,00143,006203,0,0,7,180,42,8,9,6,1,4,4,0,0,0,0
01,014,COMUNA 14,00148,006452,0,0,9,180,39,4,15,7,3,4,1,0,0,0,0
01,014,COMUNA 14,00150,006553,0,0,3,180,50,6,13,7,3,4,5,0,0,1,0
01,014,COMUNA 14,00150,006616,0,0,6,180,32,3,12,7,1,1,3,0,1,0,0
01,014,COMUNA 14,00151,006622,0,0,8,180,44,5,5,8,1,3,1,1,0,0,0
01,001,COMUNA 01,00003,000068,0,0,12,179,33,2,7,6,0,0,1,0,0,0,1
01,001,COMUNA 01,00003,000072,0,0,0,179,22,3,16,10,1,0,1,0,0,0,0
01,001,COMUNA 01,00005,000113,0,0,5,179,31,5,13,9,1,6,0,1,0,0,1
01,001,COMUNA 01,00005,000121,0,0,17,179,14,5,9,9,2,13,0,0,0,0,0
01,002,COMUNA 02,00020,000563,0,0,8,179,28,4,5,8,1,12,0,0,1,1,0
01,002,COMUNA 02,00020,000572,0,0,2,179,21,3,6,7,1,7,0,0,0,0,0
01,002,COMUNA 02,00020,000575,0,0,11,179,33,2,7,4,1,12,0,0,0,0,0
01,002,COMUNA 02,00020,000583,0,0,9,179,16,6,8,8,1,14,2,0,0,1,1
01,002,COMUNA 02,00022,000676,0,0,4,179,38,4,19,7,3,11,0,0,1,1,0
01,002,COMUNA 02,00023,000722,0,0,9,179,41,6,14,5,2,7,2,0,0,0,0
01,002,COMUNA 02,00024,000732,0,0,8,179,32,1,8,4,4,15,1,0,0,0,1
01,002,COMUNA 02,00024,000735,0,0,4,179,40,5,15,5,1,19,1,0,0,1,0
01,002,COMUNA 02,00024,000753,0,0,2,179,37,3,10,11,0,12,0,0,0,0,0
01,002,COMUNA 02,00024,000764,0,0,10,179,37,7,6,8,5,12,1,0,0,0,0
01,002,COMUNA 02,00025,000791,0,0,7,179,37,9,7,9,0,11,0,0,0,1,0
01,013,COMUNA 13,00138,005956,0,0,3,179,48,8,18,8,2,0,3,0,3,1,0
01,014,COMUNA 14,00147,006365,0,0,9,179,52,12,8,11,0,6,2,0,0,0,0
01,014,COMUNA 14,00148,006435,0,0,8,179,35,5,15,8,0,1,5,1,0,0,0
01,014,COMUNA 14,00150,006556,0,0,10,179,30,11,13,11,2,2,0,0,1,1,0
01,014,COMUNA 14,00150,006558,0,0,8,179,37,4,17,10,1,4,0,0,0,0,0
01,014,COMUNA 14,00150,006562,0,0,9,179,43,2,9,8,0,4,0,0,1,0,0
01,014,COMUNA 14,00150,006592,0,0,8,179,30,10,18,11,2,2,0,0,0,0,0
01,014,COMUNA 14,00151,006632,0,0,6,179,36,8,13,9,2,2,1,0,0,0,0
01,001,COMUNA 01,00003,000062,0,0,5,178,41,5,10,13,1,0,1,0,0,0,0
01,001,COMUNA 01,00005,000114,0,0,10,178,39,4,8,2,1,9,0,0,0,0,0
01,001,COMUNA 01,00005,000147,0,0,6,178,25,6,5,11,0,18,1,0,0,0,0
01,002,COMUNA 02,00020,000554,0,0,13,178,16,4,12,8,1,14,0,0,0,0,0
01,002,COMUNA 02,00020,000568,0,0,9,178,26,4,10,5,0,10,0,0,0,0,0
01,002,COMUNA 02,00020,000581,0,0,7,178,20,5,5,10,2,18,1,0,0,1,0
01,002,COMUNA 02,00023,000707,0,0,8,178,43,8,12,4,2,20,0,0,0,1,0
01,002,COMUNA 02,00025,000774,0,0,8,178,39,8,6,6,3,11,0,0,0,0,0
01,002,COMUNA 02,00025,000805,0,0,7,178,27,2,17,5,2,12,1,0,0,0,0
01,002,COMUNA 02,00025,000809,0,0,6,178,32,6,9,14,2,12,4,0,3,1,1
01,002,COMUNA 02,00025,000812,0,0,11,178,24,4,10,8,1,19,1,0,2,0,0
01,013,COMUNA 13,00134,005767,0,0,12,178,53,5,13,7,5,4,1,0,0,0,0
01,013,COMUNA 13,00141,006108,0,0,9,178,23,6,13,10,1,5,2,0,0,1,0
01,013,COMUNA 13,00143,006200,0,0,6,178,38,7,14,9,3,5,0,0,0,0,0
01,013,COMUNA 13,00143,006201,0,0,9,178,35,10,15,6,2,4,4,0,0,0,0
01,013,COMUNA 13,00146,006334,0,0,6,178,48,4,18,12,3,1,2,0,1,0,0
01,014,COMUNA 14,00148,006429,0,0,17,178,31,5,15,11,5,2,1,0,0,2,0
01,014,COMUNA 14,00150,006560,0,0,15,178,40,6,16,7,4,4,3,0,0,0,0
01,014,COMUNA 14,00150,006569,0,0,5,178,33,6,17,12,3,2,1,0,1,1,0
01,014,COMUNA 14,00150,006574,0,0,5,178,44,2,12,6,3,2,1,0,0,0,0
01,014,COMUNA 14,00150,006578,0,0,8,178,27,0,12,8,1,0,2,0,0,0,0
01,014,COMUNA 14,00150,006608,0,0,9,178,41,6,9,7,2,3,1,0,0,0,0
01,002,COMUNA 02,00023,000713,0,0,9,177,29,6,11,10,0,15,4,0,1,1,0
01,002,COMUNA 02,00024,000758,0,0,3,177,49,2,11,9,1,14,0,0,1,0,0
01,002,COMUNA 02,00025,000803,0,0,4,177,36,3,10,9,1,16,0,0,0,1,0
01,013,COMUNA 13,00140,006031,0,0,11,177,55,13,13,5,4,2,1,0,0,1,0
01,013,COMUNA 13,00146,006316,0,0,12,177,50,12,15,5,4,6,2,0,1,0,0
01,014,COMUNA 14,00147,006372,0,0,5,177,40,3,11,7,2,1,5,1,2,1,0
01,014,COMUNA 14,00148,006437,0,0,7,177,48,3,15,8,2,1,3,0,1,0,0
01,014,COMUNA 14,00149,006526,0,0,6,177,22,0,17,14,0,2,0,0,0,0,0
01,014,COMUNA 14,00150,006582,0,0,4,177,46,6,14,12,2,3,1,1,0,1,1
01,014,COMUNA 14,00150,006586,0,0,7,177,43,4,10,9,0,3,1,0,0,1,0
01,014,COMUNA 14,00151,006642,0,0,6,177,54,7,10,6,1,4,0,0,0,0,0
