codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00036,00037,00050,00058,00087
11,015,Maracó,03172,066306,0,0,23,7,151,87,0,20
11,015,Maracó,03172,100855,0,0,0,0,0,0,0,0
11,015,Maracó,03172,100856,0,0,0,0,0,0,0,0
11,015,Maracó,03173,066307,0,0,26,6,113,130,0,18
11,015,Maracó,03173,066308,0,0,23,7,113,119,0,16
11,015,Maracó,03173,066309,0,0,11,7,115,121,0,17
11,015,Maracó,03173,066310,0,0,13,6,123,120,0,20
11,015,Maracó,03173,066311,0,0,0,1,126,115,0,20
11,015,Maracó,03173,066312,0,0,4,5,110,142,0,23
11,015,Maracó,03173,066313,0,0,6,5,118,121,0,23
11,015,Maracó,03173,066314,0,0,17,3,128,114,0,20
11,015,Maracó,03173,066315,0,0,4,4,131,91,0,22
11,015,Maracó,03173,066316,0,0,20,5,112,134,0,21
11,015,Maracó,03173,066317,0,0,13,9,128,131,0,20
11,015,Maracó,03173,066318,0,0,10,11,93,137,0,18
11,015,Maracó,03173,066319,0,0,4,4,116,146,0,16
11,015,Maracó,03173,066320,0,0,18,7,116,119,0,24
11,015,Maracó,03173,066321,0,0,0,6,130,103,0,14
11,015,Maracó,03173,066322,0,0,4,7,105,128,0,25
11,015,Maracó,03173,066323,0,0,0,6,110,124,0,33
11,015,Maracó,03173,066324,0,0,17,7,119,118,0,21
11,015,Maracó,03173,066325,0,0,22,7,118,113,0,19
11,015,Maracó,03173,066326,0,0,18,7,108,135,0,15
11,015,Maracó,03173,066327,0,0,16,7,107,117,0,20
11,015,Maracó,03173,066328,0,0,18,5,146,99,0,16
11,015,Maracó,03173,066329,0,0,11,8,102,130,0,22
11,015,Maracó,03173,066330,0,0,0,5,142,112,0,19
11,015,Maracó,03173,066331,0,0,15,7,106,114,0,23
11,015,Maracó,03173,066332,0,0,14,4,134,137,0,16
11,015,Maracó,03173,066333,0,0,17,3,104,141,0,20
11,015,Maracó,03173,066334,0,0,6,10,101,124,0,22
11,015,Maracó,03173,066335,0,0,10,7,102,134,0,27
11,015,Maracó,03173,066336,0,0,12,8,107,126,0,24
11,015,Maracó,03173,066337,0,0,0,5,121,119,0,24
11,015,Maracó,03173,066338,0,0,15,5,127,109,0,17
11,015,Maracó,03173,066339,0,0,16,9,156,78,0,19
11,015,Maracó,03173,066340,0,0,19,10,132,110,0,20
11,015,Maracó,03173,066341,0,0,13,5,103,134,0,20
11,015,Maracó,03173,066342,0,0,16,6,102,122,0,24
11,015,Maracó,03173,066343,0,0,17,8,161,97,0,18
11,015,Maracó,03173,066344,0,0,5,11,91,151,0,14
11,015,Maracó,03173,066345,0,0,21,5,98,142,0,4
11,015,Maracó,03173,066346,0,0,13,8,140,118,0,15
11,015,Maracó,03173,066347,0,0,14,6,129,110,0,24
11,015,Maracó,03173,066348,0,0,15,8,116,119,0,17
11,015,Maracó,03173,066349,0,0,16,5,156,91,0,19
11,015,Maracó,03173,066350,0,0,22,6,108,132,0,17
11,015,Maracó,03173,066351,0,0,17,5,118,142,0,23
11,015,Maracó,03173,066352,0,0,18,6,115,123,0,17
11,015,Maracó,03173,066353,0,0,14,8,135,103,0,18
11,015,Maracó,03173,066354,0,0,15,5,129,115,0,19
11,015,Maracó,03173,066355,0,0,15,7,109,123,0,19
11,015,Maracó,03173,066356,0,0,19,3,127,116,0,25
11,015,Maracó,03173,066357,0,0,14,8,96,131,0,24
11,015,Maracó,03173,066358,0,0,11,4,96,125,0,28
11,015,Maracó,03173,066359,0,0,11,5,129,119,0,20
11,015,Maracó,03173,066360,0,0,12,6,156,89,0,22
11,015,Maracó,03173,066361,0,0,0,6,114,118,0,16
11,015,Maracó,03173,066362,0,0,19,4,102,140,0,26
11,015,Maracó,03173,066363,0,0,10,5,112,128,0,19
11,015,Maracó,03173,066364,0,0,9,5,131,101,0,25
11,015,Maracó,03173,066365,0,0,13,7,110,145,0,11
11,015,Maracó,03173,066366,0,0,14,6,121,125,0,18
11,015,Maracó,03173,066367,0,0,21,7,151,95,0,17
11,015,Maracó,03173,066368,0,0,8,6,116,136,0,24
11,015,Maracó,03173,066369,0,0,12,7,146,102,0,20
11,015,Maracó,03173,066370,0,0,23,3,118,118,0,20
11,015,Maracó,03173,066371,0,0,17,10,111,120,0,34
11,015,Maracó,03173,066372,0,0,21,10,124,112,0,32
11,015,Maracó,03173,066373,0,0,7,11,108,117,0,23
11,015,Maracó,03173,066374,0,0,6,7,95,143,0,23
11,015,Maracó,03173,066375,0,0,29,10,118,108,0,29
11,015,Maracó,03173,066376,0,0,20,8,100,138,0,23
11,015,Maracó,03173,066377,0,0,15,5,114,135,0,26
11,015,Maracó,03173,066378,0,0,27,0,127,112,0,20
11,015,Maracó,03173,066379,0,0,14,5,117,114,0,23
11,015,Maracó,03173,066380,0,0,17,0,113,130,0,27
11,015,Maracó,03173,066381,0,0,5,5,118,128,0,13
11,015,Maracó,03173,066382,0,0,19,16,108,120,0,22
11,015,Maracó,03173,066383,0,0,14,3,124,121,0,22
11,015,Maracó,03173,066384,0,0,15,8,99,133,0,24
11,015,Maracó,03173,066385,0,0,17,7,135,107,0,21
11,015,Maracó,03173,066386,0,0,14,11,118,120,0,20
11,015,Maracó,03173,100857,0,0,0,0,0,0,0,0
11,015,Maracó,03173,100858,0,0,0,0,0,0,0,0
11,015,Maracó,03174,066387,0,0,0,3,122,73,0,11
11,015,Maracó,03174,066388,0,0,0,5,104,93,0,12
11,015,Maracó,03175,066389,0,0,1,1,15,25,0,1
11,016,Puelén,03176,066390,0,0,18,13,127,75,0,23
11,016,Puelén,03176,066391,0,0,0,8,146,92,0,20
11,016,Puelén,03176,066392,0,0,4,0,163,73,0,20
11,016,Puelén,03176,066393,0,0,24,8,149,84,0,11
11,016,Puelén,03176,066394,0,0,13,8,158,82,0,23
11,016,Puelén,03176,066395,0,0,18,9,152,75,0,26
11,016,Puelén,03176,066396,0,0,3,2,136,100,0,23
11,016,Puelén,03176,066397,0,0,12,6,151,72,0,25
11,016,Puelén,03176,066398,0,0,14,5,136,96,0,26
11,016,Puelén,03176,066399,0,0,19,10,151,81,0,22
11,016,Puelén,03176,066400,0,0,17,6,146,91,0,21
11,016,Puelén,03176,066401,0,0,14,7,158,78,0,23
11,016,Puelén,03176,066402,0,0,0,14,144,83,0,22
11,016,Puelén,03176,066403,0,0,16,6,152,89,0,22
11,016,Puelén,03176,066404,0,0,23,9,157,72,0,28
11,016,Puelén,03176,066405,0,0,0,1,170,58,0,25
11,016,Puelén,03176,066406,0,0,20,5,169,66,0,21
11,016,Puelén,03176,066407,0,0,17,13,135,80,0,19
11,016,Puelén,03176,066408,0,0,16,12,153,78,0,28
11,016,Puelén,03176,066409,0,0,22,6,183,59,0,22
11,016,Puelén,03176,066410,0,0,16,6,159,80,0,16
11,016,Puelén,03176,066411,0,0,19,5,135,95,0,25
11,016,Puelén,03176,066412,0,0,0,2,33,8,0,2
11,016,Puelén,03177,066413,0,0,22,2,114,68,0,21
11,016,Puelén,03177,066414,0,0,25,3,123,59,0,16
11,017,Quemú Quemú,03178,066415,0,0,2,9,135,97,0,26
11,017,Quemú Quemú,03178,066416,0,0,19,20,130,84,0,24
11,017,Quemú Quemú,03178,066417,0,0,6,10,111,105,0,19
11,017,Quemú Quemú,03178,066418,0,0,18,7,98,127,0,14
11,017,Quemú Quemú,03178,066419,0,0,8,7,129,102,0,19
11,017,Quemú Quemú,03178,066420,0,0,13,16,119,103,0,19
11,017,Quemú Quemú,03178,100859,0,0,0,0,0,0,0,0
11,017,Quemú Quemú,03178,100860,0,0,0,0,0,0,0,0
11,017,Quemú Quemú,03179,066421,0,0,8,7,165,96,0,17
11,017,Quemú Quemú,03179,066422,0,0,7,5,164,89,0,26
11,017,Quemú Quemú,03180,066423,0,0,11,5,117,142,0,17
11,017,Quemú Quemú,03180,066424,0,0,15,5,120,139,0,10
11,017,Quemú Quemú,03180,066425,0,0,10,2,84,167,0,15
11,017,Quemú Quemú,03180,066426,0,0,13,6,99,143,0,15
11,017,Quemú Quemú,03180,066427,0,0,16,6,88,154,0,14
11,017,Quemú Quemú,03180,066428,0,0,10,4,108,147,0,15
11,017,Quemú Quemú,03180,066429,0,0,9,6,133,122,0,19
11,017,Quemú Quemú,03180,066430,0,0,14,5,110,139,0,18
11,017,Quemú Quemú,03180,066431,0,0,15,6,104,148,0,10
11,017,Quemú Quemú,03180,066432,0,0,14,5,103,142,0,20
11,017,Quemú Quemú,03181,066433,0,0,6,4,69,52,0,5
11,017,Quemú Quemú,03182,066434,0,0,1,1,12,17,0,4
11,017,Quemú Quemú,03183,066435,0,0,7,9,105,92,0,24
11,017,Quemú Quemú,03183,066436,0,0,5,13,96,105,0,17
11,018,Rancul,03184,066437,0,0,9,6,127,101,0,19
11,018,Rancul,03184,066438,0,0,10,1,85,146,0,22
11,018,Rancul,03184,066439,0,0,6,5,137,94,0,11
11,018,Rancul,03184,066440,0,0,9,6,149,73,0,7
11,018,Rancul,03184,066441,0,0,4,1,145,93,0,12
11,018,Rancul,03184,066442,0,0,11,4,158,90,0,10
11,018,Rancul,03185,066443,0,0,0,0,2,1,0,0
11,018,Rancul,03186,066444,0,0,0,2,157,88,0,11
11,018,Rancul,03186,066445,0,0,14,1,142,96,0,3
11,018,Rancul,03186,066446,0,0,13,1,153,74,0,9
11,018,Rancul,03186,066447,0,0,5,4,150,81,0,8
11,018,Rancul,03187,066448,0,0,4,3,136,142,0,17
11,018,Rancul,03187,066449,0,0,6,5,132,138,0,11
11,018,Rancul,03187,066450,0,0,9,2,143,116,0,12
11,018,Rancul,03187,066451,0,0,20,5,153,102,0,18
11,018,Rancul,03187,066452,0,0,8,0,113,130,0,13
11,018,Rancul,03187,066453,0,0,7,4,154,122,0,16
11,018,Rancul,03188,066454,0,0,7,9,84,73,0,12
11,018,Rancul,03189,066455,0,0,13,0,59,91,0,13
11,018,Rancul,03189,066456,0,0,15,1,72,84,0,7
11,018,Rancul,03190,066457,0,0,9,3,122,95,0,9
11,018,Rancul,03190,066458,0,0,4,2,134,104,0,10
11,018,Rancul,03190,066459,0,0,3,5,131,99,0,16
11,018,Rancul,03190,066460,0,0,8,4,131,107,0,7
11,018,Rancul,03190,066461,0,0,8,3,137,105,0,10
11,018,Rancul,03190,066462,0,0,7,3,152,96,0,14
11,018,Rancul,03190,066463,0,0,5,1,154,92,0,16
11,018,Rancul,03190,066464,0,0,15,2,117,102,0,17
11,018,Rancul,03190,066465,0,0,8,11,147,78,0,7
11,018,Rancul,03190,066466,0,0,11,4,140,111,0,15
11,019,Realicó,03191,066467,0,0,8,3,122,102,0,16
11,019,Realicó,03192,066468,0,0,10,3,126,120,0,24
11,019,Realicó,03192,066469,0,0,11,2,91,140,0,24
11,019,Realicó,03192,066470,0,0,12,2,95,156,0,18
11,019,Realicó,03192,066471,0,0,13,7,74,149,0,22
11,019,Realicó,03193,066472,0,0,11,2,98,103,0,20
11,019,Realicó,03194,066473,0,0,13,4,98,122,0,19
11,019,Realicó,03194,066474,0,0,24,2,91,112,0,17
11,019,Realicó,03194,066475,0,0,17,6,93,103,0,32
11,019,Realicó,03194,066476,0,0,21,4,103,115,0,16
11,019,Realicó,03195,066477,0,0,7,0,86,70,0,7
11,019,Realicó,03196,066478,0,0,9,7,122,109,0,14
11,019,Realicó,03196,066479,0,0,9,5,85,140,0,0
11,019,Realicó,03196,066480,0,0,5,4,109,137,0,12
11,019,Realicó,03196,066481,0,0,6,5,108,135,0,12
11,019,Realicó,03196,066482,0,0,20,2,130,95,0,15
11,019,Realicó,03196,066483,0,0,9,3,128,121,0,14
11,019,Realicó,03196,066484,0,0,8,2,133,114,0,14
11,019,Realicó,03196,066485,0,0,8,3,125,114,0,14
11,019,Realicó,03196,066486,0,0,14,2,147,99,0,15
11,019,Realicó,03196,066487,0,0,2,5,143,111,0,13
11,019,Realicó,03196,066488,0,0,5,2,118,107,0,19
11,019,Realicó,03196,066489,0,0,2,4,116,124,0,12
11,019,Realicó,03196,066490,0,0,13,2,144,98,0,15
11,019,Realicó,03197,066491,0,0,6,2,137,124,0,17
11,019,Realicó,03197,066492,0,0,13,9,150,106,0,12
11,019,Realicó,03197,066493,0,0,8,5,108,155,0,9
11,019,Realicó,03197,066494,0,0,10,3,146,117,0,10
11,019,Realicó,03197,066495,0,0,12,4,141,122,0,12
11,019,Realicó,03197,066496,0,0,11,6,114,135,0,13
11,019,Realicó,03197,066497,0,0,9,7,111,129,0,12
11,019,Realicó,03197,066498,0,0,5,2,112,152,0,15
11,019,Realicó,03197,066499,0,0,15,2,152,95,0,12
11,019,Realicó,03197,066500,0,0,9,1,135,106,0,18
11,019,Realicó,03197,066501,0,0,15,4,149,91,0,12
11,019,Realicó,03197,066502,0,0,11,5,124,111,0,23
11,019,Realicó,03197,066503,0,0,11,1,117,124,0,19
11,019,Realicó,03197,066504,0,0,8,7,164,92,0,13
11,019,Realicó,03197,066505,0,0,6,3,126,117,0,16
11,019,Realicó,03197,066506,0,0,8,6,125,133,0,13
11,019,Realicó,03197,066507,0,0,16,7,113,124,0,11
11,019,Realicó,03197,066508,0,0,9,4,145,116,0,15
11,019,Realicó,03197,066509,0,0,11,1,138,116,0,9
11,019,Realicó,03197,066510,0,0,14,6,114,113,0,15
11,020,Toay,03198,066511,0,0,0,0,1,0,0,0
11,020,Toay,03199,066512,0,0,0,0,2,2,0,0
11,020,Toay,03200,066513,0,0,0,0,2,1,0,0
11,020,Toay,03201,066514,0,0,0,11,173,67,0,15
11,020,Toay,03201,066515,0,0,6,9,148,96,0,16
11,020,Toay,03201,066516,0,0,5,6,156,93,0,17
11,020,Toay,03201,066517,0,0,9,5,112,113,0,18
11,020,Toay,03201,066518,0,0,10,4,126,124,0,24
11,020,Toay,03201,066519,0,0,0,8,134,114,0,12
11,020,Toay,03201,066520,0,0,6,5,174,60,0,19
11,020,Toay,03201,066521,0,0,9,8,146,89,0,17
11,020,Toay,03201,066522,0,0,11,5,133,98,0,17
11,020,Toay,03201,066523,0,0,7,4,156,79,0,19
11,020,Toay,03201,066524,0,0,12,4,138,108,0,11
11,020,Toay,03201,066525,0,0,16,3,135,96,0,15
11,020,Toay,03201,066526,0,0,5,14,156,89,0,22
11,020,Toay,03201,066527,0,0,10,5,158,87,0,16
11,020,Toay,03201,066528,0,0,10,5,136,91,0,23
11,020,Toay,03201,066529,0,0,7,6,163,83,0,13
11,020,Toay,03201,066530,0,0,14,8,156,71,0,17
11,020,Toay,03201,066531,0,0,7,9,147,89,0,18
11,020,Toay,03201,066532,0,0,16,5,150,92,0,17
11,020,Toay,03201,066533,0,0,9,5,151,93,0,21
11,020,Toay,03201,066534,0,0,8,5,139,96,0,13
11,020,Toay,03201,066535,0,0,11,10,163,86,0,12
11,020,Toay,03201,066536,0,0,12,7,119,122,0,13
11,020,Toay,03201,066537,0,0,12,7,154,78,0,17
11,020,Toay,03201,066538,0,0,6,9,143,112,0,22
11,020,Toay,03201,066539,0,0,11,8,153,75,0,17
11,020,Toay,03201,066540,0,0,0,7,160,78,0,16
11,020,Toay,03201,066541,0,0,15,5,160,74,0,16
11,020,Toay,03201,066542,0,0,7,7,145,98,0,24
11,020,Toay,03201,066543,0,0,4,6,135,85,0,16
11,020,Toay,03201,066544,0,0,8,7,144,115,0,10
11,020,Toay,03201,066545,0,0,10,2,161,80,0,15
11,020,Toay,03201,066546,0,0,14,4,135,108,0,12
11,020,Toay,03201,066547,0,0,12,8,114,125,0,16
11,020,Toay,03201,066548,0,0,8,5,136,93,0,8
11,020,Toay,03201,066549,0,0,4,11,162,78,0,12
11,020,Toay,03201,066550,0,0,0,3,142,91,0,15
11,020,Toay,03201,066551,0,0,12,3,157,87,0,13
11,020,Toay,03201,066552,0,0,14,12,133,122,0,16
11,021,Trenel,03202,066553,0,0,27,5,143,83,0,13
11,021,Trenel,03202,066554,0,0,14,4,117,127,0,11
11,021,Trenel,03202,066555,0,0,13,6,134,109,0,11
11,021,Trenel,03203,066556,0,0,11,4,108,70,0,20
11,021,Trenel,03203,066557,0,0,10,4,108,89,0,23
11,021,Trenel,03204,066558,0,0,15,1,157,93,0,11
11,021,Trenel,03204,066559,0,0,13,2,166,95,0,11
11,021,Trenel,03204,066560,0,0,10,3,144,82,0,16
11,021,Trenel,03204,066561,0,0,10,0,153,77,0,13
11,021,Trenel,03204,066562,0,0,1,3,167,72,0,15
11,021,Trenel,03204,066563,0,0,12,3,169,83,0,9
11,021,Trenel,03204,066564,0,0,3,0,141,89,0,17
11,021,Trenel,03204,066565,0,0,3,5,142,103,0,10
11,021,Trenel,03204,066566,0,0,14,5,173,62,0,12
11,021,Trenel,03204,066567,0,0,9,1,148,90,0,17
11,022,Utracán,03205,066568,0,0,8,4,104,68,0,11
11,022,Utracán,03205,066569,0,0,9,5,96,91,0,16
11,022,Utracán,03205,066570,0,0,11,7,100,70,0,15
11,022,Utracán,03206,066571,0,0,14,2,99,161,0,9
11,022,Utracán,03207,066572,0,0,13,1,123,73,0,14
11,022,Utracán,03208,066573,0,0,0,7,136,88,0,22
11,022,Utracán,03208,066574,0,0,20,9,94,114,0,26
11,022,Utracán,03208,066575,0,0,17,6,86,127,0,23
11,022,Utracán,03208,066576,0,0,19,5,111,125,0,12
11,022,Utracán,03208,066577,0,0,23,6,122,112,0,14
11,022,Utracán,03208,066578,0,0,20,5,107,131,0,18
11,022,Utracán,03208,066579,0,0,0,3,129,106,0,19
11,022,Utracán,03208,066580,0,0,0,5,125,108,0,11
11,022,Utracán,03208,066581,0,0,16,9,115,118,0,13
11,022,Utracán,03208,066582,0,0,1,8,102,132,0,11
11,022,Utracán,03208,066583,0,0,12,5,91,138,0,23
11,022,Utracán,03208,066584,0,0,7,5,112,110,0,18
11,022,Utracán,03208,066585,0,0,0,3,140,108,0,17
11,022,Utracán,03208,066586,0,0,11,4,124,115,0,21
11,022,Utracán,03208,066587,0,0,9,7,136,94,0,15
11,022,Utracán,03208,066588,0,0,10,7,102,140,0,17
11,022,Utracán,03208,066589,0,0,20,5,118,114,0,17
11,022,Utracán,03208,066590,0,0,5,7,121,115,0,19
11,022,Utracán,03208,066591,0,0,10,7,103,127,0,21
11,022,Utracán,03208,066592,0,0,9,5,169,86,0,15
11,022,Utracán,03208,066593,0,0,16,12,113,119,0,11
11,022,Utracán,03208,066594,0,0,14,12,122,105,0,21
11,022,Utracán,03208,066595,0,0,5,5,103,134,0,25
11,022,Utracán,03208,066596,0,0,15,5,90,114,0,17
11,022,Utracán,03208,066597,0,0,22,7,137,112,0,18
11,022,Utracán,03208,066598,0,0,6,9,126,110,0,13
11,022,Utracán,03208,066599,0,0,20,5,126,96,0,12
11,022,Utracán,03208,066600,0,0,21,8,99,144,0,15
11,022,Utracán,03208,066601,0,0,11,5,101,125,0,24
11,022,Utracán,03208,066602,0,0,11,5,122,112,0,20
11,022,Utracán,03208,066603,0,0,9,0,126,104,0,22
11,022,Utracán,03208,100861,0,0,0,0,0,0,0,0
11,022,Utracán,03208,100862,0,0,0,0,0,0,0,0
11,022,Utracán,03208,100863,0,0,0,0,0,0,0,0
11,022,Utracán,03209,066604,0,0,7,5,104,78,0,13
11,022,Utracán,03209,066605,0,0,7,1,96,93,0,10
11,022,Utracán,03210,066606,0,0,7,1,36,47,0,7
