codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01022,01023,01027,01028,01024,01026,01025,01021
07,001,RAWSON,2361,59486,0,0,29,142,5,12,2,11,34,6,6
07,002,BIEDMA,2371,59663,0,0,0,142,13,6,7,13,13,10,13
07,002,BIEDMA,2371,59672,0,0,22,142,15,5,6,18,16,7,20
07,002,BIEDMA,2371,59673,0,0,29,142,13,6,4,6,23,2,30
07,015,ESCALANTE,2441,60142,0,0,37,142,33,17,7,16,7,11,11
07,015,ESCALANTE,2450,60337,0,0,31,142,18,10,7,2,8,5,11
07,015,ESCALANTE,2455,60461,0,0,47,142,14,17,3,4,9,0,10
07,001,RAWSON,2361,59485,0,0,38,141,8,7,3,6,26,10,7
07,002,BIEDMA,2371,59661,0,0,0,141,22,1,4,7,17,4,16
07,002,BIEDMA,2371,59679,0,0,23,141,14,5,8,21,15,7,13
07,002,BIEDMA,2374,59733,0,0,30,141,16,4,7,20,12,7,14
07,002,BIEDMA,2374,59740,0,0,0,141,18,0,5,11,17,1,13
07,005,CUSHAMEN,2379,59755,0,0,43,141,10,4,7,13,5,3,14
07,015,ESCALANTE,2451,60347,0,0,43,141,40,12,5,0,11,13,10
07,001,RAWSON,2348,59352,0,0,34,140,10,8,4,7,26,5,21
07,001,RAWSON,2361,59488,0,0,29,140,6,7,7,2,37,5,8
07,002,BIEDMA,2371,59655,0,0,1,140,27,1,4,17,13,10,18
07,002,BIEDMA,2371,59659,0,0,27,140,14,3,2,14,14,9,13
07,002,BIEDMA,2371,59681,0,0,26,140,10,1,3,8,22,8,18
07,002,BIEDMA,2374,59741,0,0,33,140,18,4,3,17,15,7,16
07,015,ESCALANTE,2439,60129,0,0,38,140,7,14,5,25,11,4,0
07,015,ESCALANTE,2439,60132,0,0,34,140,25,16,2,11,8,7,6
07,015,ESCALANTE,2441,60162,0,0,75,140,0,11,9,0,11,8,14
07,015,ESCALANTE,2450,60331,0,0,28,140,30,13,4,11,7,8,9
07,015,ESCALANTE,2451,60354,0,0,16,140,36,12,11,10,15,7,10
07,015,ESCALANTE,2455,60449,0,0,29,140,13,14,6,4,16,6,12
07,015,ESCALANTE,2455,60464,0,0,40,140,24,18,40,6,16,9,6
07,015,ESCALANTE,2455,60466,0,0,39,140,15,17,11,8,16,6,6
07,001,RAWSON,2348,59356,0,0,7,139,15,10,2,11,40,16,13
07,001,RAWSON,2361,59487,0,0,69,139,9,3,5,2,27,11,11
07,002,BIEDMA,2374,59732,0,0,31,139,12,5,4,7,28,7,16
07,002,BIEDMA,2374,59734,0,0,44,139,27,2,4,9,21,10,16
07,015,ESCALANTE,2448,60292,0,0,4,139,34,17,5,11,16,0,25
07,015,ESCALANTE,2449,60306,0,0,43,139,25,8,2,12,10,11,14
07,015,ESCALANTE,2451,60341,0,0,44,139,24,8,8,5,15,6,11
07,015,ESCALANTE,2451,60342,0,0,37,139,40,5,12,0,11,9,14
07,015,ESCALANTE,2451,60386,0,0,2,139,33,11,0,5,15,5,7
07,001,RAWSON,2361,59473,0,0,0,138,11,10,5,5,28,11,13
07,002,BIEDMA,2374,59712,0,0,28,138,22,4,4,21,15,10,19
07,002,BIEDMA,2374,59720,0,0,34,138,10,5,5,16,22,5,18
07,002,BIEDMA,2374,59727,0,0,0,138,22,2,5,10,24,9,17
07,002,BIEDMA,2374,59737,0,0,0,138,11,6,4,19,26,8,13
07,015,ESCALANTE,2449,60316,0,0,40,138,18,18,2,11,5,6,11
07,015,ESCALANTE,2449,60319,0,0,51,138,17,13,6,3,9,7,11
07,015,ESCALANTE,2450,60326,0,0,79,138,0,10,8,6,11,8,3
07,002,BIEDMA,2369,59579,0,0,37,137,32,5,5,12,14,14,22
07,002,BIEDMA,2371,59684,0,0,31,137,10,4,5,17,8,12,18
07,002,BIEDMA,2374,59722,0,0,45,137,20,3,3,4,19,4,18
07,002,BIEDMA,2374,59725,0,0,37,137,17,0,2,7,26,12,15
07,006,FUTALEUFÚ,2390,59853,0,0,50,137,19,7,4,10,6,11,10
07,015,ESCALANTE,2450,60335,0,0,35,137,30,10,6,2,10,6,8
07,015,ESCALANTE,2451,60362,0,0,34,137,23,15,6,8,7,0,9
07,015,ESCALANTE,2451,60387,0,0,27,137,37,9,8,9,16,11,10
07,015,ESCALANTE,2455,60478,0,0,44,137,20,17,11,9,12,5,7
07,002,BIEDMA,2371,59637,0,0,23,136,10,1,6,7,19,14,17
07,002,BIEDMA,2371,59664,0,0,32,136,30,3,4,9,23,1,11
07,002,BIEDMA,2371,59683,0,0,24,136,16,0,7,9,16,10,20
07,015,ESCALANTE,2455,60475,0,0,39,136,6,16,9,21,18,5,11
07,001,RAWSON,2361,59475,0,0,42,135,4,16,5,5,33,5,15
07,001,RAWSON,2361,59483,0,0,34,135,21,6,6,7,27,8,6
07,002,BIEDMA,2371,59639,0,0,27,135,10,0,3,10,32,9,8
07,002,BIEDMA,2371,59649,0,0,51,135,13,6,5,9,10,12,17
07,015,ESCALANTE,2441,60143,0,0,21,135,43,9,9,13,11,9,6
07,015,ESCALANTE,2449,60304,0,0,53,135,0,10,13,29,20,0,0
