codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01002,00999,01000,01001,01005,01004,00998,01003,00997,01006
05,002,GOYA,2049,55185,0,0,0,30,0,1,0,50,33,5,4,4,3
05,022,GENERAL ALVEAR,2185,56789,0,0,0,50,0,8,0,15,3,0,0,3,2
05,001,CAPITAL,2031,54342,0,0,0,49,0,3,0,34,46,3,2,8,3
05,001,CAPITAL,2035,54466,0,0,0,49,1,1,0,21,32,1,1,8,8
05,001,CAPITAL,2043,54895,0,0,1,0,4,8,0,49,47,2,12,6,5
05,005,ESQUINA,2073,55670,0,0,5,49,0,11,0,45,15,5,3,4,5
05,020,SAUCE,2175,56714,0,0,1,49,0,1,1,46,8,3,0,1,1
05,008,PASO DE LOS LIBRES,2093,55953,0,0,0,40,0,1,1,48,21,0,12,0,3
05,025,BERÓN DE ASTRADA,2199,56859,0,0,0,42,0,48,0,23,19,0,0,1,2
05,005,ESQUINA,2073,55666,0,0,1,46,0,7,0,38,25,0,1,5,5
05,008,PASO DE LOS LIBRES,2093,56016,0,0,0,0,6,1,1,46,26,2,8,8,4
05,016,SAN MARTÍN,2148,56511,0,0,0,26,0,46,1,16,36,1,4,1,2
05,021,SAN COSME,2182,56767,0,0,0,33,0,30,0,46,22,1,8,4,0
05,001,CAPITAL,2031,54341,0,0,20,44,0,3,0,45,36,1,10,8,3
05,001,CAPITAL,2037,54548,0,0,18,3,0,5,2,45,28,3,16,20,9
05,005,ESQUINA,2073,55667,0,0,0,45,0,11,0,45,17,4,5,0,3
05,005,ESQUINA,2075,55679,0,0,3,0,2,21,1,45,0,0,0,2,2
05,007,SANTO TOMÉ,2086,55826,0,0,1,22,0,45,0,2,3,0,3,0,0
05,012,EMPEDRADO,2118,56311,0,0,0,45,1,13,0,33,8,3,0,5,1
05,019,ITUZAINGÓ,2162,56650,0,0,4,45,0,4,0,33,25,0,4,0,11
05,021,SAN COSME,2177,56728,0,0,0,43,0,6,0,45,25,2,0,5,3
05,005,ESQUINA,2073,55673,0,0,2,44,0,3,0,38,20,2,1,0,5
05,011,BELLA VISTA,2112,56200,0,0,4,14,0,6,0,44,29,5,4,4,6
05,018,MBURUCUYÁ,2159,56592,0,0,37,42,0,42,2,43,5,3,1,1,2
05,021,SAN COSME,2181,56765,0,0,18,0,1,2,0,33,12,43,3,5,7
05,006,LAVALLE,2078,55686,0,0,13,0,1,4,2,42,26,4,0,16,5
05,001,CAPITAL,2034,54433,0,0,5,41,0,2,0,39,31,0,7,4,2
05,001,CAPITAL,2035,54465,0,0,15,41,0,1,1,32,18,3,6,7,2
05,001,CAPITAL,2037,54539,0,0,23,14,1,2,1,37,41,1,23,9,4
05,003,CURUZÚ CUATIÁ,2058,55395,0,0,0,0,0,3,0,41,22,5,0,0,6
05,017,CONCEPCIÓN,2154,56554,0,0,5,0,1,3,41,38,2,0,0,0,4
05,021,SAN COSME,2181,56766,0,0,19,33,0,4,0,41,25,5,5,3,5
05,007,SANTO TOMÉ,2089,55843,0,0,12,15,0,5,0,29,40,8,9,6,6
05,016,SAN MARTÍN,2148,56512,0,0,3,16,0,40,0,28,29,1,0,0,10
05,001,CAPITAL,2034,54434,0,0,0,37,2,2,1,38,23,3,4,6,4
05,003,CURUZÚ CUATIÁ,2061,55470,0,0,1,38,0,11,0,25,1,1,0,0,1
05,001,CAPITAL,2030,54289,0,0,25,37,0,3,0,10,6,2,4,9,10
05,016,SAN MARTÍN,2143,56496,0,0,3,0,0,8,0,26,37,0,0,0,4
05,019,ITUZAINGÓ,2169,56687,0,0,1,16,0,6,0,37,3,1,3,0,3
05,022,GENERAL ALVEAR,2184,56775,0,0,13,0,0,15,0,36,18,6,7,1,12
05,017,CONCEPCIÓN,2155,56560,0,0,1,35,0,3,1,26,4,0,1,4,2
05,003,CURUZÚ CUATIÁ,2062,55472,0,0,0,34,0,8,0,33,2,0,1,2,2
05,004,MERCEDES,2070,55596,0,0,1,32,0,1,0,19,6,0,0,0,4
05,014,GENERAL PAZ,2137,56419,0,0,0,31,1,8,0,31,0,0,0,0,0
05,017,CONCEPCIÓN,2150,56525,0,0,3,31,0,3,1,16,1,1,1,0,0
05,001,CAPITAL,2041,54699,0,0,23,0,4,21,3,0,30,0,13,12,4
05,002,GOYA,2055,55305,0,0,1,13,0,0,0,28,0,5,0,10,7
05,017,CONCEPCIÓN,2151,56526,0,0,0,28,0,3,4,9,9,0,1,0,0
05,019,ITUZAINGÓ,2164,56655,0,0,0,28,0,23,1,7,20,0,1,2,1
05,021,SAN COSME,2183,56769,0,0,0,28,1,0,0,11,0,1,1,1,4
05,005,ESQUINA,2073,55674,0,0,1,27,0,6,0,23,22,1,0,3,2
05,018,MBURUCUYÁ,2160,56594,0,0,1,26,0,12,0,17,2,0,1,0,2
05,009,MONTE CASEROS,2102,56112,0,0,1,24,0,0,0,2,1,0,0,2,2
05,007,SANTO TOMÉ,2092,55915,0,0,0,2,0,20,0,4,1,0,1,0,0
05,007,SANTO TOMÉ,2090,55913,0,0,0,12,0,18,0,2,1,0,0,0,1
05,017,CONCEPCIÓN,2152,56527,0,0,0,8,0,0,1,1,4,0,0,0,0
05,020,SAUCE,2174,56713,0,0,1,6,0,0,0,1,1,0,0,0,0
05,016,SAN MARTÍN,2146,56503,0,0,0,5,0,1,0,4,2,0,0,1,0
05,019,ITUZAINGÓ,2165,56656,0,0,0,0,0,3,0,0,0,0,0,0,2
05,001,CAPITAL,2032,54344,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2032,54346,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2038,54592,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2041,54732,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2041,54744,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2042,54861,0,0,0,0,0,0,0,0,0,0,0,0,0
05,001,CAPITAL,2045,55061,0,0,0,0,0,0,0,0,0,0,0,0,0
05,002,GOYA,2049,55163,0,0,0,0,0,0,0,0,0,0,0,0,0
05,002,GOYA,2053,55213,0,0,0,0,0,0,0,0,0,0,0,0,0
05,002,GOYA,2054,55253,0,0,0,0,0,0,0,0,0,0,0,0,0
05,002,GOYA,2056,55339,0,0,0,0,0,0,0,0,0,0,0,0,0
05,003,CURUZÚ CUATIÁ,2058,55406,0,0,0,0,0,0,0,0,0,0,0,0,0
05,004,MERCEDES,2065,55570,0,0,0,0,0,0,0,0,0,0,0,0,0
05,005,ESQUINA,2071,55606,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,SANTO TOMÉ,2084,55791,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,SANTO TOMÉ,2084,55795,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,SANTO TOMÉ,2089,55892,0,0,0,0,0,0,0,0,0,0,0,0,0
05,007,SANTO TOMÉ,2091,55914,0,0,0,0,0,0,0,0,0,0,0,0,0
05,009,MONTE CASEROS,2104,56132,0,0,0,0,0,0,0,0,0,0,0,0,0
05,011,BELLA VISTA,2112,56203,0,0,0,0,0,0,0,0,0,0,0,0,0
05,011,BELLA VISTA,2112,56247,0,0,0,0,0,0,0,0,0,0,0,0,0
05,011,BELLA VISTA,2112,56263,0,0,0,0,0,0,0,0,0,0,0,0,0
05,013,SAN ROQUE,2123,56347,0,0,0,0,0,0,0,0,0,0,0,0,0
05,015,SALADAS,2139,56453,0,0,0,0,0,0,0,0,0,0,0,0,0
05,015,SALADAS,2142,56476,0,0,0,0,0,0,0,0,0,0,0,0,0
05,018,MBURUCUYÁ,2159,56593,0,0,0,0,0,0,0,0,0,0,0,0,0
05,024,ITATÍ,2193,56832,0,0,0,0,0,0,0,0,0,0,0,0,0
