codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01002,00999,01000,01001,01005,01004,00998,01003,00997,01006
05,025,BERÓN DE ASTRADA,2197,56854,0,0,3,58,0,28,0,80,46,0,0,1,8
05,001,CAPITAL,2030,54296,0,0,20,45,0,3,0,79,78,1,8,9,7
05,001,CAPITAL,2030,54302,0,0,2,40,1,6,0,79,73,5,10,16,12
05,001,CAPITAL,2030,54303,0,0,25,35,1,2,0,79,66,5,11,12,8
05,001,CAPITAL,2030,54305,0,0,27,23,1,1,0,79,71,2,11,11,18
05,001,CAPITAL,2031,54316,0,0,0,51,1,2,3,79,40,5,19,15,7
05,001,CAPITAL,2031,54319,0,0,25,64,1,9,0,46,79,6,17,9,1
05,001,CAPITAL,2033,54367,0,0,0,39,2,7,0,79,73,7,6,10,7
05,001,CAPITAL,2033,54372,0,0,26,44,1,0,0,79,72,7,8,2,6
05,001,CAPITAL,2034,54389,0,0,27,79,0,4,0,62,45,1,16,10,12
05,001,CAPITAL,2035,54435,0,0,35,79,0,3,0,52,10,0,5,0,7
05,001,CAPITAL,2035,54445,0,0,43,79,3,8,0,38,47,0,11,15,10
05,001,CAPITAL,2035,54446,0,0,4,79,0,9,0,69,39,3,5,5,16
05,001,CAPITAL,2035,54461,0,0,26,79,0,0,0,61,39,4,9,12,11
05,001,CAPITAL,2036,54497,0,0,29,79,3,6,0,33,60,4,12,16,5
05,001,CAPITAL,2036,54500,0,0,30,79,2,2,0,50,55,7,9,8,8
05,001,CAPITAL,2036,54501,0,0,38,79,2,2,0,54,40,6,17,10,17
05,001,CAPITAL,2036,54505,0,0,49,79,1,0,0,73,37,6,14,9,6
05,001,CAPITAL,2037,54524,0,0,24,79,1,4,3,45,54,8,9,12,9
05,001,CAPITAL,2040,54684,0,0,4,61,0,1,3,28,79,3,5,5,8
05,001,CAPITAL,2042,54796,0,0,0,79,1,4,0,61,52,9,12,3,3
05,001,CAPITAL,2042,54866,0,0,9,79,1,2,1,36,40,5,15,8,16
05,001,CAPITAL,2043,54888,0,0,32,79,0,3,0,62,37,2,14,14,9
05,001,CAPITAL,2046,55123,0,0,7,79,2,6,0,46,42,10,18,9,8
05,002,GOYA,2050,55191,0,0,0,79,6,6,0,20,11,2,0,5,1
05,007,SANTO TOMÉ,2084,55787,0,0,15,79,0,53,1,70,36,2,1,5,14
05,009,MONTE CASEROS,2099,56061,0,0,24,79,0,3,1,73,22,9,3,0,12
05,012,EMPEDRADO,2120,56316,0,0,2,79,0,17,0,47,16,3,2,7,3
05,001,CAPITAL,2031,54311,0,0,24,65,1,2,0,78,68,8,12,3,5
05,001,CAPITAL,2043,54921,0,0,1,78,0,5,0,46,57,7,14,13,6
05,001,CAPITAL,2043,54945,0,0,2,78,0,2,0,44,46,12,14,10,8
05,001,CAPITAL,2043,54960,0,0,30,78,0,6,0,70,35,2,18,15,5
05,001,CAPITAL,2043,54962,0,0,1,78,0,7,0,56,51,3,14,13,6
05,001,CAPITAL,2043,54973,0,0,28,78,1,3,0,68,48,5,15,9,6
05,009,MONTE CASEROS,2103,56116,0,0,1,78,0,5,1,33,4,3,1,1,4
05,014,GENERAL PAZ,2129,56379,0,0,1,78,0,28,0,64,27,4,0,8,5
05,021,SAN COSME,2181,56758,0,0,29,78,1,21,0,62,44,0,4,7,5
05,001,CAPITAL,2030,54291,0,0,2,48,0,2,0,77,64,1,9,3,11
05,001,CAPITAL,2033,54360,0,0,29,26,1,2,1,77,75,3,5,13,8
05,001,CAPITAL,2036,54467,0,0,0,77,1,4,0,43,57,8,14,21,10
05,001,CAPITAL,2036,54486,0,0,20,77,3,2,0,47,49,11,7,15,9
05,001,CAPITAL,2036,54506,0,0,5,77,1,0,0,49,40,0,20,18,7
05,001,CAPITAL,2040,54673,0,0,6,77,0,17,0,36,68,2,7,4,2
05,001,CAPITAL,2043,54903,0,0,1,77,1,1,0,75,48,5,17,6,8
05,001,CAPITAL,2043,54937,0,0,0,77,1,3,0,51,65,4,15,5,10
05,001,CAPITAL,2043,54940,0,0,2,77,0,7,0,71,49,14,7,0,13
05,001,CAPITAL,2043,54965,0,0,35,77,1,1,0,67,37,1,19,18,3
05,001,CAPITAL,2043,54968,0,0,0,77,1,7,0,60,54,4,12,3,9
05,001,CAPITAL,2044,54984,0,0,0,77,0,3,0,44,26,3,8,19,7
05,001,CAPITAL,2044,55051,0,0,13,77,0,4,0,28,27,1,5,8,4
05,001,CAPITAL,2046,55136,0,0,31,77,0,4,0,57,55,2,15,12,8
05,003,CURUZÚ CUATIÁ,2058,55461,0,0,0,77,0,4,0,67,33,7,5,2,5
05,004,MERCEDES,2064,55528,0,0,2,49,0,0,0,77,14,3,4,7,7
05,004,MERCEDES,2069,55594,0,0,1,77,0,0,0,22,3,1,0,0,2
05,007,SANTO TOMÉ,2084,55782,0,0,7,77,0,36,1,55,38,4,2,6,9
05,007,SANTO TOMÉ,2084,55804,0,0,23,77,0,29,0,70,25,0,6,11,19
05,016,SAN MARTÍN,2143,56480,0,0,23,77,0,20,0,75,25,3,2,6,3
05,019,ITUZAINGÓ,2167,56663,0,0,29,60,0,38,1,77,13,1,4,11,1
05,021,SAN COSME,2178,56740,0,0,1,77,3,2,0,41,38,1,5,7,1
05,021,SAN COSME,2181,56753,0,0,0,77,2,14,0,52,39,4,0,4,5
05,025,BERÓN DE ASTRADA,2197,56855,0,0,1,40,0,37,1,77,39,9,3,0,2
05,001,CAPITAL,2031,54325,0,0,26,76,3,5,0,51,45,6,7,6,10
05,001,CAPITAL,2032,54358,0,0,23,27,2,4,0,76,62,3,5,9,9
05,001,CAPITAL,2034,54383,0,0,26,76,0,4,0,53,56,8,17,10,8
05,001,CAPITAL,2034,54412,0,0,0,76,2,5,0,69,47,5,14,7,5
05,001,CAPITAL,2035,54437,0,0,31,76,3,4,0,47,60,3,6,8,5
05,001,CAPITAL,2035,54443,0,0,2,76,4,4,0,69,40,0,9,11,3
05,001,CAPITAL,2035,54450,0,0,42,76,0,8,0,48,54,6,5,6,3
05,001,CAPITAL,2040,54674,0,0,0,56,0,6,0,36,76,4,8,4,7
05,001,CAPITAL,2040,54691,0,0,0,67,0,2,1,35,76,5,6,7,7
05,001,CAPITAL,2040,54693,0,0,0,61,1,3,1,26,76,6,9,7,9
05,001,CAPITAL,2043,54942,0,0,32,76,1,4,0,59,45,5,10,10,14
05,007,SANTO TOMÉ,2084,55813,0,0,0,65,0,25,1,76,28,4,1,14,8
05,019,ITUZAINGÓ,2161,56614,0,0,3,76,1,16,0,66,39,7,8,11,6
05,020,SAUCE,2172,56710,0,0,0,76,0,3,0,31,11,0,0,0,2
05,020,SAUCE,2173,56712,0,0,1,76,0,2,0,32,4,0,0,0,4
05,021,SAN COSME,2178,56735,0,0,4,76,2,7,2,59,74,0,12,9,8
05,024,ITATÍ,2193,56824,0,0,1,76,0,8,9,68,32,0,4,7,12
05,001,CAPITAL,2030,54280,0,0,7,36,0,4,0,75,71,6,8,11,5
05,001,CAPITAL,2033,54380,0,0,29,37,0,0,0,75,66,3,7,9,11
05,001,CAPITAL,2034,54395,0,0,39,75,1,4,0,42,60,0,18,6,7
05,001,CAPITAL,2034,54432,0,0,0,75,0,4,0,69,39,1,13,14,7
05,001,CAPITAL,2035,54457,0,0,3,75,1,4,0,57,41,9,19,17,17
05,001,CAPITAL,2036,54481,0,0,2,75,3,3,1,45,64,4,8,16,5
05,001,CAPITAL,2036,54509,0,0,21,75,0,6,0,66,53,9,20,14,5
05,001,CAPITAL,2040,54689,0,0,0,75,0,12,2,30,72,5,3,9,3
05,001,CAPITAL,2040,54692,0,0,0,75,2,0,0,41,63,4,4,10,7
05,001,CAPITAL,2042,54783,0,0,2,75,0,8,0,61,49,6,12,10,7
05,001,CAPITAL,2042,54809,0,0,4,75,3,5,0,44,61,10,0,11,9
05,001,CAPITAL,2042,54885,0,0,0,75,2,7,0,51,54,8,13,9,13
05,001,CAPITAL,2043,54927,0,0,0,75,1,2,0,70,47,6,0,11,7
05,001,CAPITAL,2043,54943,0,0,0,75,1,9,0,47,42,9,14,6,9
05,001,CAPITAL,2043,54961,0,0,34,75,2,2,0,65,41,5,10,19,7
05,001,CAPITAL,2043,54979,0,0,30,75,0,7,0,57,49,0,9,17,7
05,001,CAPITAL,2046,55097,0,0,3,75,0,5,2,42,50,4,13,10,50
05,002,GOYA,2049,55155,0,0,0,74,1,1,0,75,48,8,5,8,7
05,002,GOYA,2057,55373,0,0,2,75,0,1,0,39,16,2,3,6,0
05,007,SANTO TOMÉ,2084,55811,0,0,19,75,0,26,0,70,35,1,5,12,8
05,007,SANTO TOMÉ,2084,55817,0,0,0,75,0,36,1,56,30,1,0,6,9
05,008,PASO DE LOS LIBRES,2097,56027,0,0,1,75,1,6,0,18,10,0,2,0,2
05,019,ITUZAINGÓ,2161,56607,0,0,0,0,0,18,0,75,38,4,10,0,7
05,019,ITUZAINGÓ,2161,56620,0,0,3,56,0,12,0,75,34,7,13,5,12
05,019,ITUZAINGÓ,2167,56664,0,0,5,61,0,17,1,75,7,5,7,3,13
05,019,ITUZAINGÓ,2167,56665,0,0,2,75,1,24,1,65,26,0,4,3,5
05,021,SAN COSME,2181,56756,0,0,0,75,3,12,0,56,41,4,4,13,7
05,001,CAPITAL,2033,54373,0,0,3,47,2,2,0,74,70,8,19,8,9
05,001,CAPITAL,2034,54413,0,0,32,74,3,2,0,56,57,10,18,5,4
05,001,CAPITAL,2036,54478,0,0,0,65,1,3,0,74,50,1,14,12,3
05,001,CAPITAL,2036,54491,0,0,22,53,0,7,0,55,74,9,6,20,4
05,001,CAPITAL,2036,54492,0,0,26,74,0,3,0,50,48,9,11,17,5
05,001,CAPITAL,2036,54496,0,0,34,74,0,2,0,64,37,7,16,9,16
05,001,CAPITAL,2036,54499,0,0,34,74,0,2,2,72,60,4,23,14,15
05,001,CAPITAL,2040,54671,0,0,2,59,3,7,1,25,74,8,5,6,13
05,001,CAPITAL,2043,54898,0,0,1,74,1,8,0,53,49,5,20,16,7
05,001,CAPITAL,2047,55141,0,0,57,74,1,8,0,30,74,7,8,8,0
05,005,ESQUINA,2073,55672,0,0,22,45,1,12,0,74,10,1,1,2,11
05,008,PASO DE LOS LIBRES,2095,56022,0,0,4,74,0,1,1,43,13,1,1,1,3
05,012,EMPEDRADO,2118,56312,0,0,0,74,1,27,0,19,5,4,3,0,0
05,019,ITUZAINGÓ,2161,56628,0,0,22,74,1,18,0,67,41,6,5,10,16
05,019,ITUZAINGÓ,2161,56649,0,0,22,74,0,4,0,44,24,4,3,4,4
05,019,ITUZAINGÓ,2167,56673,0,0,0,74,0,26,0,55,15,0,3,8,3
05,001,CAPITAL,2031,54309,0,0,5,55,0,5,1,52,73,6,8,9,5
05,001,CAPITAL,2031,54336,0,0,1,73,1,4,0,47,56,7,1,8,11
05,001,CAPITAL,2034,54429,0,0,19,73,1,7,0,43,62,4,12,13,13
05,001,CAPITAL,2036,54468,0,0,39,73,0,1,1,62,40,4,6,14,15
05,001,CAPITAL,2036,54477,0,0,43,73,0,5,4,56,46,9,0,9,2
05,001,CAPITAL,2036,54482,0,0,0,73,1,3,0,51,55,2,13,13,11
05,001,CAPITAL,2042,54862,0,0,27,73,1,5,1,46,46,6,12,11,4
05,001,CAPITAL,2043,54982,0,0,26,73,1,0,0,58,49,3,12,12,3
05,007,SANTO TOMÉ,2084,55777,0,0,1,73,0,30,0,73,49,8,5,1,7
05,014,GENERAL PAZ,2129,56389,0,0,16,73,0,0,0,57,30,9,2,6,6
05,016,SAN MARTÍN,2147,56509,0,0,0,73,0,12,0,73,21,1,4,5,3
05,019,ITUZAINGÓ,2161,56644,0,0,0,71,0,12,0,73,18,0,19,11,6
05,021,SAN COSME,2181,56755,0,0,33,73,0,4,0,70,42,2,9,6,7
05,021,SAN COSME,2182,56768,0,0,0,73,0,27,0,32,27,4,0,1,2
05,024,ITATÍ,2193,56838,0,0,2,73,0,6,9,63,19,2,4,8,0
05,024,ITATÍ,2196,56850,0,0,0,73,0,3,8,31,3,3,0,0,3
05,001,CAPITAL,2031,54318,0,0,26,72,2,5,1,48,47,4,14,17,9
05,001,CAPITAL,2031,54323,0,0,4,52,1,8,0,47,72,6,22,13,8
05,001,CAPITAL,2034,54425,0,0,20,72,0,3,0,51,67,6,10,11,6
05,001,CAPITAL,2035,54458,0,0,1,0,0,4,0,72,37,0,8,16,11
05,001,CAPITAL,2036,54490,0,0,25,72,1,2,0,50,55,7,14,8,10
05,001,CAPITAL,2042,54817,0,0,36,72,2,2,0,45,48,7,8,16,3
05,001,CAPITAL,2043,54955,0,0,0,72,1,2,0,63,44,9,20,10,7
05,005,ESQUINA,2073,55664,0,0,3,72,0,9,0,47,12,0,4,5,7
05,007,SANTO TOMÉ,2084,55802,0,0,2,72,0,49,0,52,45,3,4,4,5
05,008,PASO DE LOS LIBRES,2093,56017,0,0,1,72,0,3,0,39,32,5,13,6,3
05,021,SAN COSME,2179,56742,0,0,0,72,1,3,0,54,12,0,8,3,4
05,001,CAPITAL,2030,54306,0,0,0,23,0,2,0,71,42,3,3,3,3
05,001,CAPITAL,2032,54355,0,0,2,35,0,6,0,71,59,5,9,14,10
05,001,CAPITAL,2033,54361,0,0,0,37,0,2,0,71,56,4,14,12,11
05,001,CAPITAL,2033,54366,0,0,29,44,0,1,0,70,71,8,6,7,7
05,001,CAPITAL,2035,54439,0,0,28,71,1,3,0,58,46,9,10,13,7
05,001,CAPITAL,2035,54447,0,0,0,71,0,10,0,52,55,2,7,11,4
05,001,CAPITAL,2035,54448,0,0,38,71,3,3,0,45,61,9,17,10,10
05,001,CAPITAL,2036,54480,0,0,36,62,0,1,0,71,64,4,10,9,13
05,001,CAPITAL,2036,54495,0,0,35,55,0,3,1,52,71,4,11,8,12
05,001,CAPITAL,2040,54676,0,0,30,41,0,6,0,31,71,4,10,8,6
05,001,CAPITAL,2040,54682,0,0,1,59,1,1,3,31,71,1,4,9,6
05,001,CAPITAL,2040,54685,0,0,5,71,1,2,1,38,0,0,0,7,0
05,001,CAPITAL,2040,54690,0,0,6,71,0,9,0,29,67,2,3,17,0
05,001,CAPITAL,2043,54909,0,0,37,71,3,3,0,61,46,4,21,11,1
05,001,CAPITAL,2043,54956,0,0,0,65,0,2,0,71,52,0,12,13,9
05,001,CAPITAL,2043,54970,0,0,27,69,1,5,0,71,60,3,0,11,13
05,008,PASO DE LOS LIBRES,2097,56028,0,0,0,71,1,8,0,26,5,3,1,1,1
05,022,GENERAL ALVEAR,2187,56792,0,0,5,44,0,6,0,71,3,0,1,1,1
05,024,ITATÍ,2194,56843,0,0,0,71,0,11,5,5,7,1,1,1,2
05,001,CAPITAL,2031,54322,0,0,25,70,3,8,0,52,56,3,16,4,9
05,001,CAPITAL,2033,54376,0,0,23,35,1,10,1,70,64,6,15,10,9
05,001,CAPITAL,2034,54398,0,0,39,70,1,6,0,48,56,9,12,15,1
05,001,CAPITAL,2034,54411,0,0,33,70,0,2,0,60,45,10,8,9,10
05,001,CAPITAL,2036,54479,0,0,0,70,0,1,0,48,51,8,10,14,8
05,001,CAPITAL,2040,54672,0,0,4,58,0,3,0,32,70,1,8,4,12
05,008,PASO DE LOS LIBRES,2094,56021,0,0,1,53,1,29,0,70,12,0,6,0,2
05,010,SAN LUIS DEL PALMAR,2109,56185,0,0,1,70,0,1,0,33,10,1,2,1,1
05,014,GENERAL PAZ,2131,56398,0,0,2,70,0,17,0,48,12,0,2,3,1
05,014,GENERAL PAZ,2133,56401,0,0,0,70,1,11,0,42,6,1,0,0,3
05,017,CONCEPCIÓN,2154,56558,0,0,0,70,0,2,36,36,18,2,4,5,5
05,019,ITUZAINGÓ,2167,56667,0,0,19,62,0,20,0,70,13,7,4,5,4
05,019,ITUZAINGÓ,2167,56669,0,0,0,60,1,24,1,70,25,2,2,4,5
05,019,ITUZAINGÓ,2167,56670,0,0,2,70,1,21,1,60,19,2,3,5,7
05,024,ITATÍ,2193,56831,0,0,23,70,0,16,10,63,25,0,8,7,8
05,001,CAPITAL,2031,54320,0,0,4,69,1,8,1,68,50,4,14,8,8
05,001,CAPITAL,2031,54333,0,0,2,63,7,4,0,59,69,10,8,6,5
05,001,CAPITAL,2032,54343,0,0,32,38,0,4,0,69,66,6,17,7,5
05,001,CAPITAL,2034,54394,0,0,28,54,1,4,0,69,51,3,9,11,13
05,001,CAPITAL,2034,54402,0,0,0,69,2,6,0,51,46,5,17,14,3
05,001,CAPITAL,2036,54471,0,0,33,69,0,0,0,55,61,9,15,17,8
05,001,CAPITAL,2036,54472,0,0,37,69,3,3,2,34,42,5,12,17,7
05,001,CAPITAL,2036,54475,0,0,3,49,1,4,1,69,51,3,13,14,7
05,001,CAPITAL,2036,54476,0,0,1,69,1,2,0,49,55,14,15,8,8
05,001,CAPITAL,2036,54483,0,0,5,69,2,2,0,64,38,0,13,18,7
05,001,CAPITAL,2043,54896,0,0,22,69,3,5,0,47,54,4,15,17,17
05,001,CAPITAL,2043,54910,0,0,26,66,1,3,0,69,62,3,15,9,8
05,001,CAPITAL,2043,54931,0,0,25,56,0,8,0,54,69,9,10,3,9
05,002,GOYA,2054,55267,0,0,0,69,1,5,0,46,35,0,2,11,1
05,006,LAVALLE,2081,55754,0,0,1,52,0,1,1,69,8,2,0,0,1
05,019,ITUZAINGÓ,2167,56671,0,0,0,69,0,22,0,59,17,3,8,7,5
05,021,SAN COSME,2176,56715,0,0,35,64,2,15,0,69,32,1,6,11,1
05,021,SAN COSME,2181,56746,0,0,3,69,0,9,0,62,54,1,4,8,7
05,022,GENERAL ALVEAR,2185,56788,0,0,0,69,0,9,0,7,5,0,0,0,1
05,001,CAPITAL,2031,54337,0,0,35,68,0,6,0,10,31,6,11,11,8
05,001,CAPITAL,2034,54391,0,0,24,68,0,6,0,59,56,12,18,0,6
05,001,CAPITAL,2034,54406,0,0,0,68,3,9,0,56,52,6,13,11,7
05,001,CAPITAL,2034,54418,0,0,31,68,3,8,1,67,40,1,13,7,2
05,001,CAPITAL,2040,54677,0,0,2,68,1,5,1,47,62,4,7,7,7
05,001,CAPITAL,2047,55142,0,0,29,68,0,4,0,25,41,3,8,12,6
05,015,SALADAS,2141,56473,0,0,0,68,0,3,0,40,8,2,3,6,6
05,019,ITUZAINGÓ,2168,56686,0,0,0,68,0,5,0,30,9,2,2,3,6
05,021,SAN COSME,2181,56757,0,0,31,68,3,23,1,46,47,2,8,4,9
05,021,SAN COSME,2181,56759,0,0,0,67,0,2,0,56,68,3,2,5,9
05,021,SAN COSME,2181,56764,0,0,26,68,2,11,0,61,42,2,5,8,12
05,024,ITATÍ,2196,56851,0,0,0,68,0,5,6,20,14,5,7,2,1
05,001,CAPITAL,2031,54317,0,0,25,67,1,3,0,61,55,6,0,17,4
05,001,CAPITAL,2031,54334,0,0,20,67,0,3,0,57,66,2,17,14,4
05,001,CAPITAL,2034,54417,0,0,32,67,7,3,0,60,53,7,17,12,6
05,001,CAPITAL,2036,54485,0,0,50,67,2,1,0,53,41,4,0,17,7
05,001,CAPITAL,2040,54679,0,0,6,67,0,5,1,44,62,5,6,4,10
05,001,CAPITAL,2040,54686,0,0,2,67,0,7,3,41,59,1,6,15,4
05,001,CAPITAL,2040,54687,0,0,0,67,2,4,1,30,66,5,7,12,11
05,001,CAPITAL,2042,54886,0,0,4,67,0,3,0,34,24,2,9,8,5
05,001,CAPITAL,2043,54893,0,0,3,66,3,2,0,67,41,5,15,6,3
05,001,CAPITAL,2043,54923,0,0,0,67,2,6,0,49,55,2,11,11,7
05,001,CAPITAL,2043,54925,0,0,3,66,0,4,1,67,38,12,14,10,10
05,001,CAPITAL,2043,54969,0,0,0,67,0,2,0,53,47,5,17,11,7
05,003,CURUZÚ CUATIÁ,2059,55466,0,0,1,67,0,2,0,15,5,1,3,1,2
05,007,SANTO TOMÉ,2084,55805,0,0,52,67,0,35,0,46,35,2,2,5,8
05,007,SANTO TOMÉ,2084,55820,0,0,12,67,0,15,0,39,29,3,6,10,9
05,010,SAN LUIS DEL PALMAR,2105,56171,0,0,13,67,0,4,1,38,15,2,3,4,1
05,018,MBURUCUYÁ,2159,56591,0,0,38,66,0,42,2,67,6,2,0,2,1
05,001,CAPITAL,2031,54332,0,0,0,66,1,1,0,51,55,5,12,14,13
05,001,CAPITAL,2034,54419,0,0,3,53,1,10,0,66,55,7,5,13,14
05,001,CAPITAL,2036,54469,0,0,0,66,0,3,0,48,56,2,20,13,4
05,001,CAPITAL,2045,55085,0,0,0,66,1,4,1,33,21,3,8,10,3
05,005,ESQUINA,2073,55659,0,0,21,66,4,8,1,49,12,0,5,2,5
05,007,SANTO TOMÉ,2085,55823,0,0,50,65,0,66,1,20,26,1,2,0,5
05,025,BERÓN DE ASTRADA,2198,56857,0,0,1,51,0,51,0,66,16,0,0,1,0
05,001,CAPITAL,2031,54310,0,0,4,65,3,4,0,59,53,3,13,8,7
05,001,CAPITAL,2031,54324,0,0,2,63,0,4,0,65,53,5,16,8,12
05,001,CAPITAL,2036,54503,0,0,26,65,1,8,3,54,36,4,12,15,18
05,001,CAPITAL,2042,54814,0,0,0,0,0,1,0,50,65,3,0,19,7
05,001,CAPITAL,2042,54847,0,0,23,65,1,10,0,59,52,9,19,7,7
05,004,MERCEDES,2064,55529,0,0,0,65,0,4,2,43,21,5,1,6,3
05,007,SANTO TOMÉ,2089,55876,0,0,0,65,0,4,0,50,23,4,15,6,23
05,010,SAN LUIS DEL PALMAR,2105,56172,0,0,0,65,0,9,0,28,13,6,1,0,4
05,021,SAN COSME,2177,56729,0,0,2,65,0,5,0,55,5,0,0,2,0
05,024,ITATÍ,2194,56844,0,0,0,65,0,10,12,13,11,2,0,1,2
05,001,CAPITAL,2031,54338,0,0,3,64,2,12,0,63,54,7,13,10,6
05,001,CAPITAL,2034,54392,0,0,21,58,2,6,0,64,57,13,17,0,4
05,001,CAPITAL,2036,54470,0,0,1,64,0,2,3,43,62,4,15,7,15
05,001,CAPITAL,2036,54508,0,0,0,64,0,4,1,55,42,9,20,12,2
05,001,CAPITAL,2036,54513,0,0,14,56,4,1,0,64,53,3,7,12,5
05,001,CAPITAL,2042,54815,0,0,49,64,0,2,0,44,58,0,16,12,12
05,001,CAPITAL,2043,54911,0,0,29,60,3,5,0,64,49,3,13,6,14
05,005,ESQUINA,2073,55661,0,0,1,49,0,12,0,64,13,0,2,5,3
05,007,SANTO TOMÉ,2084,55773,0,0,32,62,0,21,0,64,38,4,5,2,16
05,009,MONTE CASEROS,2100,56108,0,0,0,64,0,9,0,20,0,1,0,4,3
05,016,SAN MARTÍN,2143,56495,0,0,12,64,0,11,1,58,34,2,2,2,9
05,019,ITUZAINGÓ,2167,56661,0,0,0,64,0,37,1,56,5,3,4,5,7
05,019,ITUZAINGÓ,2167,56662,0,0,2,64,0,51,0,53,16,0,6,2,9
05,021,SAN COSME,2181,56751,0,0,0,64,1,13,0,41,56,7,3,0,8
05,001,CAPITAL,2034,54414,0,0,1,63,0,7,0,59,55,6,17,7,7
05,001,CAPITAL,2035,54456,0,0,25,60,0,2,0,63,57,4,4,21,8
05,007,SANTO TOMÉ,2085,55825,0,0,1,63,0,33,0,25,8,2,0,0,12
05,001,CAPITAL,2034,54407,0,0,0,55,1,7,0,62,56,6,13,5,8
05,001,CAPITAL,2037,54560,0,0,0,62,0,0,0,49,29,5,30,7,7
05,001,CAPITAL,2043,54894,0,0,46,58,2,4,0,62,51,5,12,17,5
05,002,GOYA,2055,55294,0,0,4,62,1,9,0,35,13,2,1,8,4
05,005,ESQUINA,2073,55660,0,0,1,62,0,13,0,0,10,2,3,0,3
05,016,SAN MARTÍN,2148,56510,0,0,55,23,0,62,0,36,50,1,0,3,5
05,001,CAPITAL,2031,54330,0,0,21,61,1,9,0,45,55,12,6,15,9
05,001,CAPITAL,2042,54864,0,0,1,0,0,3,0,61,41,3,15,6,6
05,013,SAN ROQUE,2126,56368,0,0,0,59,0,20,0,61,17,0,0,1,1
05,019,ITUZAINGÓ,2167,56666,0,0,3,57,1,20,1,61,21,5,5,5,5
05,007,SANTO TOMÉ,2084,55819,0,0,1,60,0,26,1,44,28,2,2,5,11
05,008,PASO DE LOS LIBRES,2097,56026,0,0,8,60,0,2,0,16,6,1,4,2,3
05,019,ITUZAINGÓ,2167,56672,0,0,19,60,0,17,0,48,34,5,3,5,1
05,001,CAPITAL,2040,54696,0,0,0,32,1,3,0,17,59,2,3,7,1
05,002,GOYA,2056,55350,0,0,2,0,0,0,0,0,21,4,0,0,59
05,009,MONTE CASEROS,2104,56134,0,0,12,10,11,4,0,59,17,10,0,11,10
05,001,CAPITAL,2040,54695,0,0,2,46,1,0,0,17,58,1,0,4,4
05,001,CAPITAL,2042,54887,0,0,3,58,1,2,1,31,27,7,11,8,4
05,002,GOYA,2049,55177,0,0,18,49,1,5,0,58,45,7,8,4,6
05,016,SAN MARTÍN,2145,56502,0,0,9,58,0,5,0,48,12,1,3,1,2
05,018,MBURUCUYÁ,2158,56589,0,0,9,58,0,34,3,18,2,0,0,1,1
05,019,ITUZAINGÓ,2163,56654,0,0,4,58,1,22,0,31,12,1,0,1,11
05,021,SAN COSME,2176,56724,0,0,18,47,1,3,1,58,29,0,4,7,2
05,021,SAN COSME,2178,56741,0,0,0,10,0,2,0,58,37,3,7,4,4
05,001,CAPITAL,2036,54473,0,0,0,57,1,4,2,52,56,2,12,15,7
05,005,ESQUINA,2073,55665,0,0,1,57,0,13,0,36,14,0,0,0,6
05,019,ITUZAINGÓ,2168,56685,0,0,12,57,0,2,0,42,14,5,4,0,5
05,020,SAUCE,2173,56711,0,0,0,56,0,0,0,57,1,0,0,0,1
05,022,GENERAL ALVEAR,2187,56791,0,0,11,41,0,5,0,57,2,1,1,1,1
05,001,CAPITAL,2036,54493,0,0,1,55,0,3,0,56,54,1,16,15,4
05,005,ESQUINA,2076,55682,0,0,2,43,0,14,0,56,0,0,1,5,1
05,008,PASO DE LOS LIBRES,2097,56029,0,0,9,56,1,8,0,25,15,0,0,0,2
05,002,GOYA,2049,55184,0,0,8,44,0,1,0,55,26,2,0,7,4
05,005,ESQUINA,2073,55669,0,0,0,52,0,24,0,55,14,2,1,3,3
05,016,SAN MARTÍN,2145,56500,0,0,24,55,0,30,1,49,14,2,2,0,3
05,024,ITATÍ,2193,56842,0,0,1,55,0,15,2,45,15,3,3,3,0
05,001,CAPITAL,2039,54669,0,0,2,54,0,9,2,21,26,1,6,2,3
05,021,SAN COSME,2181,56752,0,0,0,51,2,7,0,54,48,2,6,4,7
05,002,GOYA,2057,55374,0,0,0,53,0,1,1,43,17,10,0,6,2
05,005,ESQUINA,2073,55663,0,0,20,53,0,18,0,43,19,3,0,1,7
05,005,ESQUINA,2073,55668,0,0,6,53,0,2,0,41,15,0,0,5,8
05,011,BELLA VISTA,2112,56253,0,0,4,0,1,2,0,0,29,5,0,5,53
05,021,SAN COSME,2176,56725,0,0,1,45,0,9,0,53,32,2,6,6,10
05,021,SAN COSME,2181,56749,0,0,1,50,2,11,0,53,46,3,10,5,7
05,025,BERÓN DE ASTRADA,2199,56858,0,0,0,53,0,44,0,16,4,0,2,0,1
05,001,CAPITAL,2047,55143,0,0,29,51,0,1,0,25,52,6,4,8,0
05,005,ESQUINA,2073,55662,0,0,2,35,0,6,0,52,13,3,2,5,8
05,005,ESQUINA,2073,55671,0,0,17,52,0,9,0,49,8,3,0,4,10
05,016,SAN MARTÍN,2145,56501,0,0,11,52,0,8,1,42,2,0,0,0,8
05,018,MBURUCUYÁ,2158,56590,0,0,0,52,1,23,2,27,7,1,0,1,1
05,003,CURUZÚ CUATIÁ,2062,55471,0,0,3,51,0,4,0,38,2,1,0,2,0
05,009,MONTE CASEROS,2099,56073,0,0,2,0,0,0,0,51,25,2,2,5,10
