codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01296,01297,01292,01301,01302,01295,01298,01304,01299,01293,01294,01300,01303
06,003,LIBERTAD,02240,057909,0,0,2,157,40,43,4,0,0,2,0,1,4,2,0,0
06,007,BERMEJO,02251,057956,0,0,23,157,2,6,0,0,0,0,1,0,0,0,1,0
06,007,BERMEJO,02253,057971,0,0,12,157,34,42,0,0,0,0,1,0,1,3,4,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02265,058108,0,0,3,157,9,69,0,0,0,0,1,0,1,0,4,1
06,025,GENERAL GÜEMES,02327,059006,0,0,13,157,41,32,1,0,0,0,1,1,3,6,0,0
06,025,GENERAL GÜEMES,02327,059054,0,0,14,157,28,32,1,0,0,0,4,0,4,22,1,0
06,012,O'HIGGINS,02282,058274,0,0,8,156,69,29,1,0,0,0,2,0,9,9,0,0
06,015,25 DE MAYO,02299,058588,0,0,3,156,41,45,2,0,0,0,1,1,2,0,1,2
06,019,9 DE JULIO,02309,058743,0,0,2,156,29,45,0,0,0,0,4,0,5,6,2,0
06,001,SAN FERNANDO,02224,057427,0,0,156,78,22,0,1,0,0,0,7,2,39,1,0,6
06,001,SAN FERNANDO,02207,056998,0,0,18,76,155,25,1,0,0,0,2,0,1,9,8,1
06,001,SAN FERNANDO,02214,057168,0,0,28,155,35,32,0,0,0,0,2,2,8,9,3,0
06,001,SAN FERNANDO,02233,057799,0,0,12,155,47,37,0,0,0,0,2,1,5,6,2,5
06,007,BERMEJO,02253,057965,0,0,9,155,38,30,1,0,0,0,3,0,0,4,9,1
06,007,BERMEJO,02253,057967,0,0,11,155,36,47,1,0,0,0,2,0,2,5,5,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058089,0,0,0,155,42,48,2,0,0,0,3,1,6,2,6,0
06,025,GENERAL GÜEMES,02338,059173,0,0,0,155,53,15,0,0,0,0,1,0,0,6,0,1
06,004,GENERAL DONOVAN,02246,057937,0,0,22,154,38,23,0,1,0,2,2,1,19,4,7,7
06,007,BERMEJO,02258,058007,0,0,0,65,154,12,0,0,0,0,0,0,1,7,0,0
06,010,SAN LORENZO ,02273,058151,0,0,2,154,6,40,1,0,0,0,2,0,10,18,5,1
06,011,MAYOR L. J. FONTANA,02275,058173,0,0,2,44,154,18,0,0,0,1,0,0,1,2,1,0
06,016,MAIPÚ,02303,058664,0,0,12,154,30,22,0,0,0,0,2,1,12,3,3,1
06,024,ALMIRANTE BROWN,02326,058989,0,0,91,154,2,40,0,0,0,1,0,0,0,3,4,0
06,024,ALMIRANTE BROWN,02326,058990,0,0,5,154,10,50,0,0,0,0,0,0,2,0,0,0
06,025,GENERAL GÜEMES,02338,059191,0,0,0,154,41,21,0,0,0,0,0,0,1,0,0,0
06,010,SAN LORENZO ,02273,058158,0,0,13,153,10,48,0,0,0,0,1,0,14,14,4,1
06,015,25 DE MAYO,02299,058628,0,0,0,153,27,52,0,1,0,0,3,1,3,1,4,0
06,015,25 DE MAYO,02299,058640,0,0,1,153,33,50,0,0,0,0,3,0,4,1,3,1
06,025,GENERAL GÜEMES,02327,058995,0,0,14,153,38,30,0,0,0,1,2,0,1,8,1,2
06,025,GENERAL GÜEMES,02338,059192,0,0,3,153,50,15,1,0,0,1,0,0,0,6,1,0
06,007,BERMEJO,02253,057959,0,0,18,152,35,42,0,0,0,0,0,0,1,4,8,0
06,007,BERMEJO,02253,057964,0,0,5,152,40,43,4,0,0,0,1,1,6,4,6,4
06,007,BERMEJO,02253,057975,0,0,1,152,44,44,0,0,0,1,3,0,1,3,6,0
06,007,BERMEJO,02253,057976,0,0,8,152,47,36,1,0,0,0,1,1,6,4,2,1
06,007,BERMEJO,02254,057991,0,0,0,152,26,57,3,2,0,1,6,0,0,4,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058031,0,0,0,152,49,51,1,1,0,0,3,1,0,2,8,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02265,058106,0,0,9,152,7,71,0,0,0,0,0,0,3,13,9,0
06,010,SAN LORENZO ,02273,058156,0,0,7,152,6,46,1,0,0,0,3,0,7,12,5,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058329,0,0,15,152,11,45,0,2,0,2,2,0,2,6,6,7
06,013,COMANDANTE FERNÁNDEZ ,02287,058445,0,0,2,152,20,51,0,0,0,0,4,0,1,7,0,2
06,015,25 DE MAYO,02299,058598,0,0,8,152,39,60,0,0,0,0,2,0,2,1,10,1
06,015,25 DE MAYO,02299,058604,0,0,1,152,39,38,1,1,0,0,3,0,0,0,4,0
06,015,25 DE MAYO,02299,058613,0,0,14,152,40,36,1,1,0,0,0,0,1,5,2,0
06,015,25 DE MAYO,02299,058618,0,0,2,152,33,0,0,0,0,0,0,0,0,12,3,1
06,015,25 DE MAYO,02299,058637,0,0,12,152,41,40,0,1,0,1,3,0,2,8,2,4
06,019,9 DE JULIO,02309,058734,0,0,11,152,27,0,0,0,0,0,3,47,3,3,8,0
06,025,GENERAL GÜEMES,02327,058993,0,0,9,152,33,17,0,0,0,1,2,0,0,9,4,0
06,025,GENERAL GÜEMES,02327,059022,0,0,15,152,33,26,0,0,0,0,1,0,2,10,2,0
06,025,GENERAL GÜEMES,02331,059098,0,0,0,152,35,36,0,0,0,1,0,0,4,0,0,2
06,025,GENERAL GÜEMES,02331,059106,0,0,1,152,37,47,0,0,0,0,1,0,2,0,0,0
06,001,SAN FERNANDO,02207,057002,0,0,8,79,151,25,0,0,0,0,6,1,7,5,9,3
06,007,BERMEJO,02256,058004,0,0,8,151,7,13,1,0,0,0,1,2,1,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058038,0,0,9,151,44,50,0,0,0,0,3,0,0,5,9,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058046,0,0,0,151,46,45,1,0,0,0,0,2,1,5,5,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058055,0,0,0,151,10,38,0,0,0,0,0,0,1,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058056,0,0,0,151,27,49,1,2,0,0,5,0,1,6,7,3
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058058,0,0,0,151,34,48,2,0,0,0,3,0,3,3,4,1
06,010,SAN LORENZO ,02273,058142,0,0,5,151,5,45,0,0,0,0,0,0,5,0,0,0
06,010,SAN LORENZO ,02273,058167,0,0,5,151,11,57,1,0,0,0,0,2,1,10,2,0
06,010,SAN LORENZO ,02274,058168,0,0,12,71,151,10,1,0,2,0,1,0,0,3,0,0
06,015,25 DE MAYO,02299,058610,0,0,1,151,38,44,0,1,0,0,0,0,2,1,0,0
06,015,25 DE MAYO,02299,058619,0,0,2,151,34,52,0,1,0,0,2,1,2,8,4,0
06,023,FRAY JUSTO STA. MARÍA DE ORO,02322,058945,0,0,11,151,42,33,0,0,0,0,1,0,4,16,2,0
06,005,SARGENTO CABRAL ,02247,057941,0,0,10,150,40,35,0,2,0,0,0,0,4,6,3,0
06,007,BERMEJO,02253,057966,0,0,0,150,43,0,3,0,0,0,0,0,0,8,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02259,058009,0,0,11,55,150,39,0,0,0,0,0,1,1,0,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058040,0,0,5,150,30,45,0,1,0,1,1,2,2,7,11,0
06,012,O'HIGGINS,02284,058311,0,0,0,150,66,19,0,0,0,0,0,0,3,3,2,1
06,012,O'HIGGINS,02284,058318,0,0,12,150,62,14,0,0,0,0,0,0,0,3,1,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058334,0,0,18,150,24,55,0,0,0,0,3,1,4,3,3,3
06,015,25 DE MAYO,02299,058638,0,0,13,150,27,43,1,0,0,0,0,0,7,7,5,0
06,025,GENERAL GÜEMES,02327,059060,0,0,20,150,29,23,2,0,0,0,8,0,2,10,4,0
06,025,GENERAL GÜEMES,02338,059177,0,0,6,150,39,10,0,0,0,2,0,0,1,0,0,0
06,001,SAN FERNANDO,02233,057808,0,0,24,149,60,22,1,0,0,3,6,1,9,4,0,1
06,015,25 DE MAYO,02299,058621,0,0,0,149,31,56,0,1,0,0,0,0,1,0,0,0
06,015,25 DE MAYO,02299,058622,0,0,15,149,36,41,0,0,0,1,3,0,3,4,0,0
06,015,25 DE MAYO,02299,058634,0,0,0,149,37,33,0,0,0,0,0,0,4,5,5,0
06,015,25 DE MAYO,02299,058641,0,0,1,149,22,49,0,0,0,0,1,0,8,8,2,0
06,016,MAIPÚ,02303,058667,0,0,34,149,31,16,2,1,0,1,2,0,20,4,1,0
06,021,12 DE OCTUBRE,02316,058887,0,0,0,149,24,46,0,0,0,0,0,0,0,0,0,1
06,004,GENERAL DONOVAN,02246,057926,0,0,17,148,59,30,0,2,0,1,2,1,6,4,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02262,058021,0,0,2,148,38,6,3,0,0,0,0,0,1,0,9,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02262,058025,0,0,0,148,49,18,2,1,0,0,0,1,0,0,2,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058063,0,0,13,148,36,66,0,0,0,0,1,0,3,4,6,1
06,010,SAN LORENZO ,02273,058139,0,0,2,148,9,35,1,0,0,0,2,1,12,13,3,1
06,010,SAN LORENZO ,02273,058154,0,0,0,148,16,53,0,0,0,0,1,0,11,10,4,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058335,0,0,0,148,17,76,0,0,0,0,0,0,1,9,4,0
06,015,25 DE MAYO,02299,058590,0,0,0,148,32,41,0,0,0,0,0,1,0,3,6,2
06,015,25 DE MAYO,02299,058593,0,0,0,148,27,61,0,0,0,0,1,0,1,0,3,1
06,016,MAIPÚ,02303,058693,0,0,1,148,31,24,0,1,0,0,1,0,22,4,3,0
06,025,GENERAL GÜEMES,02327,059032,0,0,13,148,37,24,0,0,0,2,1,0,0,9,6,0
06,025,GENERAL GÜEMES,02331,059101,0,0,1,148,49,32,4,0,0,0,0,0,4,5,0,0
06,025,GENERAL GÜEMES,02338,059176,0,0,0,148,50,12,0,0,0,0,4,0,0,4,1,0
06,001,SAN FERNANDO,02233,057811,0,0,26,147,48,32,1,1,0,1,3,0,7,11,3,3
06,003,LIBERTAD,02240,057899,0,0,13,147,39,49,1,1,0,1,4,1,6,5,6,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02265,058107,0,0,4,147,11,67,0,0,0,1,1,1,3,8,12,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058407,0,0,4,147,17,62,1,0,0,0,2,0,2,5,6,4
06,013,COMANDANTE FERNÁNDEZ ,02287,058449,0,0,16,147,18,45,0,0,0,0,1,2,3,7,7,0
06,019,9 DE JULIO,02309,058767,0,0,7,147,21,42,0,0,0,0,2,0,0,2,6,0
06,019,9 DE JULIO,02309,058796,0,0,9,147,21,50,2,0,0,1,2,0,5,6,12,1
06,021,12 DE OCTUBRE,02316,058904,0,0,0,147,24,41,1,0,0,0,1,1,1,1,0,0
06,001,SAN FERNANDO,02201,056888,0,0,11,45,19,146,2,2,0,0,7,0,8,7,7,1
06,003,LIBERTAD,02240,057896,0,0,2,146,46,47,0,0,0,1,4,0,7,4,5,3
06,005,SARGENTO CABRAL ,02249,057949,0,0,6,146,19,40,0,1,0,0,0,0,1,4,8,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058050,0,0,11,146,49,49,0,0,0,1,3,0,1,4,9,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058462,0,0,8,146,20,38,1,0,0,1,1,0,3,5,4,1
06,015,25 DE MAYO,02299,058605,0,0,14,146,34,41,1,0,0,2,0,0,4,11,3,1
06,015,25 DE MAYO,02299,058609,0,0,8,146,30,53,1,1,0,1,0,2,3,3,5,0
06,015,25 DE MAYO,02299,058612,0,0,14,146,40,47,0,0,0,0,0,0,4,8,2,0
06,015,25 DE MAYO,02299,058631,0,0,7,146,29,56,0,0,0,0,0,0,0,2,2,1
06,015,25 DE MAYO,02299,058644,0,0,9,146,36,53,1,0,0,1,0,0,0,3,4,1
06,019,9 DE JULIO,02309,058733,0,0,2,146,25,64,0,1,0,0,0,0,3,3,6,1
06,019,9 DE JULIO,02309,058744,0,0,0,146,28,36,0,1,0,1,0,0,3,0,0,1
06,021,12 DE OCTUBRE,02316,058897,0,0,6,146,12,62,0,0,0,1,1,0,3,4,14,0
06,021,12 DE OCTUBRE,02316,058919,0,0,9,146,22,56,1,1,0,0,3,0,2,7,16,0
06,025,GENERAL GÜEMES,02327,059014,0,0,10,146,33,33,0,0,0,1,1,0,2,8,4,3
06,025,GENERAL GÜEMES,02338,059183,0,0,3,146,43,22,1,0,0,0,0,0,3,2,1,0
06,003,LIBERTAD,02240,057894,0,0,21,145,41,43,1,1,0,0,1,0,9,5,6,1
06,007,BERMEJO,02254,057989,0,0,23,145,26,45,0,0,0,0,3,4,4,3,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058075,0,0,14,145,49,46,0,1,0,0,6,0,1,5,3,2
06,012,O'HIGGINS,02284,058320,0,0,9,145,52,18,0,0,0,0,1,0,1,5,2,2
06,013,COMANDANTE FERNÁNDEZ ,02287,058432,0,0,10,145,23,62,0,0,0,0,1,2,2,4,9,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058466,0,0,15,145,17,66,0,0,0,1,2,0,0,1,0,1
06,015,25 DE MAYO,02299,058592,0,0,12,145,49,32,0,0,0,0,0,0,1,0,4,1
06,015,25 DE MAYO,02299,058611,0,0,6,145,40,39,2,0,0,0,0,0,2,3,3,1
06,015,25 DE MAYO,02299,058624,0,0,1,145,33,59,0,0,0,1,3,0,2,5,0,0
06,015,25 DE MAYO,02299,058639,0,0,2,145,31,44,0,0,0,0,2,1,0,4,4,0
06,015,25 DE MAYO,02300,058648,0,0,6,145,72,24,0,0,0,0,2,0,0,0,0,1
06,015,25 DE MAYO,02300,058655,0,0,0,145,68,0,0,0,0,0,1,0,0,0,0,0
06,019,9 DE JULIO,02309,058778,0,0,0,145,27,40,0,1,0,1,0,0,6,0,0,0
06,025,GENERAL GÜEMES,02327,059033,0,0,5,145,31,43,0,0,0,0,2,0,3,4,3,1
06,025,GENERAL GÜEMES,02327,059043,0,0,25,145,33,25,0,1,0,1,3,1,2,2,4,4
06,001,SAN FERNANDO,02214,057162,0,0,13,144,54,29,1,0,0,0,2,1,6,13,8,0
06,003,LIBERTAD,02240,057886,0,0,15,144,53,45,1,2,0,1,3,1,15,3,9,0
06,007,BERMEJO,02250,057952,0,0,5,63,144,8,1,0,0,0,0,0,13,0,2,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058039,0,0,2,144,36,51,1,0,0,0,3,1,2,9,6,2
