codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01296,01297,01292,01301,01302,01295,01298,01304,01299,01293,01294,01300,01303
06,013,COMANDANTE FERNÁNDEZ ,02286,058330,0,0,16,144,19,49,1,0,0,0,0,0,4,0,0,0
06,015,25 DE MAYO,02300,058656,0,0,0,144,66,13,0,0,0,0,0,1,2,0,0,0
06,025,GENERAL GÜEMES,02327,059005,0,0,2,144,45,28,4,1,0,1,4,0,1,16,2,1
06,001,SAN FERNANDO,02207,057000,0,0,8,84,143,20,0,0,0,0,3,1,2,10,9,0
06,003,LIBERTAD,02240,057897,0,0,0,143,39,65,3,1,0,0,6,1,11,6,5,1
06,003,LIBERTAD,02240,057908,0,0,15,143,49,37,1,0,0,3,3,3,6,4,4,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058027,0,0,0,143,46,0,1,0,0,0,0,0,0,0,6,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058033,0,0,13,143,49,43,0,0,0,1,5,0,0,5,5,0
06,015,25 DE MAYO,02299,058623,0,0,0,143,32,57,1,0,0,0,0,1,4,3,0,0
06,015,25 DE MAYO,02299,058642,0,0,17,143,34,46,1,0,0,0,0,2,2,5,0,1
06,015,25 DE MAYO,02299,058643,0,0,16,143,31,40,0,0,0,0,1,0,3,11,3,0
06,019,9 DE JULIO,02309,058759,0,0,1,143,26,47,0,0,0,0,4,2,5,5,9,0
06,021,12 DE OCTUBRE,02316,058892,0,0,9,143,17,55,1,0,0,0,0,0,2,0,0,1
06,025,GENERAL GÜEMES,02331,059100,0,0,0,143,33,57,0,0,2,0,0,1,1,0,0,0
06,025,GENERAL GÜEMES,02338,059181,0,0,0,143,0,19,0,0,0,0,0,1,0,0,0,0
06,025,GENERAL GÜEMES,02338,059193,0,0,8,143,44,16,0,0,0,0,0,0,0,10,0,1
06,001,SAN FERNANDO,02214,057155,0,0,12,142,49,35,0,1,0,0,3,0,8,7,7,3
06,001,SAN FERNANDO,02214,057178,0,0,0,142,46,1,1,0,0,0,3,1,8,0,3,3
06,001,SAN FERNANDO,02233,057802,0,0,1,142,44,56,1,1,0,0,1,2,6,0,2,4
06,008,LIBERTADOR GRAL. SAN MARTÍN,02262,058022,0,0,3,142,40,22,1,0,0,0,0,0,0,0,0,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058048,0,0,8,142,38,38,0,0,0,0,3,0,3,4,8,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058079,0,0,25,142,67,42,0,1,0,0,1,0,1,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058082,0,0,15,142,63,42,0,0,0,0,2,0,0,1,6,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058097,0,0,10,142,40,67,0,0,0,0,5,4,2,3,12,1
06,011,MAYOR L. J. FONTANA,02275,058175,0,0,1,46,142,17,0,0,0,0,0,0,1,3,1,0
06,012,O'HIGGINS,02284,058315,0,0,7,142,55,21,1,1,0,0,5,0,0,13,0,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058355,0,0,12,142,16,53,0,0,0,0,3,1,2,13,1,0
06,016,MAIPÚ,02303,058671,0,0,13,142,25,39,0,1,0,0,1,0,19,4,1,1
06,019,9 DE JULIO,02309,058771,0,0,0,142,12,53,0,0,0,2,1,1,9,2,7,0
06,025,GENERAL GÜEMES,02327,059069,0,0,10,142,29,49,1,1,0,1,1,1,2,10,4,2
06,025,GENERAL GÜEMES,02328,059075,0,0,0,142,50,0,2,0,0,1,1,24,1,9,0,0
06,004,GENERAL DONOVAN,02246,057929,0,0,25,141,50,39,0,0,0,0,5,0,6,6,5,0
06,007,BERMEJO,02253,057960,0,0,0,141,45,54,3,1,0,0,2,0,3,0,4,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058067,0,0,0,141,52,42,0,1,0,1,1,1,3,2,9,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058098,0,0,12,141,36,59,0,0,0,2,3,1,5,10,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02265,058115,0,0,3,141,0,83,0,0,0,0,0,0,2,8,6,0
06,010,SAN LORENZO ,02274,058169,0,0,43,56,141,0,0,0,0,0,0,0,3,5,0,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058357,0,0,14,141,27,59,0,0,0,0,5,1,1,4,2,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058374,0,0,11,141,17,64,0,1,0,0,0,1,3,12,9,0
06,015,25 DE MAYO,02299,058614,0,0,0,141,31,50,0,0,0,0,1,0,3,0,3,1
06,015,25 DE MAYO,02300,058650,0,0,2,141,74,0,0,0,0,0,0,1,0,0,0,0
06,015,25 DE MAYO,02300,058653,0,0,0,141,66,9,0,0,0,0,0,0,0,0,0,0
06,016,MAIPÚ,02303,058660,0,0,10,141,28,11,0,0,0,0,0,0,17,6,0,1
06,016,MAIPÚ,02303,058697,0,0,12,141,16,32,0,5,0,0,0,0,19,6,0,0
06,019,9 DE JULIO,02309,058766,0,0,0,141,39,52,0,0,0,0,0,0,2,0,6,0
06,019,9 DE JULIO,02309,058782,0,0,2,141,23,44,0,0,0,0,1,0,7,3,6,3
06,021,12 DE OCTUBRE,02316,058890,0,0,15,141,21,36,0,0,0,0,2,0,1,6,3,0
06,021,12 DE OCTUBRE,02316,058893,0,0,5,141,15,60,0,0,0,0,0,0,0,0,1,0
06,021,12 DE OCTUBRE,02316,058905,0,0,1,141,13,58,0,1,0,0,1,0,2,6,6,0
06,024,ALMIRANTE BROWN,02324,058968,0,0,0,141,64,27,1,0,0,1,0,0,14,20,1,0
06,025,GENERAL GÜEMES,02338,059189,0,0,0,141,53,15,1,0,0,0,0,0,2,5,3,0
06,007,BERMEJO,02253,057962,0,0,16,140,47,40,3,0,0,0,0,0,3,6,4,0
06,007,BERMEJO,02253,057972,0,0,11,140,29,44,0,0,0,0,0,0,5,0,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02266,058118,0,0,12,140,55,26,1,5,0,0,2,0,5,2,3,1
06,015,25 DE MAYO,02299,058606,0,0,0,140,31,60,0,0,0,0,2,0,4,12,4,0
06,020,CHACABUCO,02313,058827,0,0,18,140,30,56,0,1,0,1,2,0,5,8,7,3
06,025,GENERAL GÜEMES,02327,059034,0,0,21,140,29,25,0,0,0,0,1,0,1,0,3,3
06,025,GENERAL GÜEMES,02330,059091,0,0,11,140,57,11,0,0,0,0,2,0,0,1,1,0
06,001,SAN FERNANDO,02200,056870,0,0,15,44,14,139,4,3,0,0,5,0,15,5,9,4
06,003,LIBERTAD,02240,057898,0,0,21,139,39,45,1,0,0,0,4,0,11,4,6,1
06,007,BERMEJO,02253,057961,0,0,1,139,30,60,1,0,0,1,3,0,3,12,8,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02259,058010,0,0,10,40,139,59,0,0,0,0,0,0,2,0,0,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058035,0,0,2,139,61,40,2,0,0,0,0,1,2,9,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058057,0,0,2,139,29,50,2,2,0,0,3,0,0,9,7,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058072,0,0,16,139,31,44,2,0,0,0,2,0,5,10,5,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058083,0,0,16,139,49,44,1,0,0,0,3,1,0,3,8,0
06,015,25 DE MAYO,02300,058646,0,0,7,139,71,14,0,0,0,0,0,0,1,0,2,1
06,016,MAIPÚ,02303,058666,0,0,6,139,26,26,1,3,0,1,2,0,18,7,2,0
06,021,12 DE OCTUBRE,02316,058912,0,0,10,139,16,63,0,0,0,0,3,0,1,2,7,3
06,025,GENERAL GÜEMES,02327,058996,0,0,16,139,25,12,4,0,0,0,6,0,0,13,8,0
06,025,GENERAL GÜEMES,02327,059042,0,0,12,139,29,36,0,0,0,0,3,1,3,24,2,1
06,025,GENERAL GÜEMES,02338,059194,0,0,8,139,46,20,0,0,0,1,0,0,2,5,2,0
06,001,SAN FERNANDO,02201,056878,0,0,11,46,16,138,2,0,0,1,5,2,10,4,13,1
06,001,SAN FERNANDO,02233,057803,0,0,0,138,55,29,0,2,0,0,71,2,6,4,4,0
06,001,SAN FERNANDO,02234,057826,0,0,12,138,57,44,0,2,0,0,1,0,5,11,3,5
06,003,LIBERTAD,02240,057906,0,0,27,2,66,41,138,1,0,0,2,0,5,0,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058070,0,0,17,138,45,44,1,1,0,0,3,1,8,2,44,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058076,0,0,1,138,38,56,1,1,0,0,5,1,1,2,4,0
06,011,MAYOR L. J. FONTANA,02278,058253,0,0,20,138,58,32,0,0,0,2,0,0,0,18,3,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058358,0,0,0,138,21,62,0,2,0,0,0,2,3,0,0,0
06,015,25 DE MAYO,02299,058597,0,0,0,138,24,67,0,1,0,0,2,0,3,2,9,2
06,015,25 DE MAYO,02299,058629,0,0,9,138,33,54,0,0,0,1,1,0,1,6,3,1
06,021,12 DE OCTUBRE,02316,058902,0,0,17,138,9,45,1,0,0,0,1,0,3,8,5,0
06,025,GENERAL GÜEMES,02327,058992,0,0,14,138,14,31,3,0,0,1,4,0,5,10,4,2
06,025,GENERAL GÜEMES,02327,058994,0,0,2,138,31,29,2,1,0,0,2,1,1,7,4,0
06,001,SAN FERNANDO,02200,056862,0,0,9,57,11,137,4,1,0,0,8,0,10,4,4,4
06,001,SAN FERNANDO,02214,057154,0,0,20,137,53,30,2,1,0,0,5,2,4,10,7,2
06,001,SAN FERNANDO,02214,057156,0,0,11,137,47,42,2,3,0,0,4,1,14,4,4,2
06,001,SAN FERNANDO,02233,057801,0,0,23,137,45,45,3,0,4,0,4,0,4,8,5,3
06,001,SAN FERNANDO,02233,057806,0,0,8,137,39,38,0,1,0,3,3,3,12,6,6,5
06,003,LIBERTAD,02240,057907,0,0,0,137,51,46,1,0,0,0,0,0,13,8,4,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058054,0,0,13,137,43,48,0,2,0,0,5,0,3,5,5,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058059,0,0,21,137,43,44,1,0,0,0,2,1,2,0,9,4
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058085,0,0,8,137,35,72,0,0,0,0,3,2,0,3,5,1
06,010,SAN LORENZO ,02273,058165,0,0,40,137,4,33,0,0,0,1,0,0,4,3,3,1
06,012,O'HIGGINS,02284,058321,0,0,0,137,42,30,0,0,0,0,0,1,4,0,0,2
06,013,COMANDANTE FERNÁNDEZ ,02286,058398,0,0,25,137,17,52,0,0,0,2,6,0,2,0,0,1
06,019,9 DE JULIO,02309,058738,0,0,8,137,32,65,1,0,0,0,3,0,3,2,6,0
06,021,12 DE OCTUBRE,02316,058886,0,0,10,137,21,58,0,0,0,0,0,0,1,1,4,0
06,025,GENERAL GÜEMES,02327,059070,0,0,14,137,29,34,0,0,0,2,6,0,6,13,4,0
06,025,GENERAL GÜEMES,02328,059077,0,0,8,137,44,29,2,0,0,0,2,0,11,15,2,2
06,025,GENERAL GÜEMES,02338,059180,0,0,11,137,44,16,1,0,0,0,0,1,1,4,1,0
06,001,SAN FERNANDO,02200,056860,0,0,7,40,28,136,3,3,0,0,1,0,9,10,11,3
06,001,SAN FERNANDO,02214,057173,0,0,0,136,38,41,1,0,0,0,3,0,6,10,4,1
06,002,PRIMERO DE MAYO,02235,057857,0,0,6,136,58,46,3,1,0,1,2,1,5,6,5,3
06,007,BERMEJO,02250,057951,0,0,13,61,136,14,1,0,0,0,3,1,9,0,0,0
06,007,BERMEJO,02250,057953,0,0,8,81,136,15,0,0,0,0,0,0,6,0,1,0
06,007,BERMEJO,02257,058006,0,0,0,64,136,24,2,0,0,0,0,0,4,6,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058064,0,0,9,136,38,70,1,0,0,0,3,0,2,2,4,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02266,058119,0,0,9,136,41,32,0,2,0,1,1,1,2,11,0,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058405,0,0,1,136,15,62,3,0,1,1,0,1,9,11,6,0
06,015,25 DE MAYO,02299,058645,0,0,0,136,24,73,1,0,0,0,0,0,2,5,3,0
06,021,12 DE OCTUBRE,02315,058883,0,0,3,136,15,28,4,0,0,0,0,0,0,0,0,3
06,021,12 DE OCTUBRE,02316,058898,0,0,4,136,19,54,0,0,0,0,1,0,0,0,7,1
06,021,12 DE OCTUBRE,02316,058906,0,0,14,136,14,55,0,0,0,1,2,0,2,4,6,0
06,024,ALMIRANTE BROWN,02324,058972,0,0,7,136,57,24,0,0,0,1,0,0,7,11,3,0
06,024,ALMIRANTE BROWN,02324,058974,0,0,4,136,57,32,0,0,0,0,0,0,5,13,1,0
06,024,ALMIRANTE BROWN,02325,058984,0,0,22,136,95,45,0,0,0,0,0,0,0,1,0,0
06,025,GENERAL GÜEMES,02327,059011,0,0,12,136,32,47,1,1,0,0,2,0,0,19,7,0
06,025,GENERAL GÜEMES,02327,059020,0,0,26,136,37,0,0,0,0,0,2,1,3,11,3,2
06,025,GENERAL GÜEMES,02327,059063,0,0,13,136,34,45,1,0,0,0,4,0,2,14,6,0
06,025,GENERAL GÜEMES,02338,059174,0,0,11,136,43,22,0,0,0,0,1,0,2,8,0,0
06,001,SAN FERNANDO,02233,057798,0,0,13,135,43,37,0,1,0,0,5,2,14,6,5,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058032,0,0,16,135,46,37,1,1,0,0,0,1,3,2,7,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058068,0,0,2,135,0,98,0,0,0,0,0,1,0,5,5,0
06,009,TAPENAGA,02269,058131,0,0,1,135,61,17,0,0,0,0,1,0,0,0,2,0
06,011,MAYOR L. J. FONTANA,02278,058249,0,0,29,135,61,28,0,2,0,0,3,0,1,0,3,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058337,0,0,24,135,25,39,1,0,0,0,2,0,0,8,3,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058369,0,0,17,135,18,74,1,1,0,1,3,0,3,6,6,2
06,013,COMANDANTE FERNÁNDEZ ,02287,058410,0,0,23,135,31,50,0,0,0,0,2,0,3,3,3,4
06,013,COMANDANTE FERNÁNDEZ ,02287,058448,0,0,16,135,17,58,0,1,0,0,2,0,6,18,7,0
06,016,MAIPÚ,02303,058687,0,0,8,135,25,31,2,0,0,0,1,0,12,14,1,0
06,019,9 DE JULIO,02309,058747,0,0,7,135,28,55,0,0,0,0,1,0,3,6,7,0
06,021,12 DE OCTUBRE,02316,058911,0,0,9,135,25,61,1,0,0,0,0,0,4,7,11,0
06,025,GENERAL GÜEMES,02327,059012,0,0,11,135,13,59,1,0,0,0,1,0,4,6,0,1
06,025,GENERAL GÜEMES,02327,059040,0,0,11,135,33,43,3,0,0,0,2,0,1,9,4,0
06,025,GENERAL GÜEMES,02327,059046,0,0,21,135,31,34,0,0,0,0,2,0,5,8,2,0
06,001,SAN FERNANDO,02233,057813,0,0,0,134,47,33,0,0,0,0,2,1,6,13,7,2
06,003,LIBERTAD,02240,057893,0,0,12,134,62,46,0,1,0,1,0,1,6,3,3,2
06,004,GENERAL DONOVAN,02246,057925,0,0,18,134,51,41,2,1,0,0,0,0,11,2,3,0
06,004,GENERAL DONOVAN,02246,057933,0,0,5,134,53,47,1,0,0,2,2,0,13,1,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,02261,058015,0,0,13,134,47,61,0,0,0,0,1,0,7,1,2,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058088,0,0,1,134,39,53,2,2,0,0,4,0,1,2,12,1
06,009,TAPENAGA,02269,058130,0,0,10,134,51,20,0,0,0,0,0,0,0,3,1,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058430,0,0,26,134,22,43,0,0,0,1,4,0,8,3,0,2
06,019,9 DE JULIO,02309,058751,0,0,0,134,23,71,0,1,0,1,2,1,7,5,6,1
06,025,GENERAL GÜEMES,02327,058997,0,0,19,134,38,29,0,1,0,0,1,0,2,6,0,1
06,025,GENERAL GÜEMES,02327,059050,0,0,0,134,33,46,2,0,0,0,0,0,2,10,2,0
06,025,GENERAL GÜEMES,02331,059103,0,0,9,134,26,50,1,0,0,1,2,1,5,3,1,2
06,001,SAN FERNANDO,02201,056879,0,0,9,40,18,133,3,2,0,0,2,2,16,2,6,4
06,001,SAN FERNANDO,02203,056917,0,0,13,40,17,133,1,0,0,1,3,2,6,8,15,2
06,001,SAN FERNANDO,02207,057009,0,0,13,79,133,19,1,0,0,1,0,2,8,8,11,2
06,001,SAN FERNANDO,02233,057797,0,0,21,133,42,44,1,2,0,1,5,0,10,4,1,3
06,003,LIBERTAD,02240,057904,0,0,18,133,44,51,0,2,0,0,1,1,9,3,3,0
06,004,GENERAL DONOVAN,02246,057936,0,0,14,133,49,44,7,0,0,1,2,0,18,1,4,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058071,0,0,3,133,42,60,1,0,0,0,0,0,7,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058100,0,0,9,133,38,63,2,0,0,1,2,0,4,4,8,1
06,012,O'HIGGINS,02284,058317,0,0,0,133,46,29,1,1,0,0,0,0,2,4,5,1
06,012,O'HIGGINS,02284,058319,0,0,0,133,46,33,1,0,0,0,1,0,3,12,3,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058342,0,0,19,133,15,55,2,1,0,0,0,0,0,2,3,4
06,013,COMANDANTE FERNÁNDEZ ,02286,058387,0,0,14,133,28,56,0,0,0,3,2,2,1,6,4,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058450,0,0,5,133,15,64,0,0,0,1,1,1,2,14,4,4
06,013,COMANDANTE FERNÁNDEZ ,02288,058475,0,0,13,46,8,133,1,2,0,0,5,0,2,5,9,0
06,014,QUITILIPI,02296,058574,0,0,3,133,29,47,4,0,0,0,1,1,3,6,12,0
06,016,MAIPÚ,02303,058691,0,0,8,133,24,38,1,0,0,0,4,1,33,8,4,0
06,019,9 DE JULIO,02309,058786,0,0,10,133,34,49,0,0,0,1,1,0,8,5,7,0
06,020,CHACABUCO,02313,058833,0,0,19,133,29,60,0,0,0,0,0,0,1,2,0,3
06,020,CHACABUCO,02313,058855,0,0,19,133,25,45,0,1,0,1,3,1,3,7,6,3
06,021,12 DE OCTUBRE,02316,058917,0,0,11,133,24,62,1,0,0,0,0,0,1,0,7,0
06,025,GENERAL GÜEMES,02327,059021,0,0,20,133,33,27,0,0,0,0,4,0,1,7,2,0
06,025,GENERAL GÜEMES,02327,059039,0,0,11,133,25,53,1,1,0,0,0,0,0,9,4,0
06,025,GENERAL GÜEMES,02327,059051,0,0,12,133,40,0,0,1,0,0,4,0,2,0,0,2
06,025,GENERAL GÜEMES,02327,059064,0,0,6,133,29,45,3,0,0,0,2,0,1,19,5,1
06,025,GENERAL GÜEMES,02331,059097,0,0,5,133,37,49,0,0,0,0,0,0,2,0,0,0
06,025,GENERAL GÜEMES,02337,059171,0,0,0,133,14,40,0,0,0,0,0,0,0,1,1,0
06,001,SAN FERNANDO,02203,056911,0,0,23,48,25,132,4,2,0,0,5,1,14,2,14,3
06,001,SAN FERNANDO,02207,056994,0,0,15,88,132,27,1,0,0,0,6,0,4,7,5,1
06,001,SAN FERNANDO,02214,057157,0,0,18,132,36,28,4,1,0,0,8,0,8,6,6,1
06,001,SAN FERNANDO,02214,057172,0,0,0,132,51,38,0,1,0,0,0,2,3,0,0,0
06,001,SAN FERNANDO,02214,057175,0,0,0,132,52,29,0,0,0,0,3,0,2,8,4,4
06,001,SAN FERNANDO,02233,057815,0,0,21,132,62,40,1,1,0,0,1,0,5,3,3,3
06,001,SAN FERNANDO,02234,057824,0,0,29,132,47,42,2,1,0,2,4,2,4,8,8,0
06,003,LIBERTAD,02240,057891,0,0,14,132,52,35,1,1,0,0,6,1,11,10,8,0
06,007,BERMEJO,02252,057958,0,0,0,132,11,5,1,0,0,0,0,0,0,1,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058093,0,0,19,132,47,59,0,1,0,0,3,0,4,7,8,0
06,011,MAYOR L. J. FONTANA,02275,058176,0,0,3,57,132,26,0,0,0,0,0,0,4,0,1,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058346,0,0,17,132,10,48,0,0,0,0,2,2,2,12,0,2
06,013,COMANDANTE FERNÁNDEZ ,02286,058361,0,0,17,132,16,70,0,0,0,0,2,1,5,2,6,6
06,013,COMANDANTE FERNÁNDEZ ,02286,058372,0,0,16,132,27,53,0,0,0,0,1,1,3,6,5,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058390,0,0,12,132,20,60,1,0,0,0,0,1,3,3,2,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058439,0,0,18,132,25,44,0,0,0,1,3,0,5,6,3,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058446,0,0,16,132,31,73,1,1,0,0,3,0,1,2,6,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058451,0,0,13,132,11,58,0,0,0,0,3,0,7,11,3,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058468,0,0,19,132,20,58,0,0,0,0,4,0,3,8,0,3
06,013,COMANDANTE FERNÁNDEZ ,02288,058472,0,0,19,58,7,132,0,0,0,0,0,1,3,0,0,3
06,015,25 DE MAYO,02300,058647,0,0,5,132,65,1,0,0,0,0,0,0,0,0,0,0
06,016,MAIPÚ,02303,058679,0,0,0,132,29,33,0,0,0,0,0,0,14,10,1,1
06,019,9 DE JULIO,02309,058745,0,0,6,132,35,34,1,0,0,0,0,0,5,13,10,0
06,020,CHACABUCO,02313,058834,0,0,0,132,39,55,0,0,0,0,2,0,3,12,6,4
06,021,12 DE OCTUBRE,02316,058899,0,0,0,132,24,0,0,0,0,0,2,71,3,8,0,1
06,021,12 DE OCTUBRE,02316,058913,0,0,11,132,28,57,0,0,0,0,2,0,0,2,10,0
06,025,GENERAL GÜEMES,02327,058998,0,0,15,132,31,32,0,0,0,2,0,0,2,15,8,4
06,025,GENERAL GÜEMES,02327,059002,0,0,12,132,21,64,3,1,0,2,1,1,0,8,5,0
06,025,GENERAL GÜEMES,02327,059013,0,0,14,132,23,53,0,0,0,0,0,1,6,13,4,0
06,001,SAN FERNANDO,02200,056861,0,0,11,62,23,131,3,0,0,1,4,1,7,5,5,1
06,001,SAN FERNANDO,02201,056881,0,0,8,47,11,131,2,0,0,0,5,2,13,7,8,2
06,001,SAN FERNANDO,02203,056908,0,0,11,50,26,131,4,1,0,0,2,0,10,11,6,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02259,058011,0,0,6,67,131,43,0,0,0,0,0,0,1,2,1,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058036,0,0,19,131,33,66,0,0,0,2,0,0,0,5,9,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058080,0,0,13,131,27,69,0,0,0,1,0,0,2,6,7,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058090,0,0,8,131,59,54,2,0,0,0,4,0,3,1,7,2
06,013,COMANDANTE FERNÁNDEZ ,02286,058339,0,0,17,131,19,52,1,1,0,0,1,0,2,8,7,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058359,0,0,17,131,14,53,0,0,0,1,0,0,0,11,0,1
06,013,COMANDANTE FERNÁNDEZ ,02286,058379,0,0,13,131,19,68,2,1,0,2,2,0,3,7,6,2
06,013,COMANDANTE FERNÁNDEZ ,02286,058381,0,0,4,131,21,56,1,1,0,0,1,1,2,7,0,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058447,0,0,22,131,18,50,0,1,0,0,10,0,3,5,7,1
06,016,MAIPÚ,02303,058676,0,0,20,131,21,33,0,1,0,0,1,0,17,7,3,0
06,019,9 DE JULIO,02309,058768,0,0,7,131,30,59,0,0,0,0,2,0,7,7,5,0
06,021,12 DE OCTUBRE,02316,058885,0,0,13,131,18,62,1,0,0,0,2,0,5,4,5,1
06,025,GENERAL GÜEMES,02327,059059,0,0,0,131,32,35,0,0,0,2,0,1,2,15,4,0
06,001,SAN FERNANDO,02201,056887,0,0,0,37,21,130,2,0,0,0,3,1,12,6,9,2
06,005,SARGENTO CABRAL ,02248,057948,0,0,7,130,32,75,0,2,0,0,1,0,6,5,2,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058051,0,0,9,130,56,43,3,0,0,0,3,0,3,3,13,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,02263,058061,0,0,18,130,42,55,1,0,0,0,2,1,1,5,19,1
06,009,TAPENAGA,02269,058128,0,0,2,130,47,11,1,1,0,0,0,0,3,4,2,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058429,0,0,15,130,19,58,0,0,0,1,4,1,6,3,3,6
06,015,25 DE MAYO,02300,058651,0,0,7,130,72,13,0,0,0,1,0,0,2,2,4,0
06,015,25 DE MAYO,02300,058652,0,0,0,130,84,0,1,0,0,0,0,0,0,0,0,0
06,019,9 DE JULIO,02309,058772,0,0,7,130,32,71,2,0,0,1,2,0,1,2,7,0
06,020,CHACABUCO,02313,058814,0,0,3,130,31,54,3,1,0,0,1,0,5,9,6,2
06,020,CHACABUCO,02313,058842,0,0,7,130,42,42,0,0,0,2,3,2,2,5,3,1
06,021,12 DE OCTUBRE,02316,058894,0,0,3,130,19,73,0,3,0,0,3,0,0,1,10,0
06,024,ALMIRANTE BROWN,02325,058983,0,0,12,130,23,40,0,0,0,0,0,1,1,9,0,2
06,025,GENERAL GÜEMES,02332,059111,0,0,4,130,27,16,0,0,0,1,0,0,0,2,0,0
06,001,SAN FERNANDO,02207,056983,0,0,19,82,129,25,0,2,0,1,3,1,12,13,7,0
06,001,SAN FERNANDO,02214,057169,0,0,16,129,62,25,2,0,0,0,5,3,7,10,5,3
06,001,SAN FERNANDO,02214,057177,0,0,0,129,51,39,2,1,0,0,4,0,6,13,3,2
06,001,SAN FERNANDO,02233,057800,0,0,17,129,38,37,1,0,0,2,5,0,0,8,3,2
06,001,SAN FERNANDO,02233,057810,0,0,16,129,49,43,0,0,0,0,3,1,9,13,6,5
06,001,SAN FERNANDO,02234,057845,0,0,28,129,48,50,1,3,0,0,3,2,10,14,3,3
06,012,O'HIGGINS,02282,058277,0,0,0,129,94,18,0,0,0,0,1,1,3,0,0,1
06,012,O'HIGGINS,02284,058316,0,0,5,129,45,3,0,0,0,0,1,49,6,11,0,0
06,013,COMANDANTE FERNÁNDEZ ,02286,058354,0,0,10,129,29,68,0,2,0,1,3,1,0,10,5,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058413,0,0,1,129,32,33,0,0,0,1,5,1,1,2,0,0
06,013,COMANDANTE FERNÁNDEZ ,02287,058418,0,0,20,129,16,70,0,0,0,0,4,1,3,5,4,1
06,013,COMANDANTE FERNÁNDEZ ,02287,058422,0,0,0,129,23,54,0,0,0,0,2,0,1,8,9,2
06,015,25 DE MAYO,02299,058617,0,0,4,129,45,44,0,0,0,0,3,0,0,7,1,0
06,015,25 DE MAYO,02299,058627,0,0,0,129,34,69,0,0,0,0,2,0,2,4,6,0
06,015,25 DE MAYO,02299,058632,0,0,6,129,29,61,1,2,0,0,5,1,4,1,4,1
06,016,MAIPÚ,02303,058662,0,0,10,129,21,47,0,1,0,0,1,0,26,3,8,0
06,019,9 DE JULIO,02309,058748,0,0,2,129,31,47,1,0,0,1,0,0,4,3,0,0
06,019,9 DE JULIO,02309,058779,0,0,6,129,27,52,0,0,0,0,3,1,7,10,9,0
