codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,01014,01012,01007,01017,01018,01010,01013,01011,01009,01015,01008,01016,01020,01019
06,008,LIBERTADOR GRAL. SAN MARTÍN,2265,58105,0,0,0,169,13,53,0,0,0,0,2,4,0,0,3,1,0
06,005,SARGENTO CABRAL ,2247,57939,0,0,6,168,41,26,0,1,0,1,3,3,0,4,1,0,0
06,005,SARGENTO CABRAL ,2247,57945,0,0,13,168,39,33,0,1,0,0,0,3,0,6,3,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58065,0,0,24,168,39,33,0,0,0,0,0,3,0,2,3,1,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58091,0,0,0,168,29,54,5,0,0,0,1,0,1,3,2,2,0
06,005,SARGENTO CABRAL ,2247,57938,0,0,21,167,34,23,0,1,0,0,1,4,0,0,2,1,2
06,007,BERMEJO,2253,57969,0,0,14,167,34,39,0,0,0,0,0,2,0,2,5,0,1
06,007,BERMEJO,2254,57980,0,0,22,167,21,46,4,0,0,0,0,1,0,0,5,3,1
06,010,SAN LORENZO ,2273,58135,0,0,0,167,12,18,0,0,0,0,1,0,0,1,0,0,0
06,010,SAN LORENZO ,2273,58152,0,0,0,167,13,39,0,1,0,1,1,20,2,2,3,1,0
06,001,SAN FERNANDO,2233,57805,0,0,9,166,42,32,1,0,0,1,1,11,0,3,10,4,2
06,005,SARGENTO CABRAL ,2247,57940,0,0,4,166,48,44,0,0,0,0,1,3,0,2,2,2,2
06,007,BERMEJO,2254,57978,0,0,0,166,10,52,3,1,0,1,0,1,1,6,7,3,1
06,010,SAN LORENZO ,2273,58143,0,0,0,166,7,40,0,1,0,0,1,0,0,1,0,1,1
06,021,12 DE OCTUBRE,2316,58891,0,0,2,166,17,45,1,0,0,1,1,1,0,1,4,2,1
06,007,BERMEJO,2253,57963,0,0,10,165,37,42,1,0,0,0,1,2,1,0,3,5,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58099,0,0,0,165,45,6,0,0,0,0,0,1,0,54,6,2,1
06,010,SAN LORENZO ,2274,58171,0,0,14,54,165,15,1,0,0,0,0,2,0,8,2,1,0
06,003,LIBERTAD,2240,57903,0,0,0,164,42,43,0,1,0,2,0,2,0,6,2,3,1
06,007,BERMEJO,2254,57996,0,0,13,164,21,42,4,0,0,0,0,3,0,0,8,3,1
06,010,SAN LORENZO ,2273,58157,0,0,0,164,6,66,0,0,0,0,0,0,0,5,0,0,4
06,010,SAN LORENZO ,2273,58159,0,0,10,164,14,42,0,1,0,0,0,16,0,0,1,0,2
06,007,BERMEJO,2251,57957,0,0,1,163,15,17,0,3,0,1,0,0,0,0,0,0,0
06,012,O'HIGGINS,2284,58310,0,0,8,163,53,19,0,0,0,0,0,1,0,2,0,0,0
06,015,25 DE MAYO,2300,58649,0,0,0,163,71,6,0,0,0,0,0,0,0,2,0,0,0
06,024,ALMIRANTE BROWN,2326,58991,0,0,8,163,7,43,0,0,0,0,1,8,1,4,1,3,0
06,007,BERMEJO,2254,58000,0,0,0,162,19,53,7,0,0,0,0,2,3,4,0,3,1
06,010,SAN LORENZO ,2273,58136,0,0,6,162,14,51,0,0,0,0,0,11,1,3,3,3,3
06,010,SAN LORENZO ,2274,58170,0,0,16,49,162,19,0,0,0,0,0,3,0,1,3,0,0
06,012,O'HIGGINS,2284,58312,0,0,3,162,43,19,0,0,0,0,0,3,0,0,0,2,0
06,003,LIBERTAD,2240,57895,0,0,7,161,33,48,0,0,0,0,8,0,2,3,6,8,3
06,007,BERMEJO,2253,57974,0,0,12,161,31,55,0,0,0,0,0,5,0,4,7,1,0
06,010,SAN LORENZO ,2273,58144,0,0,7,161,7,55,1,0,0,0,0,8,0,2,8,1,1
06,015,25 DE MAYO,2299,58591,0,0,0,161,36,37,0,1,0,1,0,7,0,1,0,1,0
06,013,COMANDANTE FERNÁNDEZ ,2286,58380,0,0,0,160,10,65,2,0,0,0,0,9,0,5,4,2,0
06,003,LIBERTAD,2240,57888,0,0,0,159,62,23,1,0,0,1,0,3,0,10,7,2,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2266,58117,0,0,12,159,44,28,1,0,0,0,0,5,0,2,1,2,0
06,016,MAIPÚ,2303,58682,0,0,10,159,25,0,0,0,0,0,0,14,0,1,0,1,0
06,003,LIBERTAD,2240,57889,0,0,18,158,32,60,1,0,0,1,1,6,1,6,5,4,2
06,005,SARGENTO CABRAL ,2247,57947,0,0,0,158,36,41,0,0,0,1,3,0,0,0,0,0,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58026,0,0,21,158,42,34,1,0,0,1,0,6,2,4,5,5,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58034,0,0,2,158,31,45,0,0,0,0,1,4,0,6,8,2,0
06,012,O'HIGGINS,2284,58314,0,0,3,158,51,12,0,0,0,1,0,7,0,2,0,5,0
06,015,25 DE MAYO,2299,58595,0,0,12,158,25,44,0,0,0,0,1,11,0,3,1,4,0
06,015,25 DE MAYO,2299,58600,0,0,0,158,36,45,0,0,0,1,0,4,0,0,6,1,2
06,003,LIBERTAD,2240,57890,0,0,18,157,42,38,0,0,0,1,0,3,0,16,7,4,1
06,007,BERMEJO,2251,57956,0,0,23,157,2,7,0,0,0,0,0,0,0,0,1,1,0
06,007,BERMEJO,2253,57971,0,0,12,157,34,42,0,0,0,0,0,3,0,1,4,1,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2265,58108,0,0,3,157,10,70,0,0,0,0,0,0,0,1,4,1,1
06,025,GENERAL GÜEMES,2329,59086,0,0,13,157,63,10,1,0,0,1,0,0,0,1,0,1,5
06,025,GENERAL GÜEMES,2338,59179,0,0,0,157,31,17,0,0,0,0,0,8,1,1,5,0,0
06,003,LIBERTAD,2240,57900,0,0,0,156,43,31,1,1,0,0,2,5,0,3,0,6,2
06,003,LIBERTAD,2240,57909,0,0,2,156,40,43,4,0,0,2,0,2,1,4,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2265,58116,0,0,1,156,21,57,0,0,0,0,0,0,0,5,0,0,0
06,012,O'HIGGINS,2282,58274,0,0,7,156,69,32,1,0,0,0,1,8,0,8,0,2,0
06,007,BERMEJO,2253,57967,0,0,12,155,37,46,1,0,0,0,0,4,0,2,5,2,2
06,007,BERMEJO,2258,58007,0,0,1,65,155,12,0,0,0,0,0,6,0,1,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2266,58120,0,0,0,155,35,0,2,0,0,0,0,0,0,1,0,0,0
06,010,SAN LORENZO ,2273,58150,0,0,8,155,13,54,0,0,0,1,0,0,0,2,0,0,1
06,010,SAN LORENZO ,2273,58151,0,0,2,155,4,49,1,0,0,0,0,18,0,2,5,2,1
06,019,9 DE JULIO,2309,58743,0,0,2,155,27,45,0,0,0,0,0,6,0,5,2,5,0
06,003,LIBERTAD,2240,57885,0,0,23,154,41,35,2,0,1,4,0,2,0,8,5,4,2
06,013,COMANDANTE FERNÁNDEZ ,2287,58454,0,0,13,154,20,48,3,1,0,0,2,9,1,1,6,2,0
06,016,MAIPÚ,2303,58664,0,0,15,154,30,33,0,0,0,0,0,3,1,1,0,2,1
06,024,ALMIRANTE BROWN,2326,58989,0,0,71,154,2,40,0,0,0,1,2,3,0,0,4,0,0
06,024,ALMIRANTE BROWN,2326,58990,0,0,5,154,10,50,0,0,0,0,0,0,0,2,0,0,0
06,025,GENERAL GÜEMES,2327,59054,0,0,13,154,28,36,1,0,0,0,3,22,0,2,1,4,0
06,001,SAN FERNANDO,2233,57819,0,0,17,153,41,29,1,0,0,0,0,9,5,1,5,4,6
06,003,LIBERTAD,2240,57887,0,0,0,153,56,0,0,1,0,0,3,0,1,0,0,0,2
06,011,MAYOR L. J. FONTANA,2275,58173,0,0,2,44,153,18,0,0,0,1,0,2,0,1,1,0,0
06,015,25 DE MAYO,2299,58588,0,0,3,153,41,45,2,0,0,0,0,0,1,2,1,1,2
06,015,25 DE MAYO,2299,58640,0,0,1,153,33,49,0,0,0,0,0,1,0,4,3,3,1
06,004,GENERAL DONOVAN,2246,57937,0,0,24,152,37,32,0,1,0,2,0,4,1,11,7,2,7
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58046,0,0,0,152,46,46,1,0,0,0,1,5,2,1,5,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58055,0,0,0,152,10,39,0,0,0,0,0,0,0,1,0,0,0
06,010,SAN LORENZO ,2273,58158,0,0,17,152,8,55,0,0,0,0,0,14,0,7,4,1,0
06,013,COMANDANTE FERNÁNDEZ ,2286,58329,0,0,12,152,11,48,0,2,0,2,0,6,0,3,6,2,7
06,013,COMANDANTE FERNÁNDEZ ,2287,58445,0,0,2,152,20,52,0,0,0,0,0,7,0,0,0,4,2
06,015,25 DE MAYO,2299,58604,0,0,1,152,38,38,0,1,0,0,0,0,0,0,4,3,0
06,025,GENERAL GÜEMES,2327,59047,0,0,19,152,25,24,3,1,0,0,1,7,0,4,2,1,0
06,025,GENERAL GÜEMES,2331,59098,0,0,0,152,34,36,0,0,0,1,0,0,0,4,0,0,2
06,025,GENERAL GÜEMES,2331,59106,0,0,1,152,37,47,0,0,0,0,0,0,0,2,0,1,0
06,025,GENERAL GÜEMES,2338,59173,0,0,0,152,52,15,0,0,0,0,0,6,0,0,0,2,1
06,001,SAN FERNANDO,2207,56998,0,0,18,75,151,27,1,0,0,0,2,8,0,3,8,9,1
06,001,SAN FERNANDO,2233,57799,0,0,14,151,47,39,0,0,0,0,2,6,1,8,2,3,5
06,007,BERMEJO,2253,57964,0,0,7,151,40,43,3,0,0,0,0,4,1,6,6,1,4
06,007,BERMEJO,2253,57975,0,0,1,151,44,44,0,0,0,1,0,3,0,1,6,3,0
06,007,BERMEJO,2256,58004,0,0,8,151,7,13,1,0,0,0,0,0,2,1,0,1,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2265,58106,0,0,10,151,6,74,0,0,0,0,0,10,0,4,9,0,0
06,015,25 DE MAYO,2299,58637,0,0,13,151,41,40,0,1,0,1,0,8,0,2,2,3,4
06,019,9 DE JULIO,2309,58734,0,0,9,151,28,0,0,0,0,0,1,3,48,3,8,3,0
06,025,GENERAL GÜEMES,2327,58993,0,0,8,151,35,17,0,0,0,1,0,9,0,0,4,2,0
06,025,GENERAL GÜEMES,2327,58995,0,0,47,151,36,1,0,0,0,1,0,8,0,1,1,2,2
06,001,SAN FERNANDO,2214,57168,0,0,30,150,37,32,0,2,0,0,0,9,2,8,3,3,0
06,007,BERMEJO,2253,57965,0,0,16,150,38,29,1,0,0,0,0,3,0,0,9,3,1
06,007,BERMEJO,2253,57976,0,0,13,150,50,36,1,0,0,0,0,4,1,6,2,1,1
06,007,BERMEJO,2254,57991,0,0,0,150,25,58,3,2,0,1,1,5,0,1,3,6,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58058,0,0,0,150,31,48,2,0,0,0,3,2,0,4,4,3,1
06,010,SAN LORENZO ,2273,58167,0,0,5,150,11,58,1,0,0,0,0,10,2,1,2,0,0
06,010,SAN LORENZO ,2274,58168,0,0,13,71,150,10,1,0,2,0,0,3,0,0,0,1,0
06,013,COMANDANTE FERNÁNDEZ ,2286,58334,0,0,5,150,26,64,0,0,0,0,1,3,0,4,3,3,3
06,015,25 DE MAYO,2299,58610,0,0,1,150,38,44,0,1,0,0,0,1,0,2,0,0,0
06,025,GENERAL GÜEMES,2327,59006,0,0,19,150,42,32,1,0,0,0,0,6,1,3,0,1,0
06,025,GENERAL GÜEMES,2338,59192,0,0,3,150,49,16,1,0,0,0,4,6,0,0,0,0,0
06,001,SAN FERNANDO,2233,57808,0,0,26,149,62,22,1,0,0,3,1,4,1,9,0,6,2
06,005,SARGENTO CABRAL ,2247,57941,0,0,11,149,40,35,0,1,0,0,1,6,0,4,3,0,0
06,007,BERMEJO,2253,57959,0,0,20,149,32,43,0,0,0,0,0,5,0,3,8,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2259,58009,0,0,12,52,149,41,0,0,0,0,0,0,1,1,0,0,2
06,008,LIBERTADOR GRAL. SAN MARTÍN,2265,58107,0,0,4,149,10,66,0,0,0,1,0,9,1,4,12,1,1
06,015,25 DE MAYO,2299,58598,0,0,8,149,39,61,0,0,0,0,0,1,0,2,10,2,1
06,015,25 DE MAYO,2299,58618,0,0,2,149,32,0,0,0,0,0,0,12,0,0,3,0,1
06,015,25 DE MAYO,2299,58638,0,0,13,149,27,43,1,0,0,0,1,7,0,7,5,0,0
06,025,GENERAL GÜEMES,2327,59022,0,0,14,149,37,26,0,0,0,0,0,10,0,2,2,1,0
06,001,SAN FERNANDO,2201,56888,0,0,12,41,17,148,4,2,0,0,0,7,0,7,7,8,1
06,001,SAN FERNANDO,2207,57002,0,0,8,78,148,25,0,0,0,0,3,5,1,8,9,6,3
06,007,BERMEJO,2253,57966,0,0,0,148,43,0,3,0,0,0,0,7,0,0,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2262,58025,0,0,0,148,49,19,2,1,0,0,1,0,1,0,2,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58056,0,0,0,148,26,50,1,2,0,0,2,6,0,2,6,5,4
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58063,0,0,14,148,36,66,0,0,0,0,0,3,0,4,6,1,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58089,0,0,0,148,39,48,2,0,0,0,2,2,1,6,7,3,0
06,010,SAN LORENZO ,2273,58142,0,0,5,148,5,45,0,0,0,0,0,0,0,3,0,0,0
06,010,SAN LORENZO ,2273,58156,0,0,8,148,6,52,1,0,0,0,1,12,0,3,5,3,1
06,012,O'HIGGINS,2284,58311,0,0,0,148,64,20,0,0,0,0,0,3,0,3,2,0,1
06,015,25 DE MAYO,2299,58622,0,0,13,148,33,45,0,0,0,1,1,4,0,4,0,3,0
06,015,25 DE MAYO,2299,58634,0,0,0,148,36,3,0,0,0,0,0,5,0,4,5,0,0
06,021,12 DE OCTUBRE,2316,58887,0,0,0,148,23,46,0,0,0,0,0,0,0,0,0,0,1
06,023,FRAY JUSTO STA. MARÍA DE ORO,2322,58945,0,0,13,148,43,34,0,0,0,0,0,16,0,4,2,1,0
06,025,GENERAL GÜEMES,2327,59032,0,0,13,148,37,24,0,0,0,2,0,9,0,0,6,1,0
06,025,GENERAL GÜEMES,2338,59176,0,0,0,148,50,12,0,0,0,0,0,4,0,0,1,4,0
06,025,GENERAL GÜEMES,2338,59177,0,0,6,148,39,10,0,0,0,2,0,0,0,1,0,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2262,58021,0,0,2,147,38,6,3,0,0,0,0,0,0,1,9,0,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58031,0,0,0,147,45,51,1,1,0,0,0,2,1,0,8,3,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58038,0,0,11,147,44,50,0,0,0,0,0,6,0,1,9,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58040,0,0,5,147,31,45,0,1,0,1,1,7,2,3,11,1,0
06,010,SAN LORENZO ,2273,58139,0,0,2,147,9,45,1,0,0,0,1,13,1,3,3,2,1
06,010,SAN LORENZO ,2273,58154,0,0,0,147,15,59,0,0,0,0,0,10,0,4,4,1,1
06,012,O'HIGGINS,2284,58318,0,0,16,147,60,15,0,0,0,0,0,3,0,0,1,0,0
06,013,COMANDANTE FERNÁNDEZ ,2287,58429,0,0,7,147,21,48,0,0,0,1,0,3,1,6,3,3,6
06,013,COMANDANTE FERNÁNDEZ ,2287,58449,0,0,11,147,17,51,0,0,0,0,3,7,2,3,7,1,0
06,015,25 DE MAYO,2299,58593,0,0,0,147,27,59,0,0,0,0,0,0,0,1,4,1,0
06,015,25 DE MAYO,2299,58621,0,0,0,147,31,57,0,1,0,0,0,0,0,1,0,0,0
06,019,9 DE JULIO,2309,58767,0,0,10,147,21,41,0,0,0,0,0,2,0,0,6,2,0
06,025,GENERAL GÜEMES,2338,59191,0,0,0,147,41,21,0,0,0,0,2,0,0,1,0,0,0
06,015,25 DE MAYO,2299,58611,0,0,6,146,40,39,2,0,0,0,1,3,0,2,3,0,1
06,015,25 DE MAYO,2299,58613,0,0,20,146,40,37,1,0,0,0,0,5,0,1,2,0,0
06,015,25 DE MAYO,2299,58619,0,0,2,146,34,52,0,1,0,0,0,8,1,2,4,2,0
06,015,25 DE MAYO,2299,58641,0,0,1,146,22,54,0,0,0,0,1,8,0,5,2,2,0
06,019,9 DE JULIO,2309,58733,0,0,3,146,24,64,0,1,0,0,0,3,0,3,6,0,1
06,019,9 DE JULIO,2309,58796,0,0,13,146,22,50,2,0,0,1,0,6,0,4,12,2,1
06,021,12 DE OCTUBRE,2316,58904,0,0,0,146,24,43,1,0,0,0,1,1,1,0,0,1,0
06,025,GENERAL GÜEMES,2328,59075,0,0,2,146,41,0,2,0,0,1,0,10,25,1,0,0,0
06,025,GENERAL GÜEMES,2331,59101,0,0,1,146,51,32,4,0,0,0,1,5,0,4,0,0,0
06,003,LIBERTAD,2240,57910,0,0,64,145,52,57,1,0,0,1,2,6,2,5,4,5,2
06,004,GENERAL DONOVAN,2246,57926,0,0,21,145,58,35,0,2,0,1,0,4,1,4,0,2,0
06,013,COMANDANTE FERNÁNDEZ ,2287,58407,0,0,8,145,18,65,1,0,0,0,0,5,0,1,6,2,4
06,015,25 DE MAYO,2299,58590,0,0,0,145,29,42,0,0,0,0,2,3,2,0,6,0,2
06,015,25 DE MAYO,2299,58609,0,0,8,145,30,54,1,1,0,1,0,3,2,2,5,0,0
06,015,25 DE MAYO,2300,58648,0,0,7,145,71,24,0,0,0,0,0,0,0,0,0,2,1
06,016,MAIPÚ,2303,58693,0,0,1,145,30,43,0,2,0,0,3,4,0,4,3,1,0
06,019,9 DE JULIO,2309,58744,0,0,0,145,28,36,0,1,0,1,1,0,0,3,0,0,1
06,021,12 DE OCTUBRE,2316,58919,0,0,9,145,21,56,1,1,0,0,3,7,0,2,16,3,0
06,001,SAN FERNANDO,2201,56878,0,0,13,45,14,144,3,0,0,1,0,4,2,6,13,4,0
06,005,SARGENTO CABRAL ,2249,57949,0,0,6,144,18,42,0,1,0,0,0,4,0,1,8,0,0
06,007,BERMEJO,2254,57989,0,0,28,144,21,48,0,0,0,0,1,3,4,4,3,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58050,0,0,15,144,45,49,0,0,0,1,2,4,0,1,9,3,0
06,012,O'HIGGINS,2284,58320,0,0,10,144,52,18,0,0,0,0,0,5,0,1,2,1,2
06,015,25 DE MAYO,2299,58605,0,0,13,144,33,42,1,0,0,2,3,11,0,4,3,0,1
06,015,25 DE MAYO,2299,58631,0,0,14,144,25,55,0,0,0,0,0,2,0,0,1,0,1
06,015,25 DE MAYO,2299,58644,0,0,11,144,36,53,1,0,0,1,0,3,0,0,4,0,1
06,015,25 DE MAYO,2300,58656,0,0,0,144,62,13,0,0,0,0,1,0,1,0,0,0,0
06,021,12 DE OCTUBRE,2316,58897,0,0,7,144,12,63,0,0,0,1,0,4,0,3,14,1,0
06,001,SAN FERNANDO,2207,57000,0,0,10,81,143,20,0,0,0,0,1,10,0,4,8,3,0
06,003,LIBERTAD,2240,57896,0,0,2,143,46,46,0,0,0,1,0,4,0,7,5,4,3
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58027,0,0,0,143,46,0,1,0,0,0,2,0,0,0,6,0,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58033,0,0,16,143,47,43,0,0,0,1,0,5,0,0,5,5,0
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58039,0,0,2,143,32,50,1,0,0,0,3,9,1,2,6,3,2
06,013,COMANDANTE FERNÁNDEZ ,2286,58335,0,0,0,143,18,81,0,0,0,0,1,9,0,1,4,0,0
06,015,25 DE MAYO,2299,58592,0,0,11,143,51,32,0,0,0,0,1,0,0,1,4,0,1
06,015,25 DE MAYO,2299,58612,0,0,12,143,39,47,0,0,0,0,1,8,0,4,3,0,0
06,015,25 DE MAYO,2299,58643,0,0,12,143,31,41,0,0,0,0,3,11,0,3,3,1,0
06,019,9 DE JULIO,2309,58759,0,0,1,143,28,48,0,0,0,0,1,5,2,5,9,4,0
06,019,9 DE JULIO,2309,58778,0,0,0,143,27,40,0,1,0,1,1,0,0,6,0,0,0
06,025,GENERAL GÜEMES,2331,59100,0,0,0,143,33,57,0,0,2,0,3,0,1,1,0,0,0
06,003,LIBERTAD,2240,57886,0,0,13,142,53,45,1,2,0,1,3,3,1,16,9,3,0
06,003,LIBERTAD,2240,57899,0,0,20,142,41,48,1,1,0,1,0,4,1,5,6,3,1
06,008,LIBERTADOR GRAL. SAN MARTÍN,2263,58097,0,0,10,142,38,67,0,0,0,0,1,3,4,2,12,5,1
06,015,25 DE MAYO,2300,58654,0,0,3,142,55,24,0,0,0,0,0,0,0,0,0,0,0
06,015,25 DE MAYO,2300,58655,0,0,0,142,69,0,0,0,0,0,0,0,0,0,0,1,0
06,021,12 DE OCTUBRE,2316,58892,0,0,10,142,17,55,1,0,0,0,0,0,0,2,0,0,1
