codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00139,00146,00148,00136,00137,00138,00142,00143,00140,00144,00141,00145,00147,00149,00150
06,021,12 de Octubre,2370,57663,0,0,3,151,86,5,7,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57755,0,0,10,151,71,6,10,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2389,57972,0,0,11,151,80,2,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55535,0,0,15,150,87,13,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55559,0,0,30,150,76,13,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2255,55648,0,0,16,84,150,21,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55943,0,0,18,150,97,7,0,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55961,0,0,8,150,102,16,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55979,0,0,15,150,67,13,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55981,0,0,10,150,82,7,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56234,0,0,22,150,84,10,10,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56329,0,0,1,150,97,21,4,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56591,0,0,10,150,103,11,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56595,0,0,0,150,98,9,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56597,0,0,14,150,92,11,2,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56790,0,0,17,150,101,6,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56995,0,0,17,150,77,8,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57053,0,0,14,150,105,8,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57081,0,0,11,150,84,7,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2337,57121,0,0,6,68,150,8,6,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57192,0,0,5,102,150,11,7,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57249,0,0,10,150,74,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,015,25 de Mayo,2350,57292,0,0,18,150,79,11,3,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2359,57453,0,0,6,150,66,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57523,0,0,9,150,99,14,1,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57675,0,0,4,150,77,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,021,12 de Octubre,2370,57683,0,0,3,150,80,5,2,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57743,0,0,7,150,78,6,16,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57773,0,0,7,150,84,3,6,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57868,0,0,4,150,91,8,12,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57912,0,0,9,105,150,11,2,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57964,0,0,3,150,59,3,6,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2391,57996,0,0,4,150,43,3,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55394,0,0,12,149,89,7,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55455,0,0,20,79,149,13,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55463,0,0,11,90,149,13,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2246,55522,0,0,6,79,149,8,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55550,0,0,25,149,80,12,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55553,0,0,2,149,97,11,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55708,0,0,11,86,149,9,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55719,0,0,12,97,149,21,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55722,0,0,8,103,149,13,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55740,0,0,12,149,103,20,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55854,0,0,11,149,99,13,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55924,0,0,24,149,76,15,20,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55980,0,0,20,149,73,12,16,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2302,56555,0,0,5,149,54,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2303,56556,0,0,6,149,51,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,011,Mayor L. J. Fontana,2325,56849,0,0,13,149,90,9,16,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56855,0,0,11,149,95,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,011,Mayor L. J. Fontana,2325,56866,0,0,22,149,79,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2334,56970,0,0,4,149,98,6,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56990,0,0,6,149,95,5,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57023,0,0,17,149,95,7,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57060,0,0,21,149,98,3,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57094,0,0,12,149,93,7,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57107,0,0,8,149,97,13,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57136,0,0,12,98,149,0,8,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57177,0,0,10,149,101,17,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57178,0,0,7,149,96,8,3,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57405,0,0,16,149,65,4,10,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57520,0,0,7,149,75,14,5,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57563,0,0,13,149,91,8,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57611,0,0,7,149,109,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,020,Chacabuco,2367,57614,0,0,11,95,149,12,6,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57626,0,0,2,107,149,6,11,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57723,0,0,5,149,92,0,10,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57729,0,0,4,149,95,2,15,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2380,57814,0,0,2,149,58,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,024,Almirante Brown,2380,57819,0,0,3,149,53,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57860,0,0,5,149,95,15,11,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2389,57980,0,0,10,149,92,0,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55370,0,0,15,148,74,14,22,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55384,0,0,32,148,75,15,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55428,0,0,11,148,84,18,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55435,0,0,20,148,79,21,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55462,0,0,6,84,148,13,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55494,0,0,19,96,148,16,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55536,0,0,15,148,94,18,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55539,0,0,23,148,77,6,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55678,0,0,0,148,78,19,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55690,0,0,14,148,77,12,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55812,0,0,0,148,80,21,21,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55868,0,0,8,113,148,8,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55925,0,0,18,148,105,12,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55977,0,0,20,148,89,12,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55991,0,0,21,148,77,11,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56019,0,0,13,148,84,22,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56026,0,0,16,148,99,19,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56031,0,0,18,148,99,14,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56077,0,0,19,148,87,19,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56264,0,0,17,148,93,10,14,0,0,0,0,0,0,0,0,0,0,0
06,006,Presidencia de la  Plaza,2290,56453,0,0,3,148,56,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2297,56496,0,0,0,148,89,17,9,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2306,56566,0,0,4,148,91,3,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56641,0,0,16,148,103,10,7,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56646,0,0,17,148,94,0,3,0,0,0,0,0,0,0,0,0,0,0
06,009,Tapenaga,2316,56716,0,0,8,148,37,4,5,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56766,0,0,17,148,83,11,7,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56786,0,0,23,148,85,9,7,0,0,0,0,0,0,0,0,0,0,0
06,012,O'Higgins,2330,56922,0,0,8,148,106,9,6,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57046,0,0,0,148,82,7,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57056,0,0,19,148,84,0,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57072,0,0,0,148,89,11,13,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2337,57116,0,0,8,88,148,9,3,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57264,0,0,1,148,105,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,016,Maipú,2354,57376,0,0,11,148,80,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,017,Independencia,2359,57456,0,0,3,148,70,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57530,0,0,6,148,108,5,2,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57536,0,0,0,148,103,13,3,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57541,0,0,1,148,89,6,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57605,0,0,7,118,148,4,5,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57679,0,0,6,148,86,16,2,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2372,57701,0,0,1,148,18,2,3,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57726,0,0,0,148,96,5,11,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57771,0,0,5,148,87,1,0,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55379,0,0,22,147,89,15,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55485,0,0,13,114,147,13,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55547,0,0,14,147,80,9,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2255,55643,0,0,16,86,147,15,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55682,0,0,4,147,81,7,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55691,0,0,10,147,84,15,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55696,0,0,13,87,147,16,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55842,0,0,12,147,93,19,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55899,0,0,0,147,85,12,27,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55960,0,0,11,147,86,18,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56024,0,0,11,147,87,17,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56277,0,0,16,147,92,20,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56293,0,0,1,147,91,9,10,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2299,56540,0,0,7,147,78,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2299,56544,0,0,4,147,74,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2308,56607,0,0,5,147,85,11,5,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56806,0,0,11,108,147,11,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57012,0,0,14,147,87,4,5,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57043,0,0,9,147,95,0,15,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57047,0,0,13,147,110,4,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57058,0,0,6,147,109,2,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2336,57108,0,0,4,67,147,4,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2339,57153,0,0,5,66,147,5,10,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57587,0,0,9,147,105,12,5,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57610,0,0,6,99,147,6,13,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57727,0,0,13,147,93,7,7,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2376,57750,0,0,6,147,98,6,8,0,0,0,0,0,0,0,0,0,0,0
06,023,Fray Justo Sta. María de Oro,2377,57760,0,0,1,147,43,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57915,0,0,18,147,73,7,11,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57954,0,0,3,147,75,2,5,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2391,58009,0,0,1,147,64,3,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55366,0,0,23,146,91,12,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55390,0,0,23,146,86,9,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2242,55400,0,0,15,146,88,15,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55558,0,0,15,146,93,22,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55588,0,0,19,146,84,19,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55994,0,0,23,146,74,17,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55998,0,0,24,146,87,9,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2266,56155,0,0,11,102,146,14,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2268,56211,0,0,22,146,81,9,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56238,0,0,14,146,107,12,4,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56614,0,0,1,146,104,13,5,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56630,0,0,16,146,113,8,2,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56793,0,0,22,146,63,16,11,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56804,0,0,4,146,86,11,5,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2326,56889,0,0,12,146,101,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2333,56961,0,0,6,146,55,3,0,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57030,0,0,13,146,101,6,16,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57091,0,0,11,146,97,5,3,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57205,0,0,10,146,94,14,2,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57409,0,0,12,146,64,3,7,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2359,57464,0,0,12,146,68,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,017,Independencia,2359,57471,0,0,12,146,87,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57521,0,0,5,146,84,7,7,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57566,0,0,6,146,87,14,2,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57595,0,0,8,146,119,3,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57604,0,0,9,146,104,6,8,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57652,0,0,15,146,106,10,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2368,57656,0,0,8,146,47,3,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57872,0,0,7,146,83,12,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57873,0,0,0,146,80,9,7,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57876,0,0,6,146,89,16,18,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57918,0,0,11,146,68,9,13,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57953,0,0,5,146,69,0,3,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57958,0,0,11,146,58,1,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2388,57968,0,0,3,146,44,2,1,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55374,0,0,23,145,67,22,22,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55376,0,0,25,145,80,8,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55461,0,0,9,97,145,18,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55484,0,0,17,89,145,17,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55504,0,0,16,97,145,15,21,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55537,0,0,7,145,97,17,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55587,0,0,20,145,0,12,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2253,55632,0,0,13,145,83,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2255,55669,0,0,22,97,145,11,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55680,0,0,1,145,77,6,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2257,55694,0,0,12,91,145,9,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2258,55756,0,0,11,145,113,14,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55766,0,0,1,145,125,12,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55809,0,0,24,145,90,18,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55815,0,0,0,145,94,17,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55951,0,0,22,145,80,14,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55984,0,0,18,145,83,12,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55990,0,0,32,145,75,15,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56007,0,0,23,145,85,10,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56013,0,0,23,145,70,9,20,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56028,0,0,12,145,98,16,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56033,0,0,20,145,91,9,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56181,0,0,1,110,145,15,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2267,56190,0,0,16,90,145,14,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56237,0,0,1,145,89,16,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56246,0,0,17,145,85,16,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56284,0,0,20,145,93,12,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56286,0,0,17,145,100,17,12,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56324,0,0,12,145,91,12,8,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56586,0,0,14,145,102,15,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56599,0,0,13,145,91,12,8,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2309,56652,0,0,8,145,28,7,1,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56783,0,0,14,145,77,13,9,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56826,0,0,9,145,108,10,3,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2326,56886,0,0,14,145,100,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,011,Mayor L. J. Fontana,2326,56900,0,0,9,110,145,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2333,56963,0,0,1,145,62,5,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56978,0,0,8,145,96,4,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57079,0,0,3,145,100,8,8,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57096,0,0,11,145,84,9,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57144,0,0,15,109,145,12,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2340,57191,0,0,12,101,145,8,3,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57209,0,0,8,145,72,18,2,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57309,0,0,8,145,97,11,9,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57413,0,0,8,145,105,5,5,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2357,57423,0,0,3,145,79,2,7,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2357,57427,0,0,2,145,92,3,8,0,0,0,0,0,0,0,0,0,0,0
06,018,General Belgrano,2361,57489,0,0,9,145,93,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57544,0,0,11,145,109,7,4,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57545,0,0,5,145,98,7,4,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57617,0,0,12,145,109,4,4,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57674,0,0,8,145,71,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,024,Almirante Brown,2378,57775,0,0,3,145,75,3,8,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57926,0,0,7,145,78,7,9,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2389,57982,0,0,13,145,84,4,1,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2391,58006,0,0,4,145,52,4,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55465,0,0,8,88,144,11,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2245,55506,0,0,17,94,144,17,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2253,55626,0,0,4,144,76,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2259,55770,0,0,11,144,97,13,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55797,0,0,11,144,104,14,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55827,0,0,15,144,105,11,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2260,55851,0,0,1,144,98,15,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55908,0,0,21,144,100,23,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55935,0,0,21,144,106,7,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2262,55936,0,0,22,144,99,14,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55971,0,0,13,144,70,23,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56015,0,0,15,144,83,19,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56038,0,0,21,144,97,12,22,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56039,0,0,18,144,101,9,14,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56043,0,0,16,144,108,0,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2265,56073,0,0,10,144,100,18,12,0,0,0,0,0,0,0,0,0,0,0
