codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00139,00146,00148,00136,00137,00138,00142,00143,00140,00144,00141,00145,00147,00149,00150
06,025,General Güemes,2394,58042,0,0,1,171,44,5,3,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2394,58048,0,0,1,171,47,5,2,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55443,0,0,12,170,81,24,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55619,0,0,23,170,71,19,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56021,0,0,14,170,73,16,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56256,0,0,11,170,79,10,17,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2277,56347,0,0,17,170,80,15,3,0,0,0,0,0,0,0,0,0,0,0
06,004,General Donovan,2285,56404,0,0,7,170,57,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,006,Presidencia de la  Plaza,2292,56467,0,0,11,170,71,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2304,56561,0,0,5,170,68,1,2,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56608,0,0,18,170,80,4,1,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56617,0,0,1,170,61,12,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56620,0,0,10,170,81,9,5,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56732,0,0,2,170,67,7,16,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56745,0,0,7,170,60,7,10,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56857,0,0,5,170,62,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,015,25 de Mayo,2350,57325,0,0,1,170,84,6,0,0,0,0,0,0,0,0,0,0,0,0
06,018,General Belgrano,2361,57492,0,0,12,170,83,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57516,0,0,0,170,81,8,4,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57668,0,0,0,170,65,6,5,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2380,57820,0,0,0,170,50,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,024,Almirante Brown,2380,57821,0,0,2,170,52,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57880,0,0,12,170,40,4,8,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57908,0,0,7,170,63,1,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2238,55329,0,0,14,62,169,11,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2238,55341,0,0,16,64,169,6,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2239,55344,0,0,7,66,169,10,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2239,55352,0,0,16,63,169,7,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2239,55353,0,0,4,62,169,13,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55431,0,0,12,169,57,21,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55456,0,0,13,70,169,19,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55543,0,0,13,169,73,6,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55598,0,0,19,169,83,9,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56255,0,0,0,169,87,11,7,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56323,0,0,1,169,82,11,5,0,0,0,0,0,0,0,0,0,0,0
06,005,Sargento Cabral ,2289,56447,0,0,2,169,75,10,6,0,0,0,0,0,0,0,0,0,0,0
06,005,Sargento Cabral ,2289,56448,0,0,9,169,58,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,006,Presidencia de la  Plaza,2292,56461,0,0,6,169,79,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2308,56582,0,0,5,169,72,11,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56596,0,0,13,169,88,5,8,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56742,0,0,8,169,50,7,10,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56754,0,0,11,169,50,9,11,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57078,0,0,13,169,85,4,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57085,0,0,8,169,93,9,6,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2336,57114,0,0,10,51,169,5,3,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57211,0,0,4,169,68,11,6,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57230,0,0,12,169,69,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57232,0,0,1,169,63,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57237,0,0,0,169,71,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,015,25 de Mayo,2350,57326,0,0,12,169,77,5,7,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57341,0,0,6,169,73,4,6,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57362,0,0,16,169,54,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57854,0,0,16,169,60,4,9,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57929,0,0,12,169,80,7,9,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2384,57936,0,0,6,169,49,8,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2239,55356,0,0,7,67,168,14,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55381,0,0,16,168,64,9,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2247,55542,0,0,2,168,87,5,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2248,55565,0,0,20,87,168,12,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55586,0,0,6,168,86,13,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55781,0,0,0,168,77,12,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56292,0,0,12,168,85,14,4,0,0,0,0,0,0,0,0,0,0,0
06,004,General Donovan,2283,56378,0,0,20,168,71,7,7,0,0,0,0,0,0,0,0,0,0,0
06,006,Presidencia de la  Plaza,2292,56472,0,0,3,168,79,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2297,56507,0,0,1,168,68,3,4,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56605,0,0,8,168,71,10,2,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56645,0,0,13,168,99,11,2,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56870,0,0,17,168,55,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,012,O'Higgins,2330,56935,0,0,4,168,85,5,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57077,0,0,13,168,78,10,8,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57104,0,0,13,168,83,7,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2337,57125,0,0,16,73,168,6,0,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57143,0,0,11,88,168,7,8,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57295,0,0,6,168,88,10,1,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57305,0,0,6,168,78,12,2,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57311,0,0,0,168,75,9,1,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57316,0,0,0,168,75,7,2,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57318,0,0,17,168,86,7,4,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57319,0,0,10,168,77,4,3,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57395,0,0,16,168,64,6,3,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57407,0,0,7,168,53,8,6,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57411,0,0,3,168,86,3,3,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57539,0,0,6,168,83,5,3,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57661,0,0,9,168,71,4,2,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57682,0,0,1,168,58,9,3,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57767,0,0,7,168,74,4,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57871,0,0,9,168,69,10,12,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57893,0,0,14,168,67,6,0,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57910,0,0,11,168,73,8,6,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2386,57948,0,0,7,168,20,2,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2238,55332,0,0,14,62,167,10,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55368,0,0,17,167,77,14,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55378,0,0,17,167,58,28,12,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55385,0,0,16,167,59,16,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55433,0,0,13,167,66,20,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55446,0,0,12,167,63,17,17,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55566,0,0,0,167,70,7,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55570,0,0,16,167,70,4,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55573,0,0,18,167,81,10,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55610,0,0,0,167,64,10,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55617,0,0,19,167,85,10,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,55989,0,0,12,167,80,16,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56251,0,0,14,167,81,11,9,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2276,56338,0,0,2,167,59,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2297,56497,0,0,3,167,65,8,8,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2299,56539,0,0,3,167,67,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,010,San Lorenzo ,2320,56756,0,0,8,167,64,5,10,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56862,0,0,24,167,65,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,012,O'Higgins,2330,56913,0,0,16,167,89,1,7,0,0,0,0,0,0,0,0,0,0,0
06,012,O'Higgins,2331,56943,0,0,17,167,60,2,2,0,0,0,0,0,0,0,0,0,0,0
06,012,O'Higgins,2332,56957,0,0,0,167,69,4,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56968,0,0,12,167,73,5,5,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57222,0,0,10,167,72,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57229,0,0,18,167,47,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57252,0,0,8,167,83,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,017,Independencia,2359,57451,0,0,7,167,67,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,017,Independencia,2359,57468,0,0,9,167,63,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,018,General Belgrano,2361,57495,0,0,8,167,72,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,020,Chacabuco,2367,57594,0,0,5,93,167,8,3,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2380,57813,0,0,0,167,71,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2391,58015,0,0,10,167,34,2,13,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2393,58030,0,0,2,167,37,0,1,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2238,55331,0,0,11,71,166,9,6,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55371,0,0,1,166,63,11,21,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55453,0,0,11,166,81,12,19,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2244,55470,0,0,8,71,166,17,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2253,55627,0,0,8,166,58,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2263,55978,0,0,6,166,87,17,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56231,0,0,16,166,57,14,9,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56318,0,0,8,166,102,8,4,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56322,0,0,0,166,87,15,7,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2277,56351,0,0,28,166,74,16,6,0,0,0,0,0,0,0,0,0,0,0
06,004,General Donovan,2283,56381,0,0,18,166,78,11,14,0,0,0,0,0,0,0,0,0,0,0
06,004,General Donovan,2285,56405,0,0,10,166,60,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2294,56488,0,0,22,166,46,6,4,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2299,56545,0,0,4,166,52,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2308,56590,0,0,1,166,82,17,5,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56613,0,0,8,166,108,9,3,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56619,0,0,0,166,96,8,10,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56741,0,0,7,166,53,8,24,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56845,0,0,10,166,67,11,6,0,0,0,0,0,0,0,0,0,0,0
06,012,O'Higgins,2332,56954,0,0,3,166,85,6,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57049,0,0,13,166,91,3,7,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57135,0,0,14,82,166,11,0,0,0,0,0,0,0,0,0,0,0,0
06,014,Quitilipi,2344,57228,0,0,16,166,73,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,014,Quitilipi,2344,57244,0,0,16,166,70,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,016,Maipú,2354,57368,0,0,10,166,72,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,018,General Belgrano,2361,57491,0,0,11,166,62,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57515,0,0,8,166,88,18,2,0,0,0,0,0,0,0,0,0,0,0
06,020,Chacabuco,2367,57592,0,0,11,166,89,4,11,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57769,0,0,9,166,70,3,10,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2381,57838,0,0,1,166,79,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,025,General Güemes,2383,57852,0,0,10,166,59,4,8,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57885,0,0,7,77,166,6,13,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57923,0,0,14,166,66,6,12,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2385,57944,0,0,6,166,18,4,3,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2241,55392,0,0,0,165,73,12,20,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55444,0,0,21,165,73,17,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55574,0,0,13,165,89,10,13,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55605,0,0,14,165,77,11,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56272,0,0,14,165,85,12,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56298,0,0,15,165,100,10,0,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2271,56302,0,0,4,165,81,17,11,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2272,56309,0,0,15,165,77,15,7,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2277,56350,0,0,19,165,90,8,2,0,0,0,0,0,0,0,0,0,0,0
06,004,General Donovan,2285,56397,0,0,14,165,76,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,005,Sargento Cabral ,2288,56432,0,0,13,165,77,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,006,Presidencia de la  Plaza,2292,56459,0,0,6,165,88,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2294,56487,0,0,5,165,42,9,2,0,0,0,0,0,0,0,0,0,0,0
06,007,Bermejo,2299,56546,0,0,4,165,65,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2302,56554,0,0,7,165,55,3,6,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2308,56589,0,0,7,165,92,9,5,0,0,0,0,0,0,0,0,0,0,0
06,009,Tapenaga,2316,56720,0,0,13,165,41,3,5,0,0,0,0,0,0,0,0,0,0,0
06,010,San Lorenzo ,2320,56733,0,0,7,165,70,15,11,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56780,0,0,7,165,60,13,7,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2324,56835,0,0,12,100,165,10,6,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56844,0,0,1,165,90,9,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56991,0,0,12,165,91,9,9,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56996,0,0,12,165,84,7,6,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57042,0,0,17,165,97,11,1,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57088,0,0,6,165,85,7,11,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57097,0,0,5,165,95,5,1,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2336,57113,0,0,8,51,165,6,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57127,0,0,11,97,165,16,4,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57392,0,0,6,165,68,9,2,0,0,0,0,0,0,0,0,0,0,0
06,016,Maipú,2354,57397,0,0,5,165,78,1,7,0,0,0,0,0,0,0,0,0,0,0
06,017,Independencia,2357,57424,0,0,5,165,61,7,5,0,0,0,0,0,0,0,0,0,0,0
06,018,General Belgrano,2361,57487,0,0,4,165,66,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,019,9 de Julio,2363,57537,0,0,10,81,165,11,3,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57667,0,0,6,165,69,6,3,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57676,0,0,8,165,73,7,4,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57690,0,0,5,165,75,8,3,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57721,0,0,8,165,78,8,11,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57774,0,0,4,165,73,2,0,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57856,0,0,13,165,45,8,11,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2383,57897,0,0,3,165,63,2,14,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57962,0,0,14,165,56,2,1,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2391,58018,0,0,5,165,35,3,10,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2394,58039,0,0,6,165,32,1,2,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55600,0,0,26,164,67,5,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2250,55621,0,0,22,164,69,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2253,55631,0,0,9,164,81,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2255,55662,0,0,13,85,164,18,7,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2256,55683,0,0,21,164,78,8,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55805,0,0,17,164,79,15,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2259,55816,0,0,20,164,77,13,4,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2264,56000,0,0,32,164,64,8,15,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2270,56273,0,0,11,164,79,13,19,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2272,56305,0,0,16,164,98,8,4,0,0,0,0,0,0,0,0,0,0,0
06,006,Presidencia de la  Plaza,2292,56469,0,0,10,164,86,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,006,Presidencia de la  Plaza,2292,56483,0,0,5,164,77,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,008,Libertador Gral. San Martín,2308,56621,0,0,15,164,80,11,5,0,0,0,0,0,0,0,0,0,0,0
06,008,Libertador Gral. San Martín,2310,56660,0,0,1,164,91,4,2,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56768,0,0,10,164,66,10,3,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56781,0,0,19,164,69,9,6,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56838,0,0,13,164,71,15,11,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56865,0,0,14,164,58,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,011,Mayor L. J. Fontana,2325,56867,0,0,14,164,59,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,013,Comandante Fernández ,2335,57106,0,0,9,164,86,7,12,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2338,57134,0,0,17,88,164,8,4,0,0,0,0,0,0,0,0,0,0,0
06,015,25 de Mayo,2350,57330,0,0,7,164,86,14,3,0,0,0,0,0,0,0,0,0,0,0
06,019,9 de Julio,2363,57569,0,0,9,164,86,17,4,0,0,0,0,0,0,0,0,0,0,0
06,021,12 de Octubre,2370,57684,0,0,9,164,68,9,3,0,0,0,0,0,0,0,0,0,0,0
06,022,2 de Abril,2374,57719,0,0,2,164,89,2,10,0,0,0,0,0,0,0,0,0,0,0
06,024,Almirante Brown,2378,57770,0,0,2,164,52,1,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2387,57961,0,0,7,164,53,0,5,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2390,57994,0,0,7,164,30,0,4,0,0,0,0,0,0,0,0,0,0,0
06,025,General Güemes,2394,58041,0,0,1,164,0,4,2,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2237,55326,0,0,12,64,163,14,5,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55430,0,0,12,163,74,21,11,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2243,55450,0,0,24,163,66,7,16,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2249,55589,0,0,23,163,77,7,8,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2253,55637,0,0,8,163,75,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,001,San Fernando,2262,55930,0,0,12,163,87,12,10,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2263,55963,0,0,14,163,80,10,9,0,0,0,0,0,0,0,0,0,0,0
06,001,San Fernando,2269,56232,0,0,17,163,66,12,15,0,0,0,0,0,0,0,0,0,0,0
06,002,Primero de Mayo,2273,56321,0,0,1,163,97,16,2,0,0,0,0,0,0,0,0,0,0,0
06,003,Libertad,2277,56345,0,0,24,163,81,15,5,0,0,0,0,0,0,0,0,0,0,0
06,006,Presidencia de la  Plaza,2292,56477,0,0,5,163,82,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,007,Bermejo,2297,56505,0,0,12,163,66,15,4,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2322,56763,0,0,0,163,41,4,0,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2323,56767,0,0,12,163,70,3,12,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2325,56848,0,0,13,163,61,10,11,0,0,0,0,0,0,0,0,0,0,0
06,011,Mayor L. J. Fontana,2326,56881,0,0,10,163,80,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06,012,O'Higgins,2330,56920,0,0,8,163,90,6,4,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,56993,0,0,3,163,97,13,3,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2334,57037,0,0,15,163,78,5,2,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2335,57087,0,0,17,163,83,11,10,0,0,0,0,0,0,0,0,0,0,0
06,013,Comandante Fernández ,2337,57123,0,0,7,74,163,11,5,0,0,0,0,0,0,0,0,0,0,0
