codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0038,0047,0050,0061,0064,0160,0515,0523
13,Guaymallén,003,0029A,0833,336,7,9,NA,NA,17,23,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0834,336,1,4,NA,NA,11,23,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0835,336,8,8,NA,NA,16,26,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0836,336,2,7,NA,NA,20,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0837,336,33,6,NA,NA,12,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0838,336,8,8,NA,NA,19,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0839,336,9,7,NA,NA,15,29,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0840,336,6,5,NA,NA,8,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0841,336,6,8,NA,NA,17,35,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0842,336,3,2,NA,NA,13,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0843,336,8,8,NA,NA,14,26,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0844,336,13,7,NA,NA,18,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0845,336,4,10,NA,NA,10,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0846,336,9,5,NA,NA,19,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0847,336,10,6,NA,NA,14,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0848,336,0,0,NA,NA,12,24,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0849,336,0,3,NA,NA,11,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0850,336,8,2,NA,NA,15,29,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0851,336,5,7,NA,NA,16,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0852,336,11,3,NA,NA,10,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0853,336,17,9,NA,NA,16,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0854,336,3,10,NA,NA,10,29,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0855,336,2,3,NA,NA,11,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0856,336,7,16,NA,NA,8,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0857,336,36,3,NA,NA,18,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0858,336,0,0,NA,NA,12,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0859,336,0,8,NA,NA,12,25,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0860,336,6,2,NA,NA,18,34,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0861,336,1,10,NA,NA,9,31,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0862,336,0,0,NA,NA,12,24,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0863,336,0,17,NA,NA,14,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0864,336,1,11,NA,NA,12,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0865,336,0,0,NA,NA,13,25,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0866,336,3,4,NA,NA,9,31,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0867,336,0,0,NA,NA,15,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0868,336,0,0,NA,NA,13,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0869,336,1,13,NA,NA,12,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0029A,0870,336,4,9,NA,NA,16,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0871,337,7,11,NA,NA,4,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0872,337,13,12,NA,NA,8,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0873,337,5,5,NA,NA,11,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0874,337,15,8,NA,NA,4,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0875,337,14,6,NA,NA,5,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0876,337,15,5,NA,NA,6,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0877,337,11,5,NA,NA,7,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0878,337,22,0,NA,NA,9,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0879,337,2,2,NA,NA,0,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0880,337,0,0,NA,NA,4,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0881,337,4,10,NA,NA,4,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0882,337,7,6,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0883,337,0,0,NA,NA,0,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0884,337,0,0,NA,NA,7,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0885,337,0,0,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0886,337,10,5,NA,NA,9,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0887,337,0,0,NA,NA,4,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0888,337,22,7,NA,NA,8,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0889,337,12,4,NA,NA,5,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0890,337,0,0,NA,NA,6,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0891,337,6,2,NA,NA,5,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0892,337,10,6,NA,NA,6,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0893,337,15,13,NA,NA,5,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0894,337,5,7,NA,NA,8,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0895,337,3,6,NA,NA,10,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0896,337,1,8,NA,NA,14,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0897,337,2,6,NA,NA,7,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0898,337,0,0,NA,NA,7,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0899,337,12,5,NA,NA,12,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0900,337,0,0,NA,NA,4,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0901,337,0,0,NA,NA,14,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0902,336,6,20,NA,NA,9,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0903,336,0,0,NA,NA,11,32,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0904,336,6,9,NA,NA,10,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0905,336,0,0,NA,NA,7,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0906,336,0,4,NA,NA,10,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0907,336,8,1,NA,NA,10,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0908,336,2,16,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0909,336,2,7,NA,NA,20,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0910,336,4,11,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0911,336,0,9,NA,NA,11,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0912,336,16,0,NA,NA,10,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0913,336,1,11,NA,NA,10,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0914,336,15,0,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0915,336,11,4,NA,NA,6,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0916,336,3,7,NA,NA,7,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0917,336,9,7,NA,NA,5,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0918,336,0,0,NA,NA,8,5,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0919,336,2,11,NA,NA,0,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0920,336,5,8,NA,NA,12,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0921,336,9,7,NA,NA,6,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0922,336,0,3,NA,NA,7,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0923,336,1,3,NA,NA,8,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0924,336,0,0,NA,NA,2,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0925,336,0,21,NA,NA,6,5,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0926,336,3,5,NA,NA,10,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030 ,0927,336,19,3,NA,NA,8,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0928,335,3,5,NA,NA,4,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0929,335,0,0,NA,NA,3,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0930,335,9,10,NA,NA,2,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0931,335,0,0,NA,NA,7,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0932,335,0,0,NA,NA,2,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0933,335,6,10,NA,NA,3,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0934,335,15,10,NA,NA,3,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0935,335,7,19,NA,NA,4,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0936,335,0,0,NA,NA,4,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0937,335,11,9,NA,NA,9,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0938,335,3,18,NA,NA,6,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0939,335,15,3,NA,NA,5,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0940,335,0,0,NA,NA,7,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0941,334,2,3,NA,NA,10,3,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0942,334,8,4,NA,NA,8,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0943,334,0,0,NA,NA,1,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0944,334,6,5,NA,NA,7,5,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0945,334,15,9,NA,NA,6,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0946,334,1,2,NA,NA,5,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0947,334,0,0,NA,NA,0,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0948,334,1,6,NA,NA,5,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0949,334,3,3,NA,NA,9,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0950,334,0,0,NA,NA,3,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0951,334,16,12,NA,NA,11,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0952,334,12,6,NA,NA,9,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0953,334,25,2,NA,NA,10,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0954,334,0,0,NA,NA,7,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0955,334,1,11,NA,NA,7,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0956,334,0,6,NA,NA,5,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0957,334,0,0,NA,NA,5,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0958,334,1,6,NA,NA,7,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0959,334,2,6,NA,NA,7,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0960,334,0,0,NA,NA,9,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0961,334,0,0,NA,NA,6,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0962,334,0,0,NA,NA,8,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0963,334,0,10,NA,NA,4,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0964,334,0,9,NA,NA,7,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0965,334,1,10,NA,NA,5,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0966,334,3,13,NA,NA,5,4,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0967,334,2,8,NA,NA,7,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0968,334,10,11,NA,NA,5,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0969,334,0,0,NA,NA,9,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0970,334,0,0,NA,NA,4,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030A,0971,334,4,12,NA,NA,8,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0972,338,1,9,NA,NA,17,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0973,338,4,0,NA,NA,8,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0974,338,10,8,NA,NA,8,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0975,338,10,0,NA,NA,11,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0976,338,22,11,NA,NA,12,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0977,338,2,27,NA,NA,10,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0978,338,17,3,NA,NA,14,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0979,338,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0980,338,5,14,NA,NA,17,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0981,338,0,4,NA,NA,16,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0982,338,0,0,NA,NA,8,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0983,338,33,5,NA,NA,12,50,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0984,338,1,23,NA,NA,14,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0985,338,3,5,NA,NA,6,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0986,337,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0987,337,0,0,NA,NA,0,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0988,337,22,11,NA,NA,13,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0989,337,20,3,NA,NA,7,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0990,337,11,2,NA,NA,9,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0991,337,7,5,NA,NA,17,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0992,337,0,0,NA,NA,8,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0993,337,0,2,NA,NA,6,24,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0994,337,0,0,NA,NA,6,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0995,337,8,14,NA,NA,9,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0996,337,0,0,NA,NA,9,0,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0997,337,6,6,NA,NA,7,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0998,337,10,13,NA,NA,11,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,0999,337,0,0,NA,NA,7,26,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1000,337,8,6,NA,NA,13,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1001,337,0,0,NA,NA,6,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1002,337,2,10,NA,NA,10,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1003,337,0,0,NA,NA,7,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1004,337,2,1,NA,NA,14,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1005,337,10,13,NA,NA,9,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1006,337,0,0,NA,NA,15,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1007,337,7,14,NA,NA,14,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030B,1008,337,12,5,NA,NA,12,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1009,340,3,13,NA,NA,3,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1010,340,9,8,NA,NA,11,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1011,340,7,4,NA,NA,8,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1012,340,1,6,NA,NA,11,6,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1013,340,4,10,NA,NA,17,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1014,340,18,8,NA,NA,6,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1015,340,7,13,NA,NA,9,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1016,340,13,7,NA,NA,9,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1017,340,0,0,NA,NA,11,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1018,340,5,8,NA,NA,10,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1019,339,1,12,NA,NA,11,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1020,339,2,5,NA,NA,11,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1021,339,7,8,NA,NA,7,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1022,339,0,0,NA,NA,5,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1023,339,2,0,NA,NA,11,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1024,339,0,0,NA,NA,17,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1025,339,0,0,NA,NA,7,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1026,339,2,8,NA,NA,11,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1027,339,8,13,NA,NA,7,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1028,339,13,9,NA,NA,8,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1029,339,7,9,NA,NA,8,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1030,339,12,6,NA,NA,13,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1031,339,16,11,NA,NA,5,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1032,339,8,4,NA,NA,12,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1033,339,17,0,NA,NA,11,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1034,339,0,0,NA,NA,8,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1035,339,4,4,NA,NA,6,23,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1036,339,1,11,NA,NA,10,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1037,339,20,3,NA,NA,11,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1038,339,1,32,NA,NA,6,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1039,339,4,9,NA,NA,7,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1040,339,6,5,NA,NA,12,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1041,339,2,5,NA,NA,7,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1042,339,10,17,NA,NA,10,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1043,339,8,12,NA,NA,5,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1044,339,2,10,NA,NA,9,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1045,339,4,11,NA,NA,9,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1046,339,3,18,NA,NA,8,7,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1047,339,2,0,NA,NA,5,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1048,339,2,2,NA,NA,7,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1049,339,0,11,NA,NA,3,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1050,339,6,5,NA,NA,16,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1051,339,10,6,NA,NA,10,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1052,339,9,6,NA,NA,10,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1053,339,0,9,NA,NA,6,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1054,339,22,2,NA,NA,11,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1055,339,7,9,NA,NA,12,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1056,339,3,7,NA,NA,11,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1057,339,9,4,NA,NA,15,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1058,339,0,15,NA,NA,12,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1059,339,2,13,NA,NA,10,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1060,339,6,10,NA,NA,8,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1061,339,8,19,NA,NA,8,11,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1062,339,5,12,NA,NA,10,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1063,339,2,6,NA,NA,5,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030C,1064,339,4,12,NA,NA,5,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1065,332,3,4,NA,NA,8,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1066,332,8,16,NA,NA,5,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1067,332,10,4,NA,NA,3,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1068,332,0,0,NA,NA,14,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1069,332,0,6,NA,NA,10,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1070,332,4,8,NA,NA,11,26,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1071,332,6,17,NA,NA,14,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1072,332,1,13,NA,NA,14,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1073,332,1,4,NA,NA,7,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1074,332,5,10,NA,NA,8,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1075,332,3,8,NA,NA,13,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1076,332,0,0,NA,NA,20,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1077,332,17,5,NA,NA,12,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1078,332,0,0,NA,NA,10,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1079,332,1,19,NA,NA,9,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1080,332,3,4,NA,NA,9,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1081,332,0,0,NA,NA,10,9,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1082,332,0,9,NA,NA,11,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1083,332,5,0,NA,NA,17,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1084,332,2,15,NA,NA,9,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1085,332,2,12,NA,NA,6,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1086,332,0,0,NA,NA,8,16,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1087,332,6,14,NA,NA,6,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1088,332,6,7,NA,NA,6,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1089,332,0,0,NA,NA,11,34,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1090,332,0,19,NA,NA,15,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1091,332,3,8,NA,NA,4,8,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1092,332,0,0,NA,NA,7,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1093,332,0,19,NA,NA,10,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1094,332,16,5,NA,NA,8,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1095,332,1,3,NA,NA,7,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1096,332,12,9,NA,NA,11,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1097,332,11,13,NA,NA,10,15,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1098,332,2,10,NA,NA,12,14,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1099,332,4,7,NA,NA,15,17,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1100,332,15,5,NA,NA,7,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1101,332,0,0,NA,NA,12,24,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1102,332,0,0,NA,NA,12,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1103,331,4,0,NA,NA,13,20,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1104,331,0,8,NA,NA,19,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030D,1105,331,7,11,NA,NA,8,19,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1106,336,6,19,NA,NA,13,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1107,336,0,13,NA,NA,10,21,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1108,336,0,0,NA,NA,9,13,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1109,336,0,0,NA,NA,11,10,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1110,336,1,6,NA,NA,10,24,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1111,336,3,6,NA,NA,16,12,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1112,336,0,0,NA,NA,13,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1113,336,5,11,NA,NA,10,18,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1114,336,10,10,NA,NA,12,22,NA,NA,NA,NA,NA
13,Guaymallén,003,0030E,1115,336,1,12,NA,NA,13,19,NA,NA,NA,NA,NA
