codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00115,00118,00120,00119,00112,00121,00125,00114,00113,00117,00116,00122,00123,00124
04,012,Punilla,1755,49934,0,0,4,183,35,55,5,1,8,0,0,0,0,0,0,0,0
04,016,Río Segundo,1860,50975,0,0,5,183,42,36,6,3,22,3,0,0,0,0,0,0,0
04,016,Río Segundo,1862,51004,0,0,6,183,30,54,5,3,7,3,0,0,0,0,0,0,0
04,001,Capital,1447,44544,0,0,5,182,18,37,9,9,8,6,0,0,0,0,0,0,0
04,001,Capital,1457,44807,0,0,4,182,28,32,8,8,10,2,0,0,0,0,0,0,0
04,001,Capital,1492,45644,0,0,7,182,42,35,12,7,6,8,0,0,0,0,0,0,0
04,001,Capital,1512,46296,0,0,1,182,53,23,8,6,6,3,0,0,0,0,0,0,0
04,001,Capital,1549,47401,0,0,5,182,29,27,11,12,6,2,0,0,0,0,0,0,0
04,001,Capital,1554,47507,0,0,7,182,54,29,14,11,4,7,0,0,0,0,0,0,0
04,001,Capital,1557,47551,0,0,0,182,25,30,19,6,5,4,0,0,0,0,0,0,0
04,001,Capital,1558,47580,0,0,1,182,30,30,6,11,9,6,0,0,0,0,0,0,0
04,003,Colón,1597,47975,0,0,5,182,25,45,6,4,6,3,0,0,0,0,0,0,0
04,003,Colón,1597,47994,0,0,5,182,29,27,9,7,5,4,0,0,0,0,0,0,0
04,009,Marcos Juárez,1716,49502,0,0,2,182,19,51,3,2,12,4,0,0,0,0,0,0,0
04,014,Río Primero,1833,50864,0,0,3,182,59,27,4,5,3,1,0,0,0,0,0,0,0
04,023,Tercero Arriba,2007,52523,0,0,10,182,28,39,2,1,19,2,0,0,0,0,0,0,0
04,001,Capital,1512,46310,0,0,1,181,34,33,11,6,11,2,0,0,0,0,0,0,0
04,001,Capital,1514,46397,0,0,4,181,39,41,5,6,8,3,0,0,0,0,0,0,0
04,001,Capital,1554,47506,0,0,3,181,49,33,7,9,6,3,0,0,0,0,0,0,0
04,003,Colón,1593,47895,0,0,3,181,31,39,5,3,7,2,0,0,0,0,0,0,0
04,003,Colón,1597,47989,0,0,4,181,19,48,0,1,11,3,0,0,0,0,0,0,0
04,003,Colón,1605,48271,0,0,8,181,38,34,11,9,7,3,0,0,0,0,0,0,0
04,003,Colón,1605,48305,0,0,3,181,26,38,10,4,10,8,0,0,0,0,0,0,0
04,003,Colón,1612,48416,0,0,6,181,35,45,12,6,4,4,0,0,0,0,0,0,0
04,009,Marcos Juárez,1710,49419,0,0,6,181,32,47,5,0,5,3,0,0,0,0,0,0,0
04,013,Río Cuarto,1798,50564,0,0,6,181,35,46,4,7,8,5,0,0,0,0,0,0,0
04,013,Río Cuarto,1798,50686,0,0,5,181,35,48,4,6,8,3,0,0,0,0,0,0,0
04,014,Río Primero,1826,50813,0,0,7,181,29,56,4,7,4,5,0,0,0,0,0,0,0
04,016,Río Segundo,1864,51017,0,0,10,181,30,44,7,0,8,1,0,0,0,0,0,0,0
04,020,San Justo,1924,51589,0,0,9,181,36,49,4,0,9,6,0,0,0,0,0,0,0
04,020,San Justo,1924,51638,0,0,7,181,33,41,6,7,8,1,0,0,0,0,0,0,0
04,023,Tercero Arriba,2003,52473,0,0,3,181,28,44,1,1,8,6,0,0,0,0,0,0,0
04,023,Tercero Arriba,2011,52615,0,0,4,181,23,54,4,6,8,5,0,0,0,0,0,0,0
04,001,Capital,1452,44663,0,0,2,180,28,39,10,6,9,5,0,0,0,0,0,0,0
04,001,Capital,1457,44806,0,0,4,180,16,34,10,15,9,3,0,0,0,0,0,0,0
04,001,Capital,1475,45187,0,0,3,180,33,45,11,8,7,3,0,0,0,0,0,0,0
04,001,Capital,1490,45592,0,0,5,180,43,35,8,4,10,1,0,0,0,0,0,0,0
04,001,Capital,1511,46260,0,0,6,180,56,35,6,18,7,5,0,0,0,0,0,0,0
04,001,Capital,1541,47274,0,0,9,180,39,22,5,5,10,4,0,0,0,0,0,0,0
04,001,Capital,1548,47394,0,0,1,180,32,44,18,10,7,2,0,0,0,0,0,0,0
04,001,Capital,1555,47530,0,0,9,180,30,34,2,15,11,5,0,0,0,0,0,0,0
04,001,Capital,1555,47538,0,0,1,180,40,29,8,12,5,3,0,0,0,0,0,0,0
04,003,Colón,1593,47882,0,0,7,180,31,50,2,1,9,0,0,0,0,0,0,0,0
04,003,Colón,1593,47925,0,0,6,180,38,31,4,4,8,4,0,0,0,0,0,0,0
04,003,Colón,1597,47968,0,0,6,180,15,41,2,1,0,6,0,0,0,0,0,0,0
04,003,Colón,1605,48291,0,0,3,180,21,59,8,2,6,6,0,0,0,0,0,0,0
04,003,Colón,1605,48314,0,0,3,180,26,43,6,16,1,7,0,0,0,0,0,0,0
04,005,General Roca,1645,48688,0,0,9,180,23,54,3,0,19,3,0,0,0,0,0,0,0
04,005,General Roca,1645,48695,0,0,4,180,15,47,2,1,12,1,0,0,0,0,0,0,0
04,008,Juárez Celman,1688,49187,0,0,5,180,20,63,3,2,8,5,0,0,0,0,0,0,0
04,012,Punilla,1755,49886,0,0,9,180,30,35,7,5,7,6,0,0,0,0,0,0,0
04,013,Río Cuarto,1772,50139,0,0,4,180,53,32,2,3,5,3,0,0,0,0,0,0,0
04,013,Río Cuarto,1794,50381,0,0,3,180,8,75,2,0,9,0,0,0,0,0,0,0,0
04,013,Río Cuarto,1798,50695,0,0,4,180,37,38,4,5,14,3,0,0,0,0,0,0,0
04,019,San Javier,1921,51567,0,0,18,18,180,19,2,1,1,0,0,0,0,0,0,0,0
04,023,Tercero Arriba,2003,52486,0,0,9,180,35,44,6,2,3,2,0,0,0,0,0,0,0
04,023,Tercero Arriba,2011,52666,0,0,4,180,27,42,2,6,9,8,0,0,0,0,0,0,0
04,024,Totoral,2025,52747,0,0,10,180,25,41,2,9,10,7,0,0,0,0,0,0,0
04,026,Unión,2045,52834,0,0,7,180,23,55,5,4,7,2,0,0,0,0,0,0,0
04,001,Capital,1452,44660,0,0,2,179,31,32,17,12,6,1,0,0,0,0,0,0,0
04,001,Capital,1497,45781,0,0,10,179,38,34,10,11,7,2,0,0,0,0,0,0,0
04,001,Capital,1554,47508,0,0,1,179,33,48,11,9,4,9,0,0,0,0,0,0,0
